"zone","state","lga","sector","ea","event_type","event_seq","event_cd","event_desc","c6q2","c6q3"
4,1,106,2,880,1,2,10,"UNEMPLOYMENT",2011,60
4,1,106,2,880,1,3,8,"LOSS OF KEY SOC SERV",2010,100
4,1,106,2,880,1,4,5,"HUMAN EPIDEMIC DIESE",2009,70
4,1,106,2,880,2,1,17,"ON GRID ELECTRICITY",,70
4,1,106,2,880,2,2,16,"IMPROVED TRANSPORTAT",,100
4,1,106,2,880,2,3,11,"DEVELOPMDNT PROJECT",,100
4,1,106,2,880,2,4,13,"NEW HEALTH FACILITY",,100
4,1,107,2,1044,1,1,3,"CROP DIESES/PEST",2010,100
4,1,107,2,1044,1,2,6,"SHARP CHANGES IN PRI",2011,100
4,1,107,2,1044,1,3,10,"OTHERS(KIDNAPPING)",2010,100
4,1,107,2,1044,1,4,9,"POWER OUTAGE",2012,100
4,1,107,2,1044,2,1,19,"GODS WORD",2012,100
4,1,108,2,904,1,1,6,"SHARP CHANGE IN PRIC",2012,100
4,1,108,2,904,1,2,7,"MASSIVE JOB LAY-OFFS",2011,60
4,1,108,2,904,1,3,8,"LOSS OF KEY SOCIAL S",2012,50
4,1,108,2,904,1,4,5,"HUMAN EPIDMIC DISEAS",2010,40
4,1,108,2,904,2,1,11,"DEVELOPMENT PROJECT",2012,100
4,1,108,2,904,2,2,13,"NEW HEALTH FACILITY",2011,100
4,1,108,2,904,2,3,17,"ON-GRID ELECTRICITY",2012,70
4,1,108,2,904,2,4,16,"IMPROVED TRANSPORTAT",2012,100
4,1,110,2,76,1,1,7,"MASSIVE JOB LAY OFFS",2010,50
4,1,110,2,76,1,2,5,"HUMAN EPIDEMIC DISEA",2011,40
4,1,110,2,76,1,3,8,"LOSS OF KEY SOCI SER",2011,100
4,1,110,2,76,2,1,14,"NEW ROADS",2012,100
4,1,110,2,76,2,2,17,"ON-GRID ELECTRICITY",2011,100
4,1,110,2,76,2,3,13,"NEW HEALTH FACILITY",2010,100
4,1,110,2,76,2,4,16,"IMPROVED TRANSPORTAT",2012,100
4,1,111,1,1146,1,1,10,"BAD ROAD",2010,100
4,1,111,1,1146,1,2,2,"FLOOD",2011,100
4,1,111,1,1146,1,3,10,"KIDNAPPING",2010,100
4,1,111,1,1146,1,4,7,"MASSIVE JOB LAYOUT",2009,20
4,1,111,1,1146,2,1,16,"IMPROVD TRANSPORTAT",2010,100
4,1,111,1,1146,2,2,17,"ON-GRID ELECTRICITY",2012,100
4,1,111,1,1146,2,3,13,"NEW HEALTH FACILITY",2009,100
4,1,115,1,670,1,1,6,"SHARP CHANGES IN PRI",2011,100
4,1,115,1,670,1,2,7,"MASSIVE JOB LAY OFFS",2010,40
4,1,115,1,670,1,3,9,"POWER OUTAGE",2010,100
4,1,115,1,670,1,4,8,"LOSS OF KEY SOCI SER",2012,100
4,1,115,1,670,2,1,13,"NEW HEALTH FACILITIE",2010,100
4,1,115,1,670,2,2,16,"IMPROVED TRANSPORT",2011,100
4,1,115,1,670,2,3,14,"NEW ROADS",2012,100
4,1,115,1,670,2,4,11,"DEVELOPMENT PROJECT1",2012,100
4,1,117,2,560,1,1,9,"POWER OUTAGE",2012,100
4,1,117,2,560,1,2,6,"SHARP CHANGES IN PRI",2010,100
4,1,117,2,560,1,3,7,"MASSIVE JOB LAY OFFS",2011,60
4,1,117,2,560,1,4,5,"HUMAN EPIDEMIC DIESE",2010,20
4,1,117,2,560,2,1,14,"NEW ROADS",2010,100
4,1,117,2,560,2,2,16,"IMPROVED TRANSPORTAT",2011,100
4,1,117,2,560,2,3,15,"NEW SCHOOLS",2012,100
4,1,117,2,560,2,4,13,"NEW HEALTH FACILITY",2009,100
2,2,201,2,60,1,1,2,"FLOOD",2012,50
2,2,201,2,60,2,1,19,"PROVISION OF BOREHOL",2012,70
2,2,201,2,60,2,2,15,"BUILDING OF CLASSROO",2011,100
2,2,203,2,1224,1,1,5,"HUMAN EPIDEMIC DISEA",2013,5
2,2,203,2,1224,2,1,13,"NEW HEALTH FACILITY",2012,20
2,2,203,2,1224,2,2,15,"NEW SCHOOL",2012,30
2,2,205,2,712,2,1,15,"CONSTRUC. OF CLASS R",2012,100
2,2,205,2,712,2,2,17,"PROV. OF NEPA(PHCN)",2013,80
2,2,205,2,712,2,3,19,"BOREHOLE",2000,80
2,2,207,2,1302,1,1,1,"DROUGHT",2012,90
2,2,207,2,1302,2,1,15,"PROV OF SEC. SCHOOL",2000,100
2,2,207,2,1302,2,2,19,"PROV. OF BOREHOLE",1999,70
2,2,207,2,1302,2,3,19,"REHABILITATION OF RD",2013,100
2,2,209,2,1040,1,1,2,"FLOOD",2012,99
2,2,209,2,1040,1,2,10,"CRISIS",2012,70
2,2,209,2,1040,1,3,10,"LACK OD ROAD",2009,70
2,2,209,2,1040,2,1,17,"ON-GRID ELECTRICITY",2012,90
2,2,209,2,1040,2,2,15,"NEW SCHOOL",2010,80
2,2,209,2,1040,2,3,12,"NEW EMPLOYMENT",2012,50
2,2,210,2,1300,1,1,8,"SOCIAL SERVICES",2012,2
2,2,210,2,1300,1,2,6,"CHANGE IN PRICES",2011,10
2,2,210,2,1300,2,1,13,"NEW HEALTH FACILITY",2012,10
2,2,214,2,898,1,1,10,"CIVIL DISTURBANCE",2013,30
2,2,214,2,898,2,1,12,"NEW EMPLOYMENT",2013,20
2,2,216,2,200,1,1,2,"FLOOD",2012,98
2,2,218,2,1592,1,1,2,"FLOOD",2012,60
2,2,221,2,18,1,1,2,"FLOOD",2012,15
2,2,221,2,18,1,2,4,"LIVESTOCK DISEASE",2011,10
2,2,221,2,18,2,1,19,"RENOVATION OF HEALTH",2012,20
2,2,221,2,18,2,2,18,"OFF-GRID ELECTRICITY",2010,5
5,3,305,2,4,1,1,10,"DESTRUCTION BY WIND",2010,5
5,3,307,1,634,2,1,14,,2012,20
5,3,318,2,1136,2,1,14,"NEW-WEST ROAD",2012,50
5,3,331,1,2322,2,1,14,,2012,50
4,4,401,1,738,1,1,9,"POWER OUTAGE",2013,100
4,4,401,1,738,1,2,6,"SHARP PRICE CHANGES",2011,80
4,4,401,1,738,2,1,14,"NEW ROADS",2010,70
4,4,401,1,1460,1,1,3,"CROP DISEASE/PEST",2011,20
4,4,401,1,1460,1,2,9,"POWER OUTAGE",2013,100
4,4,401,2,2106,1,1,6,"SHARP PRICE CHANGES",2011,80
4,4,401,2,2106,1,2,2,"FLOOD",2012,50
4,4,401,2,2106,1,3,9,"POWER OUTAGE",2012,100
4,4,401,2,2106,2,1,11,"DEVELOPMENT PROJECTS",2006,100
4,4,401,2,2106,2,2,13,"NEW HEALTH FACILITY",2005,100
4,4,402,2,1080,1,1,3,"CROP DISEASE/PEST",2012,50
4,4,402,2,1080,1,2,6,"SHARP CHANGE IN PRIC",2012,93
4,4,402,2,1080,1,3,9,"POWER OUTAGE(S)",2011,97
4,4,402,2,1080,2,1,13,"NEW HEALTH FACILITY",2010,40
4,4,403,2,836,1,1,1,"DROUGHT",2012,98
4,4,403,2,836,1,2,2,"FLOOD",2012,100
4,4,403,2,836,1,3,6,"SHARP CHANGE IN PRIC",2012,100
4,4,403,2,836,1,4,9,"POWER OUTRAGE(S)",2010,100
4,4,403,2,836,2,1,14,"NEW ROAD",2009,30
4,4,403,2,836,2,2,16,"IMPROVED TRANSPORTAT",2009,30
4,4,405,2,484,1,1,3,"CROP DISEASES/PEST",2011,50
4,4,405,2,722,1,1,3,"PEST/CROP DISEASE",2010,60
4,4,405,2,722,2,1,11,"DEVELOPMENT PROJECT",2010,50
4,4,407,2,796,1,1,3,"CROP DISEASE/PEST",2011,60
4,4,407,2,796,1,2,6,"SHARP PRICES CHANGES",2011,80
4,4,410,1,3192,1,1,3,"CROP DISEASES/PESTS",2010,60
4,4,410,1,3414,1,1,3,"CROP DISEASE",2010,50
4,4,410,1,3414,2,1,11,"DEVELOPMENT PROJECTS",2010,20
4,4,410,2,4036,1,1,6,"SHARP CHANGE IN PRIC",2012,80
4,4,410,2,4036,1,2,9,"POWER  OUTAGE(S)",2009,91
4,4,410,2,4036,2,1,11,"NEW DEV. PROJECT",2008,40
4,4,410,2,4036,2,2,14,"NEW ROAD",2009,22
4,4,411,1,1486,1,1,6,"SHARP CHANGE IN PRIC",2012,75
4,4,411,1,1486,1,2,9,"POWER OUTAGE(S)",2011,83
4,4,411,1,1486,2,1,16,"IMPROVED TRANSPORTAT",2010,50
4,4,411,1,1486,2,2,14,"NEW ROAD",2011,20
4,4,412,2,1606,1,1,6,"SHARP CHANGE IN PRIC",2012,90
4,4,412,2,1606,1,2,3,"CROPN DISEASE",2012,20
4,4,412,2,1606,1,3,4,"LIVESTOCK DISEASE",2012,15
4,4,412,2,1606,1,4,5,"HUMAN EPIDEMIC DISEA",2010,5
4,4,412,2,1606,2,1,11,"DEVELOPMENT PROJECT",2012,90
4,4,412,2,1606,2,2,14,"NEW ROAD",2013,80
4,4,412,2,1606,2,3,16,"IMPROVED TRANSPORTAT",2013,50
4,4,412,2,1606,2,4,15,"NEW SCHOOL",2012,20
4,4,412,2,2592,1,1,6,"SHARP CHANGE IN PRIC",2012,95
4,4,412,2,2592,1,2,1,"DROUGHT",2012,10
4,4,412,2,2592,1,3,3,"CROP DISEASE/PEST",2012,11
4,4,412,2,2592,1,4,4,"LIVESTOCK DISEASE",2012,5
4,4,412,2,2592,2,1,15,"NEW SCHOOL",2010,50
4,4,413,2,1540,1,1,3,"CROP DISEASES/PEST",2010,70
4,4,414,1,2176,1,1,6,"SHARP CHANGE IN PRIC",2012,93
4,4,414,1,2176,1,2,9,"POWER OUTAGE(S)",2009,96
4,4,414,1,2176,1,3,7,"MASSIVE JOB LAY-OFF",2012,53
4,4,414,1,2176,2,1,16,"IMPROVED TRANSPORTAT",2011,47
4,4,414,1,2176,2,2,14,"NEW ROAD",2012,20
4,4,414,1,2176,2,3,11,"DEVELOPMENT PROJECT",2010,15
4,4,415,1,2108,1,1,6,"SHARP CHANGE IN PRIC",2012,80
4,4,415,1,2108,1,2,9,"POWER OUTAGE(S)",2011,88
4,4,415,1,2108,2,1,16,"IMPROVED TRANSPORTAT",2009,50
4,4,415,1,2108,2,2,19,"NEW DEV. OPPORTUNITY",2010,40
4,4,416,1,616,1,1,5,"HUMAN EPIDEMIC DISEA",2010,10
4,4,416,1,616,1,2,9,"POWER OUTAGE(S)",2012,95
4,4,416,1,616,1,3,6,"SHARP CHANGE IN PRIC",2013,97
4,4,416,1,616,1,4,7,"MASSIVE JOB LAY-OFF",2011,50
4,4,416,1,616,2,1,11,"DEVELOPMENT PROJECT",2012,40
4,4,416,1,616,2,2,13,"NEW HEALTH FACILITY",2011,20
4,4,416,1,616,2,3,16,"IMPROVED TRANSPORTAT",2012,50
4,4,417,1,678,1,1,6,"SHARP CHANGE IN PRIC",2011,80
4,4,417,1,678,1,2,8,"LOSS OF KEY SOC. SER",2012,20
4,4,417,1,678,1,3,5,"HUMAN EPIDEMIC DISEA",2012,10
4,4,417,1,678,1,4,2,"FLOOD",2012,5
4,4,417,1,678,2,1,11,"DEVELOPMENT PROJECT",2012,50
4,4,417,1,678,2,2,13,"NEW HEALTH FACILITY",2010,60
4,4,417,1,678,2,3,14,"NEW EOAD",2010,40
4,4,417,1,678,2,4,16,"IMPROVED TRANSPORTAT",2010,40
4,4,418,1,44,1,1,6,"SHARP CHANGE IN PRIC",2012,100
4,4,418,1,44,1,2,9,"POWER OUTRAGE(S)",2011,90
4,4,418,1,44,1,3,5,"HUMAN EPIDEMIC DISEA",2010,20
4,4,418,1,44,1,4,2,"FLOOD",2012,10
4,4,418,1,44,2,1,11,"DEVELOPMENT PROJECT",2012,50
4,4,418,1,44,2,2,14,"NEW ROAD",2012,50
4,4,418,1,44,2,3,13,"NEW HEALTH FACILITY",2011,40
4,4,418,1,44,2,4,16,"IMPROVED TRANSORTATI",2012,50
4,4,419,2,296,1,1,3,"CROP DISEASE/PEST",2010,80
4,4,421,1,800,1,1,3,"CROP DISEASES/PEST",2010,50
4,4,421,1,800,2,1,11,"DEVELOPMENT PROJECT",2010,80
2,5,501,2,60,1,1,9,"P0WE OUTAGE",2008,57
2,5,501,2,60,1,2,1,"DROUGHT",2008,70
2,5,501,2,60,1,3,2,"FLOOD",2012,70
2,5,501,2,60,2,1,12,"EMPLOYMENT OPPORTUNI",2009,10
2,5,501,2,60,2,2,16,"IMPROVE TRANSPORTATI",2008,70
2,5,501,2,60,2,3,13,"HEALTH FACILITY",2010,25
2,5,502,1,2194,1,1,9,"SHORTAGE POWERSUPPLY",2008,95
2,5,502,1,2194,1,2,5,"OUTBREAK OF CHOLERA",2010,25
2,5,502,1,2194,2,1,19,"UPGRAD HEALTHFACILIT",2011,50
2,5,502,1,2194,2,2,16,"IMPROVETRANSPORTATIO",2010,70
2,5,502,1,2194,2,3,11,"DEV.PROJECT BYW/BANK",2010,40
2,5,502,1,2194,2,4,15,"NEW SCH CONSTRUCTION",2009,60
2,5,502,2,3878,1,1,2,"FLOOD",2012,50
2,5,502,2,3878,1,2,3,"CROP DISEASE&PASTS",2010,70
2,5,502,2,3878,2,1,16,"IMMOVEMENT IMPROVEMT",2011,30
2,5,504,2,708,1,1,2,"FLOOD",2012,60
2,5,504,2,708,1,2,3,"CROP DISEASE/PEST",2012,70
2,5,504,2,708,1,3,5,"HUMAN EPIDEMIC DISEA",2010,20
2,5,504,2,708,2,1,15,"NEW SCHOOL",2011,100
2,5,504,2,708,2,2,14,"NEW ROAD",2011,40
2,5,504,2,708,2,3,13,"NEW HEALTH FACILITY",2012,90
2,5,506,2,830,1,1,1,"DRUGHT",2011,70
2,5,506,2,830,1,2,2,"FLOOD",2012,75
2,5,506,2,830,1,3,10,"WITHDRAWAL OF DEV.AR",2010,100
2,5,506,2,830,2,1,18,"OFF-GRID ELECTRICITY",2013,30
2,5,506,2,830,2,2,19,"HANDPUMP",2012,70
2,5,506,2,830,2,3,15,"NEW PRIMARY SCHOOL",2011,50
2,5,508,2,718,1,1,6,"SHARP CHANGEIN PRICE",2008,40
2,5,508,2,718,1,2,1,"DOUGHT",2008,50
2,5,508,2,718,1,3,2,"FLOOD",2012,70
2,5,508,2,718,2,1,13,"CONSTRUCTHEALTHCARE",2010,60
2,5,508,2,718,2,2,12,"EMPLOYMENT OF YOUTH",2009,12
2,5,508,2,718,2,3,15,"NEW SCHOOL STRUCTION",2008,45
2,5,508,2,718,2,4,16,"IMPROVE TRANSPORT",2009,65
2,5,508,2,984,1,1,4,"LIVESTOCK DISEASE",2008,30
2,5,508,2,984,1,2,6,"SHARP CHANGEINPRICE",2009,40
2,5,508,2,984,2,1,15,"NEW SCHOOL",2010,50
2,5,508,2,984,2,2,14,"NEW ROAD",2009,70
2,5,510,1,872,1,1,2,"FLOOD",2012,40
2,5,510,1,872,1,2,5,"HUMAN EPIDEMICS DISE",2011,70
2,5,510,1,872,1,3,3,"CROP DISEASE/ PEST",2012,30
2,5,510,1,872,2,1,15,"NEW SCHOOL",2011,70
2,5,510,1,872,2,2,13,"NEW HEALTH FACILITIE",2010,80
2,5,510,2,1516,1,1,2,"FLOOD",2012,60
2,5,510,2,1516,1,2,3,"CROP DISEASE/PESTS",2012,40
2,5,510,2,1516,1,3,4,"LIVESTOCK DISEASE",2012,35
2,5,513,2,348,1,1,2,"FLOOD",2012,70
2,5,513,2,348,1,2,4,"DEAD OF LIVESTOCK",2010,50
2,5,513,2,348,2,1,11,"NEW MOSQUE CONSTRUCT",2012,100
2,5,513,2,348,2,2,19,"UPGRADE OF HEADMAN",2012,70
2,5,514,2,710,1,1,2,"FLOOD",2012,80
2,5,514,2,710,1,2,3,"CROP DISEASE/PEST",2010,40
2,5,514,2,710,1,3,9,"POWER OUTAGE",,
2,5,514,1,2036,1,1,2,"FLOOD",2012,50
2,5,514,1,2036,1,2,9,"POWER OUTRAGE",2010,60
2,5,514,1,2036,1,3,7,"MASSWE JOB LAY OFFS",2012,30
2,5,514,1,2036,2,1,15,"NEW SCHOOL",2012,80
2,5,514,1,2036,2,2,14,"NEW ROAD",2007,40
2,5,514,1,2036,2,3,13,"NEW HEALTH FACILITIE",2012,90
2,5,515,2,18,1,1,2,"FLOOD",2012,80
2,5,515,2,18,1,2,4,"LIVESTOCK DISEASES",2010,40
2,5,515,2,18,1,3,5,"HUMAN EPIDEMIC DISEA",2011,20
2,5,516,2,942,1,1,2,"FLOOD",2012,80
2,5,516,2,942,1,2,3,"CROP DISEASE/PEST",2012,12
2,5,518,2,1304,1,1,4,"LIVESTOCK DISEASES",2010,50
2,5,518,2,1304,1,2,1,"DROUGHT",2008,50
2,5,518,2,1304,1,3,2,"FLOOD",2012,30
2,5,518,2,1304,1,4,8,"BREAKDOWN OFBOREHOLE",2010,70
2,5,518,2,1304,2,1,15,"BUILDINGOFTWOCLASSBK",2012,30
2,5,518,2,1304,2,2,11,"SOLAR BOREHOLE",2012,70
2,5,518,2,1304,2,3,14,"ROADCONSTTHGHCOMMWOK",2010,70
2,5,518,2,1588,1,1,2,"FLOOD",2012,40
2,5,520,2,1756,1,1,2,"FLOOD",2012,40
2,5,520,2,1756,1,2,4,"LIVESTOCK DISEASE",2012,60
2,5,520,2,1756,1,3,3,"CROP DISEASE/PEST",2012,80
2,5,520,2,1756,2,1,12,"NEW EMPLOYMENT OPPOR",2012,5
5,6,601,2,640,2,1,14,"NEW ROAD",2009,95
5,6,602,2,1356,1,1,2,"FLOOD",2012,100
5,6,602,2,1356,1,2,10,"LOSS(AGRIC YIELDS)",2012,100
5,6,605,2,162,1,1,2,"FLOOD",2012,100
5,6,605,2,162,1,2,10,"COLLAPSE OF BRIDGE",2012,100
5,6,605,2,162,2,1,13,"NEW HEALTH FACILITY",2012,100
5,6,605,2,162,2,2,15,"NEW PRIVATE SHOOL",2011,75
5,6,606,2,1372,1,1,10,"KIDNAPPING",2013,1
5,6,606,2,1372,1,2,2,"FLOOD",2012,40
5,6,606,2,1372,2,1,14,"SAG/EKE SENA ROAD",2012,90
5,6,606,2,1372,2,2,11,"ELECTRICITY EXTN",2013,70
5,6,606,2,1372,2,3,11,"STATE AGRIC PROJECT",2013,40
5,6,607,2,1892,1,1,9,"POWER OUTRAGE",2013,100
5,6,607,2,1892,2,1,15,"NEW SCHOOL",2012,80
5,6,607,2,1892,2,2,16,"IMPROVED TRANSPORT",2012,90
5,6,607,2,1892,2,3,19,"SELF EMPLOYMENT",2012,50
5,6,608,2,748,1,1,2,"FLOOD DESTRUCTION",2012,95
5,6,608,2,748,1,2,6,"FOODSTUFF PRICE INCR",2012,95
5,6,608,2,748,2,1,15,"NEW PRIVATE SCHOOL",2011,60
5,6,608,2,748,2,2,19,"YOUTH ENGAGEMENT",2011,30
5,6,608,1,3978,1,1,2,"RECENT FLOOD",2012,100
1,7,701,2,606,1,1,6,"CHANGE TRANSP FARE/F",2011,100
1,7,701,2,606,1,2,3,"CROP FAILURE",2012,70
1,7,701,2,606,1,3,2,"FLOOD",2012,90
1,7,701,2,606,2,1,14,"ROAD CONTRUCTION",2012,100
1,7,701,2,606,2,2,11,"CONST RUC OF BRIDGE",2011,100
1,7,702,2,632,1,1,10,"CUMMUNAL CLASH",2009,60
1,7,702,2,632,1,2,2,"FLOOD",2012,100
1,7,702,2,632,1,3,6,"INCREASE IN PRICE OF",2012,100
1,7,702,2,632,2,1,12,"YOUTH EMPLOYEMT",2012,30
1,7,705,2,4186,2,1,19,"WATER PROJECT",2012,100
1,7,707,2,560,1,1,2,"RAINS CAUSED FLOOD",2012,100
1,7,708,2,754,1,1,10,"RD TO COMM.IS WORST",2012,100
1,7,708,2,754,2,1,13,"EST.OF HEALTH CENTRE",2011,75
1,7,709,2,1226,2,1,13,"HEALTH CENTRE BUILT",2011,100
1,7,709,2,1226,2,2,19,"NEW BOLEHOLE",2011,100
1,7,710,2,2726,2,1,19,"PROVISION OF BOLEHOL",2012,100
1,7,710,2,2726,2,2,17,"PROVISION OF ELECTRI",2012,100
1,7,711,2,2532,2,1,13,"AVAILA. OF HEALTH FA",2012,100
1,7,713,2,304,1,1,2,"FLOOD",2012,98
1,7,713,2,304,2,1,11,"RURAL ELECTRIFICATIO",2012,100
1,7,715,1,294,1,1,6,"INCRESE IN PRIZE ITE",2012,100
1,7,715,1,294,1,2,9,"BREAK DOWN OF POWER",2009,60
1,7,715,1,294,2,1,12,"EMPLOYMENT FOR YOUTH",2012,40
1,7,715,2,780,1,1,6,"CHANGE IN PRIZE OF A",2012,100
1,7,715,2,780,1,2,3,"CROP FAILURE DUE INF",2010,60
1,7,715,2,780,2,1,12,"EMPLOYMENT FOR YOUTH",2012,50
1,7,717,2,1248,1,1,6,"HIGH TRANSPORT COST",2012,100
1,7,717,2,1248,1,2,3,"CROP FAILURE",2010,60
1,7,717,2,1248,2,1,12,"YOUTH EMPLOYMENT",2011,40
1,7,717,2,1248,2,2,14,"NEW ROAD CONSTRUCTIO",2012,98
1,7,718,2,1640,1,1,6,"INCREASE IN FUEL",2012,90
1,7,718,2,1640,1,2,10,"DEATH OF A PHILANTHR",2011,60
1,7,718,2,1640,2,1,12,"EMPLOYMENT FOR YOUTH",2012,50
1,7,718,2,1640,2,2,14,"ROAD CONTRUCTION",2010,80
1,7,719,1,1612,1,1,6,"INCREASE IN PRICE IT",2012,90
1,7,719,1,1612,1,2,9,"EPELEPTIC POWER SUPP",2010,100
1,7,719,1,1612,1,3,8,"POOR HEALTH SERVICES",2011,60
1,7,719,1,1612,2,1,12,"EMPLOYMENT FOR YOUTH",2012,40
1,7,719,1,1612,2,2,14,"TOWNSHIP ROAD CONTRU",2010,60
1,7,719,1,1612,2,3,15,"ESTABLISHMENT OF SCH",2011,70
1,7,722,2,234,2,1,19,"BOLEHOLE",2012,100
2,8,802,2,1152,1,1,2,"FLOOD",2012,60
2,8,802,2,1152,2,1,13,"NEW HEALTH FACILITY",2010,100
2,8,802,2,1152,2,2,14,"NEW ROAD",2009,100
2,8,802,2,1152,2,3,15,"NEW SCHOOL",2008,100
2,8,802,2,1152,2,4,19,"IMMINIZATION",2012,100
2,8,803,1,944,1,1,10,"RELIGIOUS CRISIS",2012,50
2,8,805,2,46,1,1,2,"FLOOD",2011,70
2,8,805,2,46,1,2,6,"SHARP CHANGES IN PRI",2012,100
2,8,805,2,46,2,1,14,"NEW ROAD",2011,100
2,8,807,2,946,1,1,10,"CONFLICT  B/W FULANU",2009,100
2,8,807,2,946,2,1,17,"ON GRID ELECTRICITY",2009,100
2,8,807,2,1438,1,1,6,"SHARP CHANGE IN PRIE",2012,100
2,8,807,2,1438,1,2,10,"BOKO HARAM ISSUES",2012,100
2,8,807,2,1438,2,1,13,"NEW HWALTHFACILITY",2011,100
2,8,807,2,2396,1,1,4,"LIVESTOCK DESEASE",2010,50
2,8,807,2,2396,1,2,6,"SHARPCHANGE ON PRICE",2011,100
2,8,807,2,2396,2,1,13,"NEW HEALTH FACILITY",2009,100
2,8,811,2,390,1,1,4,"LIVESTOCK DISEASE/P",2010,40
2,8,811,2,390,1,2,6,"SHARP CHANGE IN PRIC",2012,100
2,8,811,2,390,2,1,13,"NEW HEALTH FACILITY",2009,100
2,8,811,1,1558,1,1,2,"FLOOD",2010,40
2,8,811,1,1558,1,2,6,"SHARP CHANGE IN PRIC",2012,100
2,8,811,1,1558,2,1,14,"NEW ROAD",2009,100
2,8,812,2,866,1,1,2,"FLOOD DISASTER",2010,40
2,8,812,2,866,1,2,6,"SHARP CHANGES IN PRI",2012,100
2,8,812,2,866,1,3,4,"LIVESTOCK DISEASE",2012,20
2,8,812,2,866,1,4,10,"RILLING OF BORAHOLE",2009,90
2,8,812,2,866,2,1,13,"NEW HEALTH FACILITY",2011,100
2,8,812,2,866,2,2,14,"NEW ROAD",2012,90
2,8,812,2,866,2,3,15,"NEW SCHOOL",2012,100
2,8,813,2,2094,1,1,10,"RELIGIOUS CRISIS",2012,90
2,8,815,2,362,1,1,10,"BOKO HARAM",2012,50
2,8,815,2,362,2,1,14,"NEW ROAD CONSTRUCTED",2011,100
2,8,816,2,1270,1,1,10,"RELIGIOUS CRISIS",2012,20
2,8,817,1,2476,1,1,10,"BOKO HARAM INSURGENC",2012,80
2,8,820,2,1030,1,1,10,"BOKO HARAM INSURGENC",2012,100
2,8,821,1,5062,1,1,6,"SHARP CHANGEIN PRICE",2013,100
2,8,821,1,5062,2,1,11,"DEVELOPMENT PROJECT",2012,80
2,8,824,2,768,1,1,10,"RELIGIOUS CRISIS",2012,80
2,8,824,2,768,2,1,14,"NEW ROAD",2011,50
2,8,827,2,804,1,1,2,"FLOOD",2012,70
2,8,827,2,804,1,2,4,"LIVESTOCK DISEASE",2011,90
5,9,901,2,398,1,1,2,"FLOOD",2012,70
5,9,901,2,398,1,2,6,"SHARP CHANGE IN PRIC",2009,100
5,9,901,2,398,1,3,9,"POWER OUTAGE",2010,100
5,9,901,2,398,2,1,14,"NEW ROAD",2010,100
5,9,903,2,48,1,1,6,"SHARP CHANGE IN PRIC",2009,100
5,9,903,2,48,2,1,16,"IMPROVED TRANSPORTA",2009,100
5,9,903,2,48,2,2,17,"ON-GRID ELECTRICITY",2008,40
5,9,905,2,978,1,1,6,"SHARP CHANGE PRICES",2009,100
5,9,907,2,1446,1,1,10,"LAND SLIDE",2012,30
5,9,907,2,1446,1,2,10,"TONARDOES",2012,20
5,9,907,2,1446,1,3,3,"CROP DESEASES/PEST",2010,70
5,9,907,2,1446,2,1,11,"DEVELOPMENT PROJECT",2010,100
5,9,907,2,1446,2,2,11,"NEW MARKET",2013,100
5,9,908,1,278,1,1,6,"SHARP CHANGE IN PRIC",2008,100
5,9,908,1,278,2,1,11,"DEVELOPMENT PROJECT",2010,50
