"zone","state","lga","sector","ea","item_cd","c8q1","c8q2"
2,8,817,1,2476,31,1,800
2,8,817,1,2476,32,1,280
2,8,817,1,2476,33,1,300
2,8,817,1,2476,36,1,200
2,8,817,1,2476,50,1,280
2,8,817,1,2476,53,1,5
2,8,817,1,2476,70,1,250
2,8,817,1,2476,76,1,250
2,8,817,1,2476,80,1,500
2,8,817,1,2476,81,1,200
2,8,817,1,2476,82,1,10
2,8,817,1,2476,84,1,250
2,8,817,1,2476,86,1,250
2,8,817,1,2476,101,1,310
2,8,817,1,2476,102,1,10
2,8,817,1,2476,103,1,5
2,8,817,1,2476,105,1,270
2,8,817,1,2476,108,1,10
2,8,817,1,2476,120,1,1200
2,8,817,1,2476,125,1,850
2,8,817,1,2476,130,1,800
2,8,817,1,2476,131,1,800
2,8,817,1,2476,133,1,800
2,8,817,1,2476,140,1,500
2,8,817,1,2476,141,1,500
2,8,817,1,2476,142,1,700
2,8,817,1,2476,143,1,350
2,8,817,1,2476,152,1,120
2,8,817,1,2476,170,1,200
2,8,817,1,2476,171,1,250
2,8,817,1,2476,172,1,150
2,8,817,1,2476,174,1,200
2,8,817,1,2476,175,1,300
2,8,817,1,2476,201,1,10
2,8,817,1,2476,202,2,120
2,8,817,1,2476,611,1,350
2,8,817,1,2476,951,1,200
2,8,817,1,2476,2031,1,120
2,8,817,1,2476,2032,1,60
2,8,817,1,2476,2033,1,70
2,8,820,2,1030,1,1,120
2,8,820,2,1030,2,1,100
2,8,820,2,1030,76,1,320
2,8,820,2,1030,102,1,20
2,8,820,2,1030,105,1,250
2,8,820,2,1030,120,1,800
2,8,820,2,1030,130,1,600
2,8,820,2,1030,143,1,300
2,8,820,2,1030,611,1,320
2,8,821,1,5062,1,1,200
2,8,821,1,5062,2,1,200
2,8,821,1,5062,3,1,200
2,8,821,1,5062,4,1,220
2,8,821,1,5062,5,1,450
2,8,821,1,5062,7,1,550
2,8,821,1,5062,8,1,200
2,8,821,1,5062,9,1,20
2,8,821,1,5062,10,1,10
2,8,821,1,5062,11,1,100
2,8,821,1,5062,20,1,100
2,8,821,1,5062,22,1,200
2,8,821,1,5062,23,1,120
2,8,821,1,5062,31,1,200
2,8,821,1,5062,32,1,300
2,8,821,1,5062,33,1,300
2,8,821,1,5062,36,1,50
2,8,821,1,5062,37,1,100
2,8,821,1,5062,50,1,400
2,8,821,1,5062,52,1,20
2,8,821,1,5062,53,1,10
2,8,821,1,5062,54,1,100
2,8,821,1,5062,55,1,20
2,8,821,1,5062,60,1,300
2,8,821,1,5062,62,1,100
2,8,821,1,5062,65,1,150
2,8,821,1,5062,70,1,250
2,8,821,1,5062,76,1,250
2,8,821,1,5062,80,1,200
2,8,821,1,5062,81,1,100
2,8,821,1,5062,82,1,20
2,8,821,1,5062,84,1,150
2,8,821,1,5062,87,1,120
2,8,821,1,5062,88,1,120
2,8,821,1,5062,90,1,120
2,8,821,1,5062,91,1,120
2,8,821,1,5062,101,1,100
2,8,821,1,5062,102,1,20
2,8,821,1,5062,103,1,10
2,8,821,1,5062,104,1,100
2,8,821,1,5062,105,1,200
2,8,821,1,5062,107,1,150
2,8,821,1,5062,111,1,40
2,8,821,1,5062,120,1,1000
2,8,821,1,5062,121,1,1200
2,8,821,1,5062,125,1,750
2,8,821,1,5062,126,1,20
2,8,821,1,5062,130,1,700
2,8,821,1,5062,131,1,800
2,8,821,1,5062,133,1,800
2,8,821,1,5062,142,1,750
2,8,821,1,5062,143,1,500
2,8,821,1,5062,150,1,150
2,8,821,1,5062,170,1,200
2,8,821,1,5062,171,1,200
2,8,821,1,5062,172,1,200
2,8,821,1,5062,174,1,200
2,8,821,1,5062,184,1,10
2,8,821,1,5062,201,1,5
2,8,821,1,5062,202,1,100
2,8,821,1,5062,204,1,50
2,8,821,1,5062,611,1,150
2,8,821,1,5062,612,1,400
2,8,821,1,5062,951,1,100
2,8,821,1,5062,1061,1,100
2,8,821,1,5062,1062,1,50
2,8,821,1,5062,1511,1,750
2,8,821,1,5062,1513,1,120
2,8,821,1,5062,1551,1,50
2,8,821,1,5062,1601,1,30
2,8,821,1,5062,1611,1,750
2,8,821,1,5062,1621,1,10
2,8,821,1,5062,1622,1,80
2,8,821,1,5062,1801,1,20
2,8,821,1,5062,1911,1,10
2,8,821,1,5062,1912,1,70
2,8,821,1,5062,2001,1,20
2,8,821,1,5062,2002,1,150
2,8,821,1,5062,2031,1,50
2,8,821,1,5062,2032,1,80
2,8,821,1,5062,2033,1,120
2,8,823,2,548,2,1,180
2,8,823,2,548,3,1,200
2,8,823,2,548,5,1,300
2,8,823,2,548,30,1,20
2,8,823,2,548,36,1,100
2,8,823,2,548,50,1,250
2,8,823,2,548,76,1,350
2,8,823,2,548,102,1,10
2,8,823,2,548,105,1,200
2,8,823,2,548,120,1,900
2,8,823,2,548,130,1,500
2,8,823,2,548,131,1,500
2,8,823,2,548,133,1,500
2,8,823,2,548,150,1,150
2,8,824,2,768,2,1,150
2,8,824,2,768,3,1,170
2,8,824,2,768,5,1,350
2,8,824,2,768,7,1,470
2,8,824,2,768,8,1,120
2,8,824,2,768,9,1,10
2,8,824,2,768,10,1,10
2,8,824,2,768,11,1,200
2,8,824,2,768,31,1,700
2,8,824,2,768,32,1,300
2,8,824,2,768,33,1,300
2,8,824,2,768,36,1,100
2,8,824,2,768,50,1,250
2,8,824,2,768,52,1,10
2,8,824,2,768,53,1,10
2,8,824,2,768,60,1,400
2,8,824,2,768,62,1,300
2,8,824,2,768,70,1,250
2,8,824,2,768,76,1,250
2,8,824,2,768,81,1,160
2,8,824,2,768,82,1,10
2,8,824,2,768,84,1,200
2,8,824,2,768,86,1,260
2,8,824,2,768,101,1,300
2,8,824,2,768,102,1,10
2,8,824,2,768,103,1,10
2,8,824,2,768,105,1,330
2,8,824,2,768,108,1,15
2,8,824,2,768,111,1,120
2,8,824,2,768,120,1,100
2,8,824,2,768,125,1,800
2,8,824,2,768,131,1,700
2,8,824,2,768,133,1,700
2,8,824,2,768,140,1,700
2,8,824,2,768,142,1,900
2,8,824,2,768,170,1,150
2,8,824,2,768,172,1,150
2,8,824,2,768,201,1,10
2,8,824,2,768,611,1,350
2,8,824,2,768,904,1,50
2,8,824,2,768,906,1,280
2,8,824,2,768,951,1,200
2,8,824,2,768,1511,1,900
2,8,824,2,768,1531,1,120
2,8,824,2,768,1551,1,100
2,8,824,2,768,1601,1,30
2,8,824,2,768,1611,1,10
2,8,824,2,768,1612,1,130
2,8,824,2,768,1613,1,950
2,8,824,2,768,1801,1,50
2,8,824,2,768,1901,1,20
2,8,824,2,768,1911,1,20
2,8,824,2,768,2001,1,80
2,8,824,2,768,2031,1,60
2,8,824,2,768,2032,1,80
2,8,824,2,768,9001,1,160
2,8,824,2,768,9011,1,250
2,8,824,2,768,9012,1,350
2,8,826,2,926,1,1,150
2,8,826,2,926,2,1,180
2,8,826,2,926,3,1,200
2,8,826,2,926,50,1,300
2,8,826,2,926,53,1,5
2,8,826,2,926,60,1,350
2,8,826,2,926,76,1,280
2,8,826,2,926,102,1,30
2,8,826,2,926,103,1,10
2,8,826,2,926,105,1,270
2,8,826,2,926,120,1,700
2,8,826,2,926,130,1,650
2,8,826,2,926,131,1,650
2,8,826,2,926,133,1,650
2,8,826,2,926,150,1,280
2,8,826,2,926,611,1,380
2,8,827,2,804,1,1,100
2,8,827,2,804,3,1,100
2,8,827,2,804,4,1,100
2,8,827,2,804,5,1,300
2,8,827,2,804,7,1,350
2,8,827,2,804,8,1,550
2,8,827,2,804,9,1,20
2,8,827,2,804,10,1,10
2,8,827,2,804,22,1,400
2,8,827,2,804,23,1,200
2,8,827,2,804,30,1,50
2,8,827,2,804,31,1,250
2,8,827,2,804,32,1,350
2,8,827,2,804,33,1,350
2,8,827,2,804,36,1,50
2,8,827,2,804,50,1,250
2,8,827,2,804,51,1,80
2,8,827,2,804,52,1,10
2,8,827,2,804,53,1,10
2,8,827,2,804,54,1,100
2,8,827,2,804,60,1,300
2,8,827,2,804,62,1,50
2,8,827,2,804,63,1,100
2,8,827,2,804,70,1,250
2,8,827,2,804,76,1,250
2,8,827,2,804,80,1,100
2,8,827,2,804,82,1,10
2,8,827,2,804,83,1,10
2,8,827,2,804,84,1,80
2,8,827,2,804,90,1,120
2,8,827,2,804,91,1,120
2,8,827,2,804,101,1,50
2,8,827,2,804,102,1,20
2,8,827,2,804,103,1,10
2,8,827,2,804,104,1,50
2,8,827,2,804,105,1,150
2,8,827,2,804,111,1,40
2,8,827,2,804,120,1,700
2,8,827,2,804,121,1,400
2,8,827,2,804,125,1,800
2,8,827,2,804,126,1,20
2,8,827,2,804,130,1,800
2,8,827,2,804,131,1,700
2,8,827,2,804,133,1,700
2,8,827,2,804,142,1,700
2,8,827,2,804,143,1,500
2,8,827,2,804,150,1,50
2,8,827,2,804,172,1,150
2,8,827,2,804,174,1,200
2,8,827,2,804,201,1,10
2,8,827,2,804,202,1,100
2,8,827,2,804,204,1,50
2,8,827,2,804,611,1,300
2,8,827,2,804,612,1,300
2,8,827,2,804,1061,1,50
2,8,827,2,804,1062,1,100
2,8,827,2,804,1511,1,680
2,8,827,2,804,1512,1,800
2,8,827,2,804,1531,1,600
2,8,827,2,804,1532,1,800
2,8,827,2,804,1551,1,60
2,8,827,2,804,1601,1,30
2,8,827,2,804,1602,1,230
2,8,827,2,804,1621,1,10
2,8,827,2,804,1622,1,80
2,8,827,2,804,1801,1,20
2,8,827,2,804,1901,1,10
2,8,827,2,804,1902,1,70
2,8,827,2,804,1911,1,10
2,8,827,2,804,1912,1,70
2,8,827,2,804,2031,1,60
2,8,827,2,804,2032,1,80
2,8,827,2,804,2033,1,120
5,9,901,2,398,3,1,150
5,9,901,2,398,5,1,145
5,9,901,2,398,7,1,181
5,9,901,2,398,8,1,150
5,9,901,2,398,9,1,10
5,9,901,2,398,10,1,10
5,9,901,2,398,30,1,50
5,9,901,2,398,31,1,100
5,9,901,2,398,33,1,100
5,9,901,2,398,35,1,100
5,9,901,2,398,36,1,100
5,9,901,2,398,38,1,40
5,9,901,2,398,50,1,266
5,9,901,2,398,52,1,10
5,9,901,2,398,53,1,10
5,9,901,2,398,54,1,200
5,9,901,2,398,62,1,400
5,9,901,2,398,65,1,100
5,9,901,2,398,70,1,200
5,9,901,2,398,76,1,300
5,9,901,2,398,80,1,300
5,9,901,2,398,82,1,10
5,9,901,2,398,83,1,10
5,9,901,2,398,84,1,50
5,9,901,2,398,85,1,50
5,9,901,2,398,86,1,100
5,9,901,2,398,101,1,400
5,9,901,2,398,102,1,20
5,9,901,2,398,103,1,20
5,9,901,2,398,104,1,300
5,9,901,2,398,108,1,50
5,9,901,2,398,111,1,40
5,9,901,2,398,120,1,1200
5,9,901,2,398,121,1,1000
5,9,901,2,398,125,1,750
5,9,901,2,398,126,1,50
5,9,901,2,398,130,1,700
5,9,901,2,398,132,1,500
5,9,901,2,398,133,1,800
5,9,901,2,398,134,1,800
5,9,901,2,398,140,1,700
5,9,901,2,398,141,1,600
5,9,901,2,398,142,1,650
5,9,901,2,398,143,1,800
5,9,901,2,398,144,1,700
5,9,901,2,398,145,1,200
5,9,901,2,398,170,1,150
5,9,901,2,398,171,1,150
5,9,901,2,398,174,1,150
5,9,901,2,398,182,1,600
5,9,901,2,398,201,1,10
5,9,901,2,398,202,1,120
5,9,901,2,398,611,1,250
5,9,901,2,398,612,1,150
5,9,901,2,398,903,1,50
5,9,901,2,398,905,1,400
5,9,901,2,398,906,1,650
5,9,901,2,398,951,1,190
5,9,901,2,398,1061,1,500
5,9,901,2,398,1062,1,1500
5,9,901,2,398,1512,1,700
5,9,901,2,398,1531,1,80
5,9,901,2,398,1532,1,120
5,9,901,2,398,1601,1,20
5,9,901,2,398,1612,1,650
5,9,901,2,398,1621,1,10
5,9,901,2,398,1622,1,180
5,9,901,2,398,1801,1,10
5,9,901,2,398,1802,1,220
5,9,901,2,398,1911,1,10
5,9,901,2,398,1912,1,100
5,9,901,2,398,1921,1,50
5,9,901,2,398,1922,1,200
5,9,901,2,398,1931,1,80
5,9,901,2,398,1932,1,50
5,9,901,2,398,2001,1,50
5,9,901,2,398,2002,1,100
5,9,901,2,398,2003,1,150
5,9,901,2,398,2031,1,70
5,9,901,2,398,2033,1,120
5,9,901,2,398,9001,1,200
5,9,901,2,398,9002,1,250
5,9,901,2,398,9004,1,150
5,9,901,2,398,9011,1,200
5,9,901,2,398,9014,1,200
5,9,903,2,48,3,1,177
5,9,903,2,48,5,1,145
5,9,903,2,48,7,1,181
5,9,903,2,48,8,1,120
5,9,903,2,48,9,1,10
5,9,903,2,48,10,1,10
5,9,903,2,48,30,1,100
5,9,903,2,48,31,1,200
5,9,903,2,48,32,1,120
5,9,903,2,48,33,1,120
5,9,903,2,48,34,1,100
5,9,903,2,48,35,1,100
5,9,903,2,48,38,1,100
5,9,903,2,48,50,1,267
5,9,903,2,48,52,1,20
5,9,903,2,48,53,1,10
5,9,903,2,48,54,1,200
5,9,903,2,48,62,1,500
5,9,903,2,48,63,1,100
5,9,903,2,48,65,1,100
5,9,903,2,48,70,1,200
5,9,903,2,48,76,1,300
5,9,903,2,48,80,1,500
5,9,903,2,48,81,1,500
5,9,903,2,48,82,1,10
5,9,903,2,48,84,1,150
5,9,903,2,48,85,1,50
5,9,903,2,48,86,1,200
5,9,903,2,48,101,1,500
5,9,903,2,48,102,1,20
5,9,903,2,48,104,1,500
5,9,903,2,48,108,1,50
5,9,903,2,48,111,1,40
5,9,903,2,48,120,1,1500
5,9,903,2,48,123,1,700
5,9,903,2,48,125,1,750
5,9,903,2,48,126,1,50
5,9,903,2,48,130,1,600
5,9,903,2,48,132,1,600
5,9,903,2,48,140,1,700
5,9,903,2,48,141,1,600
5,9,903,2,48,142,1,650
5,9,903,2,48,143,1,800
5,9,903,2,48,145,1,200
5,9,903,2,48,170,1,200
5,9,903,2,48,171,1,200
5,9,903,2,48,174,1,200
5,9,903,2,48,201,1,10
5,9,903,2,48,202,1,120
5,9,903,2,48,611,1,222
5,9,903,2,48,903,1,50
5,9,903,2,48,905,1,400
5,9,903,2,48,906,1,600
5,9,903,2,48,951,1,190
5,9,903,2,48,1061,1,500
5,9,903,2,48,1062,1,1500
5,9,903,2,48,1511,1,700
5,9,903,2,48,1531,1,120
5,9,903,2,48,1601,1,20
5,9,903,2,48,1602,1,350
5,9,903,2,48,1612,1,650
5,9,903,2,48,1621,1,10
5,9,903,2,48,1622,1,150
5,9,903,2,48,1801,1,10
5,9,903,2,48,1802,1,220
5,9,903,2,48,1911,1,10
5,9,903,2,48,1912,1,100
5,9,903,2,48,1922,1,200
5,9,903,2,48,1931,1,120
5,9,903,2,48,1932,1,70
5,9,903,2,48,2001,1,50
5,9,903,2,48,2002,1,100
5,9,903,2,48,2003,1,150
5,9,903,2,48,2031,1,70
5,9,903,2,48,2033,1,120
5,9,903,2,48,9002,1,200
5,9,903,2,48,9004,1,150
5,9,903,2,48,9011,1,200
5,9,903,2,48,9012,1,250
5,9,903,2,48,9014,1,200
5,9,905,2,978,3,1,150
5,9,905,2,978,5,1,167
5,9,905,2,978,7,1,181
5,9,905,2,978,8,1,120
5,9,905,2,978,9,1,10
5,9,905,2,978,10,1,10
5,9,905,2,978,30,1,50
5,9,905,2,978,31,1,100
5,9,905,2,978,32,1,100
5,9,905,2,978,33,1,100
5,9,905,2,978,35,1,100
5,9,905,2,978,36,1,50
5,9,905,2,978,38,1,100
5,9,905,2,978,50,1,300
5,9,905,2,978,52,1,20
5,9,905,2,978,53,1,10
5,9,905,2,978,54,1,200
5,9,905,2,978,55,1,200
5,9,905,2,978,60,1,150
5,9,905,2,978,62,1,300
5,9,905,2,978,70,1,250
5,9,905,2,978,76,1,300
5,9,905,2,978,80,1,300
5,9,905,2,978,82,1,5
5,9,905,2,978,83,1,5
5,9,905,2,978,84,1,50
5,9,905,2,978,85,1,20
5,9,905,2,978,86,1,50
5,9,905,2,978,101,1,400
5,9,905,2,978,102,1,10
5,9,905,2,978,103,1,20
5,9,905,2,978,104,1,400
5,9,905,2,978,105,1,500
5,9,905,2,978,108,1,20
5,9,905,2,978,111,1,40
5,9,905,2,978,120,1,1200
5,9,905,2,978,121,1,1000
5,9,905,2,978,125,1,750
5,9,905,2,978,126,1,50
5,9,905,2,978,130,1,500
5,9,905,2,978,131,1,500
5,9,905,2,978,132,1,500
5,9,905,2,978,133,1,600
5,9,905,2,978,134,1,600
5,9,905,2,978,141,1,500
5,9,905,2,978,142,1,500
5,9,905,2,978,143,1,650
5,9,905,2,978,144,1,600
5,9,905,2,978,150,1,100
5,9,905,2,978,170,1,150
5,9,905,2,978,171,1,150
5,9,905,2,978,174,1,150
5,9,905,2,978,182,1,500
5,9,905,2,978,201,1,10
5,9,905,2,978,202,1,120
5,9,905,2,978,611,1,200
5,9,905,2,978,612,1,150
5,9,905,2,978,903,1,100
5,9,905,2,978,905,1,200
5,9,905,2,978,906,1,650
5,9,905,2,978,951,1,190
5,9,905,2,978,952,1,3000
5,9,905,2,978,1061,1,500
5,9,905,2,978,1062,1,1000
5,9,905,2,978,1512,1,750
5,9,905,2,978,1531,1,80
5,9,905,2,978,1532,1,120
5,9,905,2,978,1601,1,20
5,9,905,2,978,1611,1,450
5,9,905,2,978,1612,1,700
5,9,905,2,978,1801,1,10
5,9,905,2,978,1802,1,220
5,9,905,2,978,1911,1,10
5,9,905,2,978,1912,1,100
5,9,905,2,978,1922,1,200
5,9,905,2,978,1931,1,60
5,9,905,2,978,1932,1,40
5,9,905,2,978,2001,1,50
5,9,905,2,978,2002,1,100
5,9,905,2,978,2003,1,150
5,9,905,2,978,2031,1,70
5,9,905,2,978,2033,1,120
5,9,905,2,978,9002,1,200
5,9,905,2,978,9004,1,150
5,9,905,2,978,9011,1,200
5,9,905,2,978,9012,1,250
5,9,905,2,978,9014,1,200
5,9,907,2,1446,3,1,100
5,9,907,2,1446,5,1,167
5,9,907,2,1446,7,1,181
5,9,907,2,1446,8,1,80
5,9,907,2,1446,9,1,10
5,9,907,2,1446,10,1,10
5,9,907,2,1446,30,1,50
5,9,907,2,1446,31,1,100
5,9,907,2,1446,32,1,100
5,9,907,2,1446,33,1,100
5,9,907,2,1446,35,1,100
5,9,907,2,1446,38,1,100
5,9,907,2,1446,50,1,300
5,9,907,2,1446,51,1,20
5,9,907,2,1446,53,1,10
5,9,907,2,1446,54,1,200
5,9,907,2,1446,55,1,200
5,9,907,2,1446,62,1,300
5,9,907,2,1446,65,1,100
5,9,907,2,1446,70,1,250
5,9,907,2,1446,76,1,300
5,9,907,2,1446,80,1,200
5,9,907,2,1446,82,1,10
5,9,907,2,1446,83,1,10
5,9,907,2,1446,84,1,50
5,9,907,2,1446,85,1,20
5,9,907,2,1446,86,1,100
5,9,907,2,1446,101,1,500
5,9,907,2,1446,102,1,20
5,9,907,2,1446,103,1,50
5,9,907,2,1446,104,1,500
5,9,907,2,1446,105,1,500
5,9,907,2,1446,111,1,40
5,9,907,2,1446,120,1,1200
5,9,907,2,1446,121,1,1000
5,9,907,2,1446,125,1,750
5,9,907,2,1446,126,1,50
5,9,907,2,1446,130,1,600
5,9,907,2,1446,132,1,600
5,9,907,2,1446,133,1,700
5,9,907,2,1446,134,1,700
5,9,907,2,1446,141,1,400
5,9,907,2,1446,142,1,400
5,9,907,2,1446,143,1,500
5,9,907,2,1446,144,1,400
5,9,907,2,1446,145,1,200
5,9,907,2,1446,170,1,150
5,9,907,2,1446,171,1,150
5,9,907,2,1446,174,1,150
5,9,907,2,1446,182,1,500
5,9,907,2,1446,201,1,10
5,9,907,2,1446,202,1,120
5,9,907,2,1446,611,1,300
5,9,907,2,1446,612,1,200
5,9,907,2,1446,903,1,40
5,9,907,2,1446,905,1,300
5,9,907,2,1446,906,1,650
5,9,907,2,1446,951,1,200
5,9,907,2,1446,1061,1,500
5,9,907,2,1446,1062,1,1200
5,9,907,2,1446,1512,1,150
5,9,907,2,1446,1531,1,80
5,9,907,2,1446,1532,1,120
5,9,907,2,1446,1601,1,20
5,9,907,2,1446,1612,1,750
5,9,907,2,1446,1621,1,10
5,9,907,2,1446,1622,1,200
5,9,907,2,1446,1801,1,10
5,9,907,2,1446,1802,1,230
5,9,907,2,1446,1911,1,10
5,9,907,2,1446,1912,1,50
5,9,907,2,1446,1922,1,0
5,9,907,2,1446,1931,1,100
5,9,907,2,1446,1932,1,60
5,9,907,2,1446,2001,1,50
5,9,907,2,1446,2002,1,100
5,9,907,2,1446,2031,1,70
5,9,907,2,1446,2033,1,120
5,9,907,2,1446,9002,1,200
5,9,907,2,1446,9004,1,150
5,9,907,2,1446,9011,1,200
5,9,907,2,1446,9012,1,250
5,9,908,1,278,5,1,145
5,9,908,1,278,7,1,181
5,9,908,1,278,8,1,200
5,9,908,1,278,9,1,10
5,9,908,1,278,10,1,10
5,9,908,1,278,31,1,250
5,9,908,1,278,32,1,100
5,9,908,1,278,33,1,100
5,9,908,1,278,34,1,100
5,9,908,1,278,35,1,100
5,9,908,1,278,38,1,100
5,9,908,1,278,50,1,266
5,9,908,1,278,53,1,10
5,9,908,1,278,54,1,200
5,9,908,1,278,62,1,500
5,9,908,1,278,63,1,100
5,9,908,1,278,65,1,100
5,9,908,1,278,70,1,200
5,9,908,1,278,76,1,300
5,9,908,1,278,80,1,500
5,9,908,1,278,81,1,300
5,9,908,1,278,82,1,20
5,9,908,1,278,83,1,20
5,9,908,1,278,84,1,200
5,9,908,1,278,85,1,50
5,9,908,1,278,86,1,200
5,9,908,1,278,101,1,500
5,9,908,1,278,102,1,20
5,9,908,1,278,103,1,50
5,9,908,1,278,104,1,300
5,9,908,1,278,108,1,50
5,9,908,1,278,109,1,50
5,9,908,1,278,111,1,40
5,9,908,1,278,120,1,150
5,9,908,1,278,125,1,750
5,9,908,1,278,126,1,100
5,9,908,1,278,130,1,550
5,9,908,1,278,132,1,500
5,9,908,1,278,133,1,600
5,9,908,1,278,140,1,700
5,9,908,1,278,141,1,500
5,9,908,1,278,142,1,700
5,9,908,1,278,143,1,800
5,9,908,1,278,145,1,200
5,9,908,1,278,146,1,1000
5,9,908,1,278,152,1,750
5,9,908,1,278,154,1,150
5,9,908,1,278,170,1,250
5,9,908,1,278,171,1,300
5,9,908,1,278,174,1,300
5,9,908,1,278,182,1,800
5,9,908,1,278,201,1,10
5,9,908,1,278,202,1,120
5,9,908,1,278,204,1,50
5,9,908,1,278,611,1,250
5,9,908,1,278,903,1,50
5,9,908,1,278,905,1,400
5,9,908,1,278,906,1,600
5,9,908,1,278,951,1,190
5,9,908,1,278,1512,1,700
5,9,908,1,278,1513,1,2800
5,9,908,1,278,1531,1,80
5,9,908,1,278,1532,1,120
5,9,908,1,278,1551,1,150
5,9,908,1,278,1552,1,120
5,9,908,1,278,1601,1,20
5,9,908,1,278,1602,1,350
5,9,908,1,278,1612,1,650
5,9,908,1,278,1621,1,10
5,9,908,1,278,1622,1,200
5,9,908,1,278,1801,1,10
5,9,908,1,278,1802,1,220
5,9,908,1,278,1901,1,50
5,9,908,1,278,1911,1,10
5,9,908,1,278,1912,1,100
5,9,908,1,278,1922,1,200
5,9,908,1,278,1931,1,150
5,9,908,1,278,1932,1,70
5,9,908,1,278,2001,1,50
5,9,908,1,278,2002,1,100
5,9,908,1,278,2003,1,150
5,9,908,1,278,2031,1,60
5,9,908,1,278,2032,1,80
5,9,908,1,278,2033,1,120
5,9,908,1,278,9002,1,200
5,9,908,1,278,9011,1,200
5,9,908,1,278,9012,1,250
5,9,908,1,278,9013,1,350
5,9,908,1,278,9014,1,250
5,9,910,2,200,3,1,100
5,9,910,2,200,5,1,127
5,9,910,2,200,7,1,181
5,9,910,2,200,8,1,70
5,9,910,2,200,9,1,10
5,9,910,2,200,10,1,10
5,9,910,2,200,30,1,50
5,9,910,2,200,31,1,100
5,9,910,2,200,32,1,83
5,9,910,2,200,33,1,83
5,9,910,2,200,34,1,50
5,9,910,2,200,35,1,100
5,9,910,2,200,38,1,100
5,9,910,2,200,50,1,250
5,9,910,2,200,52,1,20
5,9,910,2,200,53,1,10
5,9,910,2,200,54,1,200
5,9,910,2,200,55,1,250
5,9,910,2,200,62,1,200
5,9,910,2,200,65,1,100
5,9,910,2,200,70,1,200
5,9,910,2,200,76,1,300
5,9,910,2,200,80,1,200
5,9,910,2,200,82,1,10
5,9,910,2,200,83,1,10
5,9,910,2,200,84,1,50
5,9,910,2,200,85,1,20
5,9,910,2,200,86,1,100
5,9,910,2,200,101,1,500
5,9,910,2,200,102,1,20
5,9,910,2,200,103,1,20
5,9,910,2,200,104,1,350
5,9,910,2,200,105,1,450
5,9,910,2,200,108,1,20
5,9,910,2,200,111,1,40
5,9,910,2,200,120,1,1200
5,9,910,2,200,121,1,1000
5,9,910,2,200,125,1,750
5,9,910,2,200,126,1,50
5,9,910,2,200,130,1,600
5,9,910,2,200,132,1,600
5,9,910,2,200,133,1,700
5,9,910,2,200,134,1,600
5,9,910,2,200,140,1,700
5,9,910,2,200,141,1,550
5,9,910,2,200,142,1,600
5,9,910,2,200,143,1,750
5,9,910,2,200,144,1,650
5,9,910,2,200,146,1,200
5,9,910,2,200,170,1,150
5,9,910,2,200,171,1,150
5,9,910,2,200,174,1,150
5,9,910,2,200,182,1,500
5,9,910,2,200,201,1,10
5,9,910,2,200,202,1,120
5,9,910,2,200,611,1,250
5,9,910,2,200,612,1,200
5,9,910,2,200,903,1,50
5,9,910,2,200,905,1,400
5,9,910,2,200,906,1,650
5,9,910,2,200,951,1,190
5,9,910,2,200,1061,1,500
5,9,910,2,200,1062,1,1000
5,9,910,2,200,1512,1,750
5,9,910,2,200,1531,1,80
5,9,910,2,200,1532,1,120
5,9,910,2,200,1601,1,20
5,9,910,2,200,1612,1,700
5,9,910,2,200,1621,1,10
5,9,910,2,200,1622,1,200
5,9,910,2,200,1801,1,10
5,9,910,2,200,1802,1,230
5,9,910,2,200,1911,1,10
5,9,910,2,200,1912,1,50
5,9,910,2,200,1931,1,80
5,9,910,2,200,1932,1,50
5,9,910,2,200,2001,1,50
5,9,910,2,200,2002,1,100
5,9,910,2,200,2003,1,150
5,9,910,2,200,2031,1,70
5,9,910,2,200,2033,1,120
5,9,910,2,200,9002,1,200
5,9,910,2,200,9004,1,120
5,9,910,2,200,9011,1,200
5,9,910,2,200,9012,1,250
5,9,910,2,200,9014,1,200
5,9,912,2,102,1,1,120
5,9,912,2,102,3,1,100
5,9,912,2,102,5,1,166
5,9,912,2,102,8,1,70
5,9,912,2,102,9,1,10
5,9,912,2,102,10,1,10
5,9,912,2,102,30,1,50
5,9,912,2,102,31,1,100
5,9,912,2,102,32,1,100
5,9,912,2,102,33,1,100
5,9,912,2,102,34,1,50
5,9,912,2,102,36,1,100
5,9,912,2,102,38,1,50
5,9,912,2,102,50,1,300
5,9,912,2,102,52,1,20
5,9,912,2,102,53,1,10
5,9,912,2,102,54,1,200
5,9,912,2,102,55,1,200
5,9,912,2,102,60,1,150
5,9,912,2,102,62,1,250
5,9,912,2,102,65,1,100
5,9,912,2,102,70,1,300
5,9,912,2,102,76,1,300
5,9,912,2,102,80,1,200
5,9,912,2,102,82,1,5
5,9,912,2,102,83,1,5
5,9,912,2,102,84,1,50
5,9,912,2,102,85,1,20
5,9,912,2,102,86,1,50
5,9,912,2,102,101,1,350
5,9,912,2,102,102,1,10
5,9,912,2,102,103,1,20
5,9,912,2,102,104,1,300
5,9,912,2,102,105,1,350
5,9,912,2,102,111,1,4
5,9,912,2,102,120,1,1000
5,9,912,2,102,121,1,800
5,9,912,2,102,125,1,750
5,9,912,2,102,126,1,30
5,9,912,2,102,130,1,500
5,9,912,2,102,131,1,600
5,9,912,2,102,132,1,500
5,9,912,2,102,133,1,600
5,9,912,2,102,134,1,650
5,9,912,2,102,141,1,500
