"zone","state","lga","sector","ea","item_cd","sc8q1","sc8q2"
4,16,1609,2,738,9004,1,100
4,16,1609,2,738,9011,1,100
4,16,1609,2,738,9013,1,200
4,16,1609,2,738,9014,1,120
4,16,1610,2,1006,3,1,600
4,16,1610,2,1006,4,1,700
4,16,1610,2,1006,7,1,8500
4,16,1610,2,1006,8,1,120
4,16,1610,2,1006,9,1,20
4,16,1610,2,1006,10,1,10
4,16,1610,2,1006,30,1,700
4,16,1610,2,1006,31,1,450
4,16,1610,2,1006,32,1,450
4,16,1610,2,1006,33,1,500
4,16,1610,2,1006,34,1,200
4,16,1610,2,1006,35,1,700
4,16,1610,2,1006,38,1,350
4,16,1610,2,1006,52,1,20
4,16,1610,2,1006,53,1,10
4,16,1610,2,1006,54,1,450
4,16,1610,2,1006,61,1,550
4,16,1610,2,1006,62,1,650
4,16,1610,2,1006,63,1,700
4,16,1610,2,1006,65,1,800
4,16,1610,2,1006,70,1,200
4,16,1610,2,1006,72,1,300
4,16,1610,2,1006,73,1,350
4,16,1610,2,1006,76,1,280
4,16,1610,2,1006,78,1,300
4,16,1610,2,1006,80,1,750
4,16,1610,2,1006,81,1,180
4,16,1610,2,1006,82,1,30
4,16,1610,2,1006,84,1,180
4,16,1610,2,1006,85,1,50
4,16,1610,2,1006,86,1,200
4,16,1610,2,1006,87,1,220
4,16,1610,2,1006,88,1,200
4,16,1610,2,1006,90,1,220
4,16,1610,2,1006,91,1,180
4,16,1610,2,1006,101,1,120
4,16,1610,2,1006,102,1,200
4,16,1610,2,1006,103,1,100
4,16,1610,2,1006,104,1,200
4,16,1610,2,1006,106,1,150
4,16,1610,2,1006,111,1,35
4,16,1610,2,1006,125,1,650
4,16,1610,2,1006,126,1,40
4,16,1610,2,1006,130,1,400
4,16,1610,2,1006,131,1,500
4,16,1610,2,1006,133,1,550
4,16,1610,2,1006,136,1,200
4,16,1610,2,1006,141,1,250
4,16,1610,2,1006,142,1,230
4,16,1610,2,1006,143,1,200
4,16,1610,2,1006,144,1,150
4,16,1610,2,1006,145,1,850
4,16,1610,2,1006,147,1,150
4,16,1610,2,1006,152,1,600
4,16,1610,2,1006,170,1,150
4,16,1610,2,1006,171,1,200
4,16,1610,2,1006,174,1,160
4,16,1610,2,1006,175,1,200
4,16,1610,2,1006,182,1,850
4,16,1610,2,1006,201,1,10
4,16,1610,2,1006,202,1,120
4,16,1610,2,1006,903,1,100
4,16,1610,2,1006,906,1,400
4,16,1610,2,1006,951,1,170
4,16,1610,2,1006,952,1,200
4,16,1610,2,1006,1511,1,150
4,16,1610,2,1006,1512,1,350
4,16,1610,2,1006,1513,1,1650
4,16,1610,2,1006,1531,1,600
4,16,1610,2,1006,1532,1,1200
4,16,1610,2,1006,1533,1,250
4,16,1610,2,1006,1551,1,50
4,16,1610,2,1006,1552,1,80
4,16,1610,2,1006,1553,1,130
4,16,1610,2,1006,1601,1,25
4,16,1610,2,1006,1602,1,250
4,16,1610,2,1006,1611,1,60
4,16,1610,2,1006,1612,1,70
4,16,1610,2,1006,1613,1,80
4,16,1610,2,1006,1621,1,20
4,16,1610,2,1006,1622,1,200
4,16,1610,2,1006,1801,1,10
4,16,1610,2,1006,1802,1,200
4,16,1610,2,1006,1901,1,20
4,16,1610,2,1006,1902,1,50
4,16,1610,2,1006,2001,1,70
4,16,1610,2,1006,2002,1,90
4,16,1610,2,1006,2003,1,120
4,16,1610,2,1006,2031,1,60
4,16,1610,2,1006,2032,1,60
4,16,1610,2,1006,2033,1,100
4,16,1610,2,1006,9003,1,180
4,16,1610,2,1006,9004,1,150
4,16,1610,2,1006,9011,1,150
4,16,1610,2,1006,9013,1,200
4,16,1610,2,1006,9014,1,150
4,16,1612,2,108,1,2,
4,16,1612,2,108,2,2,0
4,16,1612,2,108,3,2,0
4,16,1612,2,108,4,2,0
4,16,1612,2,108,5,1,100
4,16,1612,2,108,7,1,150
4,16,1612,2,108,8,1,100
4,16,1612,2,108,9,1,10
4,16,1612,2,108,10,1,10
4,16,1612,2,108,11,2,0
4,16,1612,2,108,20,2,0
4,16,1612,2,108,21,2,0
4,16,1612,2,108,22,2,0
4,16,1612,2,108,23,2,0
4,16,1612,2,108,24,2,0
4,16,1612,2,108,30,1,100
4,16,1612,2,108,31,1,150
4,16,1612,2,108,32,1,100
4,16,1612,2,108,33,1,100
4,16,1612,2,108,34,1,50
4,16,1612,2,108,35,1,150
4,16,1612,2,108,36,2,0
4,16,1612,2,108,37,2,0
4,16,1612,2,108,38,1,20
4,16,1612,2,108,50,2,0
4,16,1612,2,108,51,2,0
4,16,1612,2,108,52,1,50
4,16,1612,2,108,53,1,10
4,16,1612,2,108,54,2,0
4,16,1612,2,108,55,2,0
4,16,1612,2,108,60,2,0
4,16,1612,2,108,61,1,20
4,16,1612,2,108,62,1,10
4,16,1612,2,108,63,2,0
4,16,1612,2,108,64,2,0
4,16,1612,2,108,65,1,80
4,16,1612,2,108,70,1,250
4,16,1612,2,108,71,2,0
4,16,1612,2,108,72,2,0
4,16,1612,2,108,73,1,180
4,16,1612,2,108,74,2,0
4,16,1612,2,108,75,2,0
4,16,1612,2,108,76,1,300
4,16,1612,2,108,78,1,200
4,16,1612,2,108,80,1,500
4,16,1612,2,108,81,2,0
4,16,1612,2,108,82,2,0
4,16,1612,2,108,83,1,10
4,16,1612,2,108,84,1,80
4,16,1612,2,108,85,1,30
4,16,1612,2,108,86,1,150
4,16,1612,2,108,87,1,280
4,16,1612,2,108,88,1,380
4,16,1612,2,108,90,2,0
4,16,1612,2,108,91,2,0
4,16,1612,2,108,101,1,200
4,16,1612,2,108,102,1,50
4,16,1612,2,108,103,1,100
4,16,1612,2,108,104,1,200
4,16,1612,2,108,105,2,0
4,16,1612,2,108,106,1,200
4,16,1612,2,108,107,2,0
4,16,1612,2,108,108,2,0
4,16,1612,2,108,109,2,0
4,16,1612,2,108,111,1,30
4,16,1612,2,108,120,2,0
4,16,1612,2,108,121,2,0
4,16,1612,2,108,122,2,0
4,16,1612,2,108,123,2,0
4,16,1612,2,108,125,1,700
4,16,1612,2,108,126,1,50
4,16,1612,2,108,130,1,600
4,16,1612,2,108,131,2,0
4,16,1612,2,108,132,2,0
4,16,1612,2,108,133,2,0
4,16,1612,2,108,134,2,0
4,16,1612,2,108,136,2,0
4,16,1612,2,108,140,2,0
4,16,1612,2,108,141,1,450
4,16,1612,2,108,142,1,500
4,16,1612,2,108,143,1,550
4,16,1612,2,108,144,2,0
4,16,1612,2,108,145,1,300
4,16,1612,2,108,146,2,0
4,16,1612,2,108,147,2,0
4,16,1612,2,108,150,2,0
4,16,1612,2,108,152,1,700
4,16,1612,2,108,154,2,0
4,16,1612,2,108,170,1,150
4,16,1612,2,108,171,1,200
4,16,1612,2,108,172,2,0
4,16,1612,2,108,173,2,0
4,16,1612,2,108,174,1,200
4,16,1612,2,108,175,2,0
4,16,1612,2,108,181,2,0
4,16,1612,2,108,182,2,0
4,16,1612,2,108,183,2,0
4,16,1612,2,108,184,2,0
4,16,1612,2,108,201,1,10
4,16,1612,2,108,202,1,150
4,16,1612,2,108,204,2,0
4,16,1612,2,108,903,1,80
4,16,1612,2,108,904,2,0
4,16,1612,2,108,905,2,0
4,16,1612,2,108,906,2,0
4,16,1612,2,108,951,1,200
4,16,1612,2,108,952,2,
4,16,1612,2,108,1511,1,600
4,16,1612,2,108,1512,1,850
4,16,1612,2,108,1513,2,0
4,16,1612,2,108,1531,1,60
4,16,1612,2,108,1532,1,100
4,16,1612,2,108,1533,2,0
4,16,1612,2,108,1551,1,100
4,16,1612,2,108,1552,2,0
4,16,1612,2,108,1553,2,0
4,16,1612,2,108,1601,1,10
4,16,1612,2,108,1602,1,250
4,16,1612,2,108,1611,1,600
4,16,1612,2,108,1612,1,1000
4,16,1612,2,108,1613,2,0
4,16,1612,2,108,1621,1,20
4,16,1612,2,108,1622,1,200
4,16,1612,2,108,1801,1,10
4,16,1612,2,108,1802,1,220
4,16,1612,2,108,1901,1,10
4,16,1612,2,108,1902,1,70
4,16,1612,2,108,2001,1,70
4,16,1612,2,108,2002,1,120
4,16,1612,2,108,2003,2,0
4,16,1612,2,108,2031,1,50
4,16,1612,2,108,2032,1,50
4,16,1612,2,108,2033,1,100
4,16,1612,2,108,9001,1,200
4,16,1612,2,108,9002,2,0
4,16,1612,2,108,9003,1,150
4,16,1612,2,108,9004,1,180
4,16,1612,2,108,9011,1,200
4,16,1612,2,108,9012,2,0
4,16,1612,2,108,9013,2,0
4,16,1612,2,108,9014,2,0
4,16,1612,2,414,3,1,380
4,16,1612,2,414,4,1,400
4,16,1612,2,414,7,1,7800
4,16,1612,2,414,8,1,120
4,16,1612,2,414,9,1,10
4,16,1612,2,414,10,1,10
4,16,1612,2,414,30,1,560
4,16,1612,2,414,31,1,380
4,16,1612,2,414,32,1,450
4,16,1612,2,414,33,1,500
4,16,1612,2,414,34,1,50
4,16,1612,2,414,35,1,630
4,16,1612,2,414,38,1,420
4,16,1612,2,414,52,1,20
4,16,1612,2,414,53,1,10
4,16,1612,2,414,61,1,430
4,16,1612,2,414,63,1,520
4,16,1612,2,414,65,1,60
4,16,1612,2,414,70,1,170
4,16,1612,2,414,73,1,150
4,16,1612,2,414,76,1,200
4,16,1612,2,414,78,1,180
4,16,1612,2,414,80,1,650
4,16,1612,2,414,82,1,20
4,16,1612,2,414,83,1,80
4,16,1612,2,414,84,1,70
4,16,1612,2,414,86,1,80
4,16,1612,2,414,101,1,100
4,16,1612,2,414,102,1,40
4,16,1612,2,414,103,1,50
4,16,1612,2,414,104,1,100
4,16,1612,2,414,106,1,70
4,16,1612,2,414,111,1,30
4,16,1612,2,414,126,1,40
4,16,1612,2,414,130,1,500
4,16,1612,2,414,131,1,580
4,16,1612,2,414,133,1,600
4,16,1612,2,414,141,1,180
4,16,1612,2,414,142,1,200
4,16,1612,2,414,143,1,220
4,16,1612,2,414,145,1,750
4,16,1612,2,414,152,1,480
4,16,1612,2,414,170,1,150
4,16,1612,2,414,171,1,180
4,16,1612,2,414,174,1,180
4,16,1612,2,414,175,1,200
4,16,1612,2,414,201,1,10
4,16,1612,2,414,903,1,70
4,16,1612,2,414,906,1,380
4,16,1612,2,414,951,1,180
4,16,1612,2,414,952,1,200
4,16,1612,2,414,1511,1,450
4,16,1612,2,414,1512,1,580
4,16,1612,2,414,1531,1,60
4,16,1612,2,414,1532,1,100
4,16,1612,2,414,1611,1,430
4,16,1612,2,414,1612,1,480
4,16,1612,2,414,1802,1,200
4,16,1612,2,414,1902,1,30
4,16,1612,2,414,2001,1,50
4,16,1612,2,414,2002,1,70
4,16,1612,2,414,2031,1,60
4,16,1612,2,414,9002,1,180
4,16,1612,2,414,9011,1,200
4,16,1613,2,440,1,2,
4,16,1613,2,440,2,2,
4,16,1613,2,440,3,2,
4,16,1613,2,440,4,2,
4,16,1613,2,440,5,2,
4,16,1613,2,440,7,1,120
4,16,1613,2,440,8,1,40
4,16,1613,2,440,9,2,
4,16,1613,2,440,10,1,10
4,16,1613,2,440,11,2,
4,16,1613,2,440,20,2,
4,16,1613,2,440,21,2,
4,16,1613,2,440,22,2,
4,16,1613,2,440,23,2,
4,16,1613,2,440,24,2,
4,16,1613,2,440,30,1,100
4,16,1613,2,440,31,1,150
4,16,1613,2,440,32,1,100
4,16,1613,2,440,33,1,100
4,16,1613,2,440,34,1,100
4,16,1613,2,440,35,1,200
4,16,1613,2,440,36,2,
4,16,1613,2,440,37,2,
4,16,1613,2,440,38,1,100
4,16,1613,2,440,50,2,
4,16,1613,2,440,51,2,
4,16,1613,2,440,52,1,20
4,16,1613,2,440,53,1,10
4,16,1613,2,440,54,2,
4,16,1613,2,440,55,2,
4,16,1613,2,440,60,2,
4,16,1613,2,440,61,1,500
4,16,1613,2,440,62,1,300
4,16,1613,2,440,63,1,200
4,16,1613,2,440,64,2,
4,16,1613,2,440,65,1,60
4,16,1613,2,440,70,1,260
4,16,1613,2,440,71,2,
4,16,1613,2,440,72,2,
4,16,1613,2,440,73,2,
4,16,1613,2,440,74,2,
4,16,1613,2,440,75,2,
4,16,1613,2,440,76,1,350
4,16,1613,2,440,78,2,
4,16,1613,2,440,80,1,800
4,16,1613,2,440,81,2,
4,16,1613,2,440,82,2,
4,16,1613,2,440,83,2,
4,16,1613,2,440,84,2,
4,16,1613,2,440,85,2,
4,16,1613,2,440,86,1,280
4,16,1613,2,440,87,2,
4,16,1613,2,440,88,1,280
4,16,1613,2,440,90,2,
4,16,1613,2,440,91,2,
4,16,1613,2,440,101,1,400
4,16,1613,2,440,102,1,80
4,16,1613,2,440,103,1,50
4,16,1613,2,440,104,1,500
4,16,1613,2,440,105,2,
4,16,1613,2,440,106,1,400
4,16,1613,2,440,107,2,
4,16,1613,2,440,108,2,
4,16,1613,2,440,109,2,
4,16,1613,2,440,111,1,30
4,16,1613,2,440,120,1,800
4,16,1613,2,440,121,2,
4,16,1613,2,440,122,2,
4,16,1613,2,440,123,2,
4,16,1613,2,440,125,2,
4,16,1613,2,440,126,2,
4,16,1613,2,440,130,1,600
4,16,1613,2,440,131,1,800
4,16,1613,2,440,132,2,
4,16,1613,2,440,133,1,700
4,16,1613,2,440,134,2,
4,16,1613,2,440,136,2,
4,16,1613,2,440,140,2,
4,16,1613,2,440,141,1,500
4,16,1613,2,440,142,1,600
4,16,1613,2,440,143,1,700
4,16,1613,2,440,144,2,
4,16,1613,2,440,145,1,400
4,16,1613,2,440,146,2,
4,16,1613,2,440,147,2,
4,16,1613,2,440,150,2,
4,16,1613,2,440,152,1,550
4,16,1613,2,440,154,1,120
4,16,1613,2,440,170,1,100
4,16,1613,2,440,171,1,150
4,16,1613,2,440,172,2,
4,16,1613,2,440,173,2,
4,16,1613,2,440,174,1,150
4,16,1613,2,440,175,2,
4,16,1613,2,440,181,2,
4,16,1613,2,440,182,1,1800
4,16,1613,2,440,183,2,
4,16,1613,2,440,184,2,
4,16,1613,2,440,201,1,5
4,16,1613,2,440,202,1,120
4,16,1613,2,440,204,2,
4,16,1613,2,440,903,1,70
4,16,1613,2,440,904,2,
4,16,1613,2,440,905,2,
4,16,1613,2,440,906,1,300
4,16,1613,2,440,951,1,250
4,16,1613,2,440,952,2,
4,16,1613,2,440,1511,1,500
4,16,1613,2,440,1512,1,800
4,16,1613,2,440,1513,2,
4,16,1613,2,440,1531,1,550
4,16,1613,2,440,1532,1,700
4,16,1613,2,440,1533,2,
4,16,1613,2,440,1551,1,120
4,16,1613,2,440,1552,1,180
4,16,1613,2,440,1553,2,
4,16,1613,2,440,1601,2,
4,16,1613,2,440,1602,2,
4,16,1613,2,440,1611,1,480
4,16,1613,2,440,1612,1,600
4,16,1613,2,440,1613,2,
4,16,1613,2,440,1621,1,10
4,16,1613,2,440,1622,1,120
4,16,1613,2,440,1801,1,10
4,16,1613,2,440,1802,1,220
4,16,1613,2,440,1901,1,10
4,16,1613,2,440,1902,1,80
4,16,1613,2,440,2001,1,70
4,16,1613,2,440,2002,1,100
4,16,1613,2,440,2003,1,180
4,16,1613,2,440,2031,1,50
4,16,1613,2,440,2032,1,50
4,16,1613,2,440,2033,1,100
4,16,1613,2,440,9001,1,180
4,16,1613,2,440,9002,2,
4,16,1613,2,440,9003,2,
4,16,1613,2,440,9004,1,120
4,16,1613,2,440,9011,1,200
4,16,1613,2,440,9012,2,
4,16,1613,2,440,9013,2,
4,16,1613,2,440,9014,2,
4,16,1616,2,296,1,2,
4,16,1616,2,296,2,2,
4,16,1616,2,296,3,2,
4,16,1616,2,296,4,2,
4,16,1616,2,296,5,1,100
4,16,1616,2,296,7,1,160
4,16,1616,2,296,8,1,100
4,16,1616,2,296,9,1,20
4,16,1616,2,296,10,1,10
4,16,1616,2,296,11,2,
4,16,1616,2,296,20,2,
4,16,1616,2,296,21,2,
4,16,1616,2,296,22,2,
4,16,1616,2,296,23,2,
4,16,1616,2,296,24,2,
4,16,1616,2,296,30,1,200
4,16,1616,2,296,31,1,150
4,16,1616,2,296,32,1,150
4,16,1616,2,296,33,1,150
4,16,1616,2,296,34,1,50
4,16,1616,2,296,35,1,200
4,16,1616,2,296,36,2,
4,16,1616,2,296,37,2,
4,16,1616,2,296,38,1,100
4,16,1616,2,296,50,2,
4,16,1616,2,296,51,2,
4,16,1616,2,296,52,1,20
4,16,1616,2,296,53,1,10
4,16,1616,2,296,54,2,
4,16,1616,2,296,55,2,
4,16,1616,2,296,60,2,
4,16,1616,2,296,61,1,300
4,16,1616,2,296,62,1,400
4,16,1616,2,296,63,2,
4,16,1616,2,296,64,2,
4,16,1616,2,296,65,1,60
4,16,1616,2,296,70,1,250
4,16,1616,2,296,71,2,
4,16,1616,2,296,73,1,200
4,16,1616,2,296,74,2,
4,16,1616,2,296,75,2,
4,16,1616,2,296,76,1,400
4,16,1616,2,296,78,1,250
4,16,1616,2,296,80,1,900
4,16,1616,2,296,81,2,
4,16,1616,2,296,82,2,
4,16,1616,2,296,83,2,
4,16,1616,2,296,84,1,100
4,16,1616,2,296,85,2,
4,16,1616,2,296,86,1,200
4,16,1616,2,296,87,2,
4,16,1616,2,296,88,1,200
4,16,1616,2,296,90,2,
4,16,1616,2,296,91,2,
4,16,1616,2,296,101,1,400
4,16,1616,2,296,102,1,50
4,16,1616,2,296,103,1,100
4,16,1616,2,296,104,1,300
4,16,1616,2,296,105,2,
4,16,1616,2,296,106,1,300
4,16,1616,2,296,107,2,
4,16,1616,2,296,108,2,
4,16,1616,2,296,109,2,
4,16,1616,2,296,111,1,40
4,16,1616,2,296,120,2,
4,16,1616,2,296,121,2,
4,16,1616,2,296,122,2,
4,16,1616,2,296,123,2,
4,16,1616,2,296,125,1,725
4,16,1616,2,296,126,1,40
4,16,1616,2,296,130,2,650
4,16,1616,2,296,131,2,
4,16,1616,2,296,132,2,
4,16,1616,2,296,133,2,
4,16,1616,2,296,134,2,
4,16,1616,2,296,136,2,
4,16,1616,2,296,140,2,
4,16,1616,2,296,141,1,400
4,16,1616,2,296,142,1,500
4,16,1616,2,296,143,1,600
4,16,1616,2,296,144,2,
4,16,1616,2,296,145,2,
4,16,1616,2,296,146,2,
4,16,1616,2,296,147,2,
4,16,1616,2,296,150,2,
4,16,1616,2,296,152,1,850
4,16,1616,2,296,154,2,
4,16,1616,2,296,170,1,150
4,16,1616,2,296,171,1,150
4,16,1616,2,296,172,2,
4,16,1616,2,296,173,2,
4,16,1616,2,296,174,1,150
4,16,1616,2,296,175,2,
4,16,1616,2,296,181,2,
4,16,1616,2,296,182,2,
4,16,1616,2,296,183,2,
4,16,1616,2,296,184,2,
4,16,1616,2,296,201,1,10
4,16,1616,2,296,202,1,200
4,16,1616,2,296,204,2,
4,16,1616,2,296,903,1,70
4,16,1616,2,296,904,2,
4,16,1616,2,296,905,2,
4,16,1616,2,296,906,2,
4,16,1616,2,296,951,1,200
4,16,1616,2,296,952,1,170
4,16,1616,2,296,1511,1,750
4,16,1616,2,296,1512,1,1500
4,16,1616,2,296,1513,1,2050
4,16,1616,2,296,1531,1,850
4,16,1616,2,296,1532,1,1650
4,16,1616,2,296,1533,1,2200
4,16,1616,2,296,1551,2,
4,16,1616,2,296,1552,2,
4,16,1616,2,296,1553,2,
4,16,1616,2,296,1601,2,
4,16,1616,2,296,1602,2,
4,16,1616,2,296,1611,1,700
4,16,1616,2,296,1612,1,1200
4,16,1616,2,296,1613,1,1800
4,16,1616,2,296,1621,1,20
4,16,1616,2,296,1622,1,200
4,16,1616,2,296,1801,1,50
4,16,1616,2,296,1802,1,200
4,16,1616,2,296,1901,1,20
4,16,1616,2,296,1902,1,60
4,16,1616,2,296,2001,1,70
4,16,1616,2,296,2002,1,100
4,16,1616,2,296,2003,1,180
4,16,1616,2,296,2031,1,50
4,16,1616,2,296,2032,1,50
4,16,1616,2,296,2033,1,100
4,16,1616,2,296,9001,1,100
4,16,1616,2,296,9002,1,180
4,16,1616,2,296,9003,1,250
4,16,1616,2,296,9004,1,150
4,16,1616,2,296,9011,1,180
4,16,1616,2,296,9012,1,250
4,16,1616,2,296,9013,1,300
4,16,1616,2,296,9014,1,120
4,16,1618,2,1060,1,2,
4,16,1618,2,1060,2,2,
4,16,1618,2,1060,3,2,
4,16,1618,2,1060,4,2,
4,16,1618,2,1060,5,1,130
4,16,1618,2,1060,7,1,150
4,16,1618,2,1060,8,1,100
4,16,1618,2,1060,9,2,
4,16,1618,2,1060,10,2,
4,16,1618,2,1060,11,2,
4,16,1618,2,1060,20,2,
4,16,1618,2,1060,21,2,
4,16,1618,2,1060,22,2,
4,16,1618,2,1060,23,2,
4,16,1618,2,1060,24,2,
4,16,1618,2,1060,30,1,300
4,16,1618,2,1060,31,1,100
4,16,1618,2,1060,32,1,100
4,16,1618,2,1060,33,1,100
4,16,1618,2,1060,34,1,100
4,16,1618,2,1060,35,1,200
4,16,1618,2,1060,36,2,
4,16,1618,2,1060,37,2,
4,16,1618,2,1060,38,2,
4,16,1618,2,1060,50,2,
4,16,1618,2,1060,51,2,
4,16,1618,2,1060,52,2,
4,16,1618,2,1060,53,1,10
4,16,1618,2,1060,54,2,
4,16,1618,2,1060,55,2,
4,16,1618,2,1060,60,2,
4,16,1618,2,1060,61,1,280
4,16,1618,2,1060,62,1,250
4,16,1618,2,1060,63,2,
4,16,1618,2,1060,64,2,
4,16,1618,2,1060,65,1,50
4,16,1618,2,1060,70,1,320
4,16,1618,2,1060,71,2,
4,16,1618,2,1060,72,2,
4,16,1618,2,1060,73,2,
4,16,1618,2,1060,74,2,
4,16,1618,2,1060,75,2,
4,16,1618,2,1060,76,1,450
4,16,1618,2,1060,78,2,
4,16,1618,2,1060,80,1,1300
4,16,1618,2,1060,81,2,
4,16,1618,2,1060,82,2,
4,16,1618,2,1060,83,2,
4,16,1618,2,1060,84,1,80
4,16,1618,2,1060,85,1,20
4,16,1618,2,1060,86,1,250
4,16,1618,2,1060,87,2,
4,16,1618,2,1060,88,2,
4,16,1618,2,1060,90,2,
4,16,1618,2,1060,91,2,
4,16,1618,2,1060,101,1,300
4,16,1618,2,1060,102,1,500
4,16,1618,2,1060,103,1,200
4,16,1618,2,1060,104,1,250
4,16,1618,2,1060,105,2,
4,16,1618,2,1060,106,1,300
4,16,1618,2,1060,107,2,
4,16,1618,2,1060,108,2,
4,16,1618,2,1060,109,2,
4,16,1618,2,1060,111,1,30
4,16,1618,2,1060,120,2,
4,16,1618,2,1060,121,2,
4,16,1618,2,1060,122,2,
4,16,1618,2,1060,123,2,
4,16,1618,2,1060,125,1,625
4,16,1618,2,1060,126,2,
4,16,1618,2,1060,130,1,800
4,16,1618,2,1060,131,2,
4,16,1618,2,1060,132,2,
4,16,1618,2,1060,133,1,850
4,16,1618,2,1060,134,2,
4,16,1618,2,1060,136,2,
4,16,1618,2,1060,140,2,
4,16,1618,2,1060,141,1,450
4,16,1618,2,1060,142,1,500
4,16,1618,2,1060,143,1,600
4,16,1618,2,1060,144,2,
4,16,1618,2,1060,145,1,350
4,16,1618,2,1060,146,2,
4,16,1618,2,1060,147,2,
4,16,1618,2,1060,150,2,
4,16,1618,2,1060,152,1,450
4,16,1618,2,1060,154,2,
4,16,1618,2,1060,170,1,200
4,16,1618,2,1060,171,1,200
4,16,1618,2,1060,172,2,
4,16,1618,2,1060,173,2,
4,16,1618,2,1060,174,1,200
4,16,1618,2,1060,175,2,
4,16,1618,2,1060,181,2,
4,16,1618,2,1060,182,2,
4,16,1618,2,1060,183,2,
4,16,1618,2,1060,184,2,
4,16,1618,2,1060,201,1,10
4,16,1618,2,1060,202,1,240
4,16,1618,2,1060,204,2,
4,16,1618,2,1060,903,1,70
4,16,1618,2,1060,904,2,
4,16,1618,2,1060,905,2,
4,16,1618,2,1060,906,1,250
4,16,1618,2,1060,951,1,200
4,16,1618,2,1060,952,1,300
4,16,1618,2,1060,1511,1,700
4,16,1618,2,1060,1512,1,1200
4,16,1618,2,1060,1513,2,
4,16,1618,2,1060,1531,1,450
4,16,1618,2,1060,1532,1,700
4,16,1618,2,1060,1533,2,
4,16,1618,2,1060,1551,2,
4,16,1618,2,1060,1552,2,
4,16,1618,2,1060,1553,2,
4,16,1618,2,1060,1601,1,10
4,16,1618,2,1060,1602,1,280
4,16,1618,2,1060,1611,1,480
4,16,1618,2,1060,1612,1,650
4,16,1618,2,1060,1613,1,1800
4,16,1618,2,1060,1621,1,10
4,16,1618,2,1060,1622,2,
4,16,1618,2,1060,1801,1,10
4,16,1618,2,1060,1802,1,220
4,16,1618,2,1060,1901,,
4,16,1618,2,1060,1902,,
4,16,1618,2,1060,2001,,
4,16,1618,2,1060,2002,,
4,16,1618,2,1060,2003,,
4,16,1618,2,1060,2031,1,60
4,16,1618,2,1060,2032,1,60
4,16,1618,2,1060,2033,1,100
4,16,1618,2,1060,9001,1,100
4,16,1618,2,1060,9002,1,200
4,16,1618,2,1060,9003,2,
4,16,1618,2,1060,9004,1,100
4,16,1618,2,1060,9011,1,200
4,16,1618,2,1060,9012,1,300
4,16,1618,2,1060,9013,1,400
4,16,1618,2,1060,9014,1,150
4,16,1620,2,106,1,2,0
4,16,1620,2,106,2,2,0
4,16,1620,2,106,3,2,0
4,16,1620,2,106,4,2,0
4,16,1620,2,106,5,1,125
4,16,1620,2,106,7,1,160
4,16,1620,2,106,8,1,100
4,16,1620,2,106,9,2,0
4,16,1620,2,106,10,1,10
4,16,1620,2,106,11,2,0
4,16,1620,2,106,20,2,
4,16,1620,2,106,21,2,
4,16,1620,2,106,22,2,
4,16,1620,2,106,23,2,
4,16,1620,2,106,24,2,
4,16,1620,2,106,30,1,300
4,16,1620,2,106,31,1,150
4,16,1620,2,106,32,1,100
4,16,1620,2,106,33,1,100
4,16,1620,2,106,34,1,50
4,16,1620,2,106,35,1,400
4,16,1620,2,106,36,2,0
4,16,1620,2,106,37,2,0
4,16,1620,2,106,38,1,120
4,16,1620,2,106,50,2,0
4,16,1620,2,106,51,2,0
4,16,1620,2,106,52,1,20
4,16,1620,2,106,53,1,10
4,16,1620,2,106,54,2,0
4,16,1620,2,106,55,2,0
4,16,1620,2,106,60,2,0
4,16,1620,2,106,61,1,200
4,16,1620,2,106,62,1,500
4,16,1620,2,106,63,2,0
4,16,1620,2,106,64,1,400
4,16,1620,2,106,65,2,0
4,16,1620,2,106,70,1,250
4,16,1620,2,106,71,2,0
4,16,1620,2,106,72,2,0
4,16,1620,2,106,73,2,0
4,16,1620,2,106,74,2,0
4,16,1620,2,106,75,2,0
4,16,1620,2,106,76,1,350
4,16,1620,2,106,78,1,200
4,16,1620,2,106,80,1,700
4,16,1620,2,106,81,2,0
4,16,1620,2,106,82,1,100
4,16,1620,2,106,83,1,80
4,16,1620,2,106,84,1,60
4,16,1620,2,106,85,1,30
4,16,1620,2,106,86,1,250
4,16,1620,2,106,87,1,280
4,16,1620,2,106,88,1,320
4,16,1620,2,106,90,2,0
4,16,1620,2,106,91,1,250
4,16,1620,2,106,101,1,400
4,16,1620,2,106,102,1,50
4,16,1620,2,106,103,1,200
4,16,1620,2,106,104,1,300
4,16,1620,2,106,105,2,0
4,16,1620,2,106,106,1,250
4,16,1620,2,106,107,2,0
4,16,1620,2,106,108,2,0
4,16,1620,2,106,109,2,0
4,16,1620,2,106,111,1,30
4,16,1620,2,106,120,2,0
4,16,1620,2,106,121,2,0
4,16,1620,2,106,122,2,0
4,16,1620,2,106,123,2,0
4,16,1620,2,106,125,1,650
4,16,1620,2,106,126,1,30
4,16,1620,2,106,130,1,500
4,16,1620,2,106,131,2,0
4,16,1620,2,106,132,2,0
4,16,1620,2,106,133,1,550
4,16,1620,2,106,134,2,0
4,16,1620,2,106,136,2,0
4,16,1620,2,106,140,2,0
4,16,1620,2,106,141,1,480
4,16,1620,2,106,142,1,550
4,16,1620,2,106,143,1,650
4,16,1620,2,106,144,2,0
