"zone","state","lga","sector","ea","hhid","item_cd","s7other","s7x","s7q1","s7q2","s7q3","s7q4a","s7q4b","s7q4c","s7q5","s7q6","s7q7","s7q8a","s7q8b","s7q8c","trackingobs"
4,1,115,1,670,10010,328,,"X",2,,,,,,2,,,,,,0
4,1,115,1,670,10010,329,,"X",2,,,,,,2,,,,,,0
4,1,115,1,670,10010,330,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,301,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,303,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,304,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,305,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,308,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,311,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,312,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,313,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,319,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,320,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,321,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,322,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,326,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,327,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,328,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,329,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10011,330,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10012,303,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10012,305,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10012,320,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10012,321,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10012,322,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10012,327,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,302,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,303,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,304,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,305,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,306,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,311,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,312,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,320,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,321,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,322,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,326,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,327,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10013,329,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,301,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,303,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,304,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,305,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,307,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,311,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,312,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,321,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,322,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,326,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,327,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10014,329,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10015,305,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10015,306,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10015,322,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10015,332,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,301,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,303,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,304,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,305,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,307,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,311,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,312,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,313,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,319,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,320,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,321,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,322,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,323,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,326,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,327,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,328,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10016,329,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10017,302,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10017,303,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10017,304,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10017,305,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10017,306,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10017,322,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10017,323,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10017,326,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10017,327,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10017,329,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,301,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,303,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,304,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,305,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,306,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,311,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,318,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,321,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,322,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,323,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,326,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,327,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10018,329,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10019,305,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10019,306,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10020,303,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10020,304,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10020,305,,"X",2,,,,,,2,,,,,,0
4,1,104,2,1364,10020,311,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10021,303,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10021,304,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10021,305,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10021,306,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10021,307,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10021,317,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10021,326,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10022,304,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10022,305,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10022,318,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10022,321,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10022,322,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10022,326,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,302,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,303,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,304,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,305,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,306,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,307,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,311,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,317,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,321,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,326,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10023,327,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10024,302,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10024,304,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10024,305,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10024,306,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10024,322,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10024,332,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10025,302,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10025,304,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10025,311,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10025,317,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10026,302,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10026,304,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10026,305,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10026,306,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10026,317,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10027,303,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10027,304,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10027,306,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10027,311,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10027,317,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10027,318,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10027,322,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10028,302,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10028,305,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10028,306,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10029,305,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10029,311,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10029,317,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10029,318,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10029,322,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10029,326,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10030,304,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10030,305,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10030,306,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10030,317,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10030,318,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10030,321,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10030,322,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10030,326,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10030,327,,"X",2,,,,,,2,,,,,,0
4,1,106,2,880,10030,329,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,301,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,302,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,303,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,304,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,305,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,306,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,311,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,313,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,320,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,321,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,322,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,326,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,327,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10031,329,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,301,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,303,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,304,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,305,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,306,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,311,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,312,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,321,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,322,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,323,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,326,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,327,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10032,329,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,301,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,302,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,303,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,304,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,305,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,311,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,312,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,321,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,322,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,326,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10033,327,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,301,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,302,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,303,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,304,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,305,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,307,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,311,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,312,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,317,,,,,,,,,1,1,6000,10,,,0
4,1,111,1,1146,10034,319,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,320,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,321,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,322,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,326,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10034,327,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,301,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,302,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,303,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,304,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,305,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,310,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,311,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,312,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,320,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,321,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,322,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,323,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,326,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,327,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10035,329,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,301,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,303,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,304,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,305,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,307,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,311,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,312,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,313,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,321,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,323,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,324,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,326,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,327,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10036,329,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10037,304,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10037,305,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10037,306,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10037,311,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10038,301,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10038,303,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10038,304,,"X",2,,,,,,2,,,,,,0
4,1,111,1,1146,10038,305,,"X",2,,,,,,2,,,,,,0
