"zone","state","lga","sector","ea","hhid","indiv","s4bq1","s4bq2","s4bq3","s4bq4","s4bq4b","s4bq5","s4bq6","s4bq7","s4bq8","s4bq9","s4bq10","s4bq11","s4bq12","s4bq13","s4bq14","s4bq15","s4bq16","s4bq17","s4bq18","s4bq19","s4bq20","s4bq21","s4bq22","s4bq23","s4bq23b","s4bq24","s4bq25","s4bq25b","s4bq26a","s4bq26b","s4bq26c","s4bq26d","s4bq26e","s4bq27","s4bq28"
1,22,2205,2,664,220072,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220072,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220072,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220072,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220072,7,1,2,1,1,,3,99,1,2,1,1,1,1,1,1,1,1,2,2,2,1,,1,,,3,5,,2,7,,,,6,1
1,22,2205,2,664,220072,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220073,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220073,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220073,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220073,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220074,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220074,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220074,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220074,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220074,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220074,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220074,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220074,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220074,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220075,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220075,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220075,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220075,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220075,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220076,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220076,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220076,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220076,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220076,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220076,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220076,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220076,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220077,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220077,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220077,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220077,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220077,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220077,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220077,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220077,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2205,2,664,220079,11,1,2,1,3,,4,99,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,3,3,,2,1,,,,3,1
1,22,2214,2,1354,220081,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220082,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220082,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220082,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220082,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220082,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220082,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220082,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220082,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220084,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220084,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220084,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220084,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220084,5,1,3,1,2,,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,,4,3,,1,2,7,,,4,1
1,22,2214,2,1354,220084,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220088,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220088,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220088,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220088,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220088,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220088,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220088,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220088,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220089,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220090,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220090,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220090,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2214,2,1354,220090,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220091,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220091,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220091,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220091,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220091,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220092,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220092,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220092,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220092,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220092,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220093,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220093,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220093,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220093,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220093,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220093,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220093,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220094,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220094,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220095,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220096,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220096,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220096,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220096,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220096,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220096,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220096,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220096,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220096,9,1,7,1,1,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,0,5,,,,,,,6,2
1,22,2218,2,596,220097,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220097,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2218,2,596,220100,5,1,2,2,3,,4,99,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,3,3,,1,3,7,,,4,1
1,22,2203,2,530,220101,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220101,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220101,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220101,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220101,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220101,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220101,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220102,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220102,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220103,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220104,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220104,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220104,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220104,4,1,2,1,1,,3,99,1,2,1,1,1,2,1,1,1,2,2,2,2,1,,1,,,0,5,,1,2,6,,,0,2
1,22,2203,2,530,220105,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220105,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220105,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220105,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220105,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220105,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220106,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220106,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220106,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220106,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220106,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220106,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220107,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220107,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220108,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220108,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220108,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220108,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220108,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220108,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220108,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,530,220108,8,1,2,1,1,,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,0,5,,5,,,,,5,2
1,22,2203,2,266,220111,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220111,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220111,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220111,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220111,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220111,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220111,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220111,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220111,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220111,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220112,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220112,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220112,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220113,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220113,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220113,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220113,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220113,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220113,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220113,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220113,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220114,4,1,2,1,3,,4,99,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,3,,,1,2,3,7,,4,1
1,22,2203,2,266,220114,6,1,5,1,3,,4,99,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,,3,,,1,2,3,7,,4,1
1,22,2203,2,266,220115,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220115,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220115,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220115,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220115,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220116,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220116,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220116,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220116,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220116,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220116,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220116,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220116,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220116,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220116,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220118,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220118,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220118,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220118,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220119,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220119,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220119,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220119,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220120,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220120,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220120,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220120,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220120,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220120,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2203,2,266,220120,7,1,2,1,3,,3,99,1,2,1,1,1,1,1,1,1,1,2,2,2,1,,1,,,6,,,2,7,,,,9,2
1,23,2308,1,5180,230002,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230002,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230002,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230002,6,1,2,1,3,,5,99,1,2,2,1,1,1,1,1,1,1,2,2,2,1,,1,,,6,,,1,2,3,,,6,2
1,23,2308,1,5180,230003,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230003,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230003,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230003,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230004,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230004,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230004,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230004,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230005,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230007,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230007,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230007,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230007,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230007,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230007,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230009,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230009,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230009,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230009,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,5180,230009,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230011,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230011,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230011,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230015,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230015,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230015,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230016,5,1,2,1,1,,4,99,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,,,4,5,,2,3,5,7,,10,2
1,23,2307,1,2316,230017,3,1,2,1,1,,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,1,,1,,,2,7,"MOTHER-IN-LAW",2,,,,,0,2
1,23,2307,1,2316,230018,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230019,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230019,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230019,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230019,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,2316,230019,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230021,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230021,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230021,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230021,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230021,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230021,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230022,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230023,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230023,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230024,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230024,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230024,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2307,1,78,230025,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
