"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s11aq1","s11aq2","tracked_obs"
3,17,1716,2,1452,170089,102,"Matches",2,,0
3,17,1716,2,1452,170089,103,"Newspaper and magazines",2,,0
3,17,1716,2,1452,170089,104,"Public transport (bus, rail, b",2,,0
3,17,1716,2,1452,170090,101,"Cigarettes or tobacco",2,,0
3,17,1716,2,1452,170090,102,"Matches",1,10,0
3,17,1716,2,1452,170090,103,"Newspaper and magazines",2,,0
3,17,1716,2,1452,170090,104,"Public transport (bus, rail, b",2,,0
3,17,1702,2,510,170091,101,"Cigarettes or tobacco",2,,0
3,17,1702,2,510,170091,102,"Matches",1,10,0
3,17,1702,2,510,170091,103,"Newspaper and magazines",2,,0
3,17,1702,2,510,170091,104,"Public transport (bus, rail, b",2,,0
3,17,1702,2,510,170092,101,"Cigarettes or tobacco",2,,0
3,17,1702,2,510,170092,102,"Matches",1,10,0
3,17,1702,2,510,170092,103,"Newspaper and magazines",2,,0
3,17,1702,2,510,170092,104,"Public transport (bus, rail, b",2,,0
3,17,1702,2,510,170093,101,"Cigarettes or tobacco",2,,0
3,17,1702,2,510,170093,102,"Matches",1,10,0
3,17,1702,2,510,170093,103,"Newspaper and magazines",2,,0
3,17,1702,2,510,170093,104,"Public transport (bus, rail, b",2,,0
3,17,1702,2,510,170094,101,"Cigarettes or tobacco",2,,0
3,17,1702,2,510,170094,102,"Matches",1,10,0
3,17,1702,2,510,170094,103,"Newspaper and magazines",2,,0
3,17,1702,2,510,170094,104,"Public transport (bus, rail, b",2,,0
3,17,1702,2,510,170095,101,"Cigarettes or tobacco",2,,0
3,17,1702,2,510,170095,102,"Matches",1,10,0
3,17,1702,2,510,170095,103,"Newspaper and magazines",2,,0
3,17,1702,2,510,170095,104,"Public transport (bus, rail, b",2,,0
3,17,1702,2,510,170096,101,"Cigarettes or tobacco",2,,0
3,17,1702,2,510,170096,102,"Matches",1,10,0
3,17,1702,2,510,170096,103,"Newspaper and magazines",2,,0
3,17,1702,2,510,170096,104,"Public transport (bus, rail, b",2,,0
3,17,1702,2,510,170097,101,"Cigarettes or tobacco",2,,0
3,17,1702,2,510,170097,102,"Matches",1,10,0
3,17,1702,2,510,170097,103,"Newspaper and magazines",2,,0
3,17,1702,2,510,170097,104,"Public transport (bus, rail, b",2,,0
3,17,1702,2,510,170098,101,"Cigarettes or tobacco",2,,0
3,17,1702,2,510,170098,102,"Matches",1,10,0
3,17,1702,2,510,170098,103,"Newspaper and magazines",2,,0
3,17,1702,2,510,170098,104,"Public transport (bus, rail, b",2,,0
3,17,1702,2,510,170099,101,"Cigarettes or tobacco",2,,0
3,17,1702,2,510,170099,102,"Matches",1,20,0
3,17,1702,2,510,170099,103,"Newspaper and magazines",2,,0
3,17,1702,2,510,170099,104,"Public transport (bus, rail, b",2,,0
3,17,1702,2,510,170100,101,"Cigarettes or tobacco",2,,0
3,17,1702,2,510,170100,102,"Matches",1,5,0
3,17,1702,2,510,170100,103,"Newspaper and magazines",2,,0
3,17,1702,2,510,170100,104,"Public transport (bus, rail, b",2,,0
3,17,1727,2,634,170101,101,"Cigarettes or tobacco",2,,0
3,17,1727,2,634,170101,102,"Matches",1,10,0
3,17,1727,2,634,170101,103,"Newspaper and magazines",2,,0
3,17,1727,2,634,170101,104,"Public transport (bus, rail, b",2,,0
3,17,1727,2,634,170102,101,"Cigarettes or tobacco",2,,0
3,17,1727,2,634,170102,102,"Matches",1,5,0
3,17,1727,2,634,170102,103,"Newspaper and magazines",2,,0
3,17,1727,2,634,170102,104,"Public transport (bus, rail, b",2,,0
3,17,1727,2,634,170103,101,"Cigarettes or tobacco",2,,0
3,17,1727,2,634,170103,102,"Matches",1,10,0
3,17,1727,2,634,170103,103,"Newspaper and magazines",2,,0
3,17,1727,2,634,170103,104,"Public transport (bus, rail, b",2,,0
3,17,1727,2,634,170104,101,"Cigarettes or tobacco",2,,0
3,17,1727,2,634,170104,102,"Matches",1,5,0
3,17,1727,2,634,170104,103,"Newspaper and magazines",2,,0
3,17,1727,2,634,170104,104,"Public transport (bus, rail, b",2,,0
3,17,1727,2,634,170105,101,"Cigarettes or tobacco",2,,0
3,17,1727,2,634,170105,102,"Matches",1,10,0
3,17,1727,2,634,170105,103,"Newspaper and magazines",2,,0
3,17,1727,2,634,170105,104,"Public transport (bus, rail, b",2,,0
3,17,1727,2,634,170106,101,"Cigarettes or tobacco",2,,0
3,17,1727,2,634,170106,102,"Matches",1,50,0
3,17,1727,2,634,170106,103,"Newspaper and magazines",2,,0
3,17,1727,2,634,170106,104,"Public transport (bus, rail, b",2,,0
3,17,1727,2,634,170107,101,"Cigarettes or tobacco",2,,0
3,17,1727,2,634,170107,102,"Matches",1,10,0
3,17,1727,2,634,170107,103,"Newspaper and magazines",2,,0
3,17,1727,2,634,170107,104,"Public transport (bus, rail, b",2,,0
3,17,1727,2,634,170108,101,"Cigarettes or tobacco",2,,0
3,17,1727,2,634,170108,102,"Matches",1,10,0
3,17,1727,2,634,170108,103,"Newspaper and magazines",2,,0
3,17,1727,2,634,170108,104,"Public transport (bus, rail, b",2,,0
3,17,1727,2,634,170109,101,"Cigarettes or tobacco",2,,0
3,17,1727,2,634,170109,102,"Matches",1,10,0
3,17,1727,2,634,170109,103,"Newspaper and magazines",2,,0
3,17,1727,2,634,170109,104,"Public transport (bus, rail, b",2,,0
3,17,1727,2,634,170110,101,"Cigarettes or tobacco",2,,0
3,17,1727,2,634,170110,102,"Matches",1,5,0
3,17,1727,2,634,170110,103,"Newspaper and magazines",2,,0
3,17,1727,2,634,170110,104,"Public transport (bus, rail, b",2,,0
3,17,1712,2,794,170111,101,"Cigarettes or tobacco",2,,0
3,17,1712,2,794,170111,102,"Matches",1,5,0
3,17,1712,2,794,170111,103,"Newspaper and magazines",2,,0
3,17,1712,2,794,170111,104,"Public transport (bus, rail, b",2,,0
3,17,1712,2,794,170112,101,"Cigarettes or tobacco",2,,0
3,17,1712,2,794,170112,102,"Matches",1,10,0
3,17,1712,2,794,170112,103,"Newspaper and magazines",2,,0
3,17,1712,2,794,170112,104,"Public transport (bus, rail, b",2,,0
3,17,1712,2,794,170113,101,"Cigarettes or tobacco",2,,1
3,17,1712,2,794,170113,102,"Matches",2,,1
3,17,1712,2,794,170113,103,"Newspaper and magazines",2,,1
3,17,1712,2,794,170113,104,"Public transport (bus, rail, b",2,,1
3,17,1712,2,794,170114,101,"Cigarettes or tobacco",2,,1
3,17,1712,2,794,170114,102,"Matches",1,5,1
3,17,1712,2,794,170114,103,"Newspaper and magazines",2,,1
3,17,1712,2,794,170114,104,"Public transport (bus, rail, b",2,,1
3,17,1712,2,794,170115,101,"Cigarettes or tobacco",2,,0
3,17,1712,2,794,170115,102,"Matches",2,,0
3,17,1712,2,794,170115,103,"Newspaper and magazines",2,,0
3,17,1712,2,794,170115,104,"Public transport (bus, rail, b",2,,0
3,17,1712,2,794,170116,101,"Cigarettes or tobacco",2,,0
3,17,1712,2,794,170116,102,"Matches",1,5,0
3,17,1712,2,794,170116,103,"Newspaper and magazines",2,,0
3,17,1712,2,794,170116,104,"Public transport (bus, rail, b",2,,0
3,17,1712,2,794,170117,101,"Cigarettes or tobacco",2,,0
3,17,1712,2,794,170117,102,"Matches",1,10,0
3,17,1712,2,794,170117,103,"Newspaper and magazines",2,,0
3,17,1712,2,794,170117,104,"Public transport (bus, rail, b",2,,0
3,17,1712,2,794,170118,101,"Cigarettes or tobacco",2,,0
3,17,1712,2,794,170118,102,"Matches",1,10,0
3,17,1712,2,794,170118,103,"Newspaper and magazines",2,,0
3,17,1712,2,794,170118,104,"Public transport (bus, rail, b",2,,0
3,17,1712,2,794,170119,101,"Cigarettes or tobacco",2,,0
3,17,1712,2,794,170119,102,"Matches",1,5,0
3,17,1712,2,794,170119,103,"Newspaper and magazines",2,,0
3,17,1712,2,794,170119,104,"Public transport (bus, rail, b",2,,0
3,17,1712,2,794,170120,101,"Cigarettes or tobacco",2,,0
3,17,1712,2,794,170120,102,"Matches",1,10,0
3,17,1712,2,794,170120,103,"Newspaper and magazines",2,,0
3,17,1712,2,794,170120,104,"Public transport (bus, rail, b",2,,0
3,17,1724,2,786,170121,101,"Cigarettes or tobacco",2,,0
3,17,1724,2,786,170121,102,"Matches",1,10,0
3,17,1724,2,786,170121,103,"Newspaper and magazines",2,,0
3,17,1724,2,786,170121,104,"Public transport (bus, rail, b",2,,0
3,17,1724,2,786,170122,101,"Cigarettes or tobacco",2,,0
3,17,1724,2,786,170122,102,"Matches",1,10,0
3,17,1724,2,786,170122,103,"Newspaper and magazines",2,,0
3,17,1724,2,786,170122,104,"Public transport (bus, rail, b",2,,0
3,17,1724,2,786,170123,101,"Cigarettes or tobacco",2,,0
3,17,1724,2,786,170123,102,"Matches",1,5,0
3,17,1724,2,786,170123,103,"Newspaper and magazines",2,,0
3,17,1724,2,786,170123,104,"Public transport (bus, rail, b",2,,0
3,17,1724,2,786,170124,101,"Cigarettes or tobacco",2,,0
3,17,1724,2,786,170124,102,"Matches",1,10,0
3,17,1724,2,786,170124,103,"Newspaper and magazines",2,,0
3,17,1724,2,786,170124,104,"Public transport (bus, rail, b",2,,0
3,17,1724,2,786,170125,101,"Cigarettes or tobacco",2,,0
3,17,1724,2,786,170125,102,"Matches",1,10,0
3,17,1724,2,786,170125,103,"Newspaper and magazines",2,,0
3,17,1724,2,786,170125,104,"Public transport (bus, rail, b",2,,0
3,17,1724,2,786,170126,101,"Cigarettes or tobacco",2,,0
3,17,1724,2,786,170126,102,"Matches",1,10,0
3,17,1724,2,786,170126,103,"Newspaper and magazines",2,,0
3,17,1724,2,786,170126,104,"Public transport (bus, rail, b",2,,0
3,17,1724,2,786,170127,101,"Cigarettes or tobacco",2,,0
3,17,1724,2,786,170127,102,"Matches",1,10,0
3,17,1724,2,786,170127,103,"Newspaper and magazines",2,,0
3,17,1724,2,786,170127,104,"Public transport (bus, rail, b",2,,0
3,17,1724,2,786,170128,101,"Cigarettes or tobacco",2,,0
3,17,1724,2,786,170128,102,"Matches",1,10,0
3,17,1724,2,786,170128,103,"Newspaper and magazines",2,,0
3,17,1724,2,786,170128,104,"Public transport (bus, rail, b",2,,0
3,17,1724,2,786,170129,101,"Cigarettes or tobacco",2,,0
3,17,1724,2,786,170129,102,"Matches",1,5,0
3,17,1724,2,786,170129,103,"Newspaper and magazines",2,,0
3,17,1724,2,786,170129,104,"Public transport (bus, rail, b",2,,0
3,17,1724,2,786,170130,101,"Cigarettes or tobacco",2,,0
3,17,1724,2,786,170130,102,"Matches",1,10,0
3,17,1724,2,786,170130,103,"Newspaper and magazines",2,,0
3,17,1724,2,786,170130,104,"Public transport (bus, rail, b",2,,0
3,18,1809,1,1272,180011,101,"Cigarettes or tobacco",2,,0
3,18,1809,1,1272,180011,102,"Matches",1,10,0
3,18,1809,1,1272,180011,103,"Newspaper and magazines",2,,0
3,18,1809,1,1272,180011,104,"Public transport (bus, rail, b",1,500,0
3,18,1809,1,1272,180012,101,"Cigarettes or tobacco",2,,0
3,18,1809,1,1272,180012,102,"Matches",2,,0
3,18,1809,1,1272,180012,103,"Newspaper and magazines",2,,0
3,18,1809,1,1272,180012,104,"Public transport (bus, rail, b",2,,0
3,18,1809,1,1272,180013,101,"Cigarettes or tobacco",2,,0
3,18,1809,1,1272,180013,102,"Matches",1,5,0
3,18,1809,1,1272,180013,103,"Newspaper and magazines",2,,0
3,18,1809,1,1272,180013,104,"Public transport (bus, rail, b",1,150,0
3,18,1809,1,1272,180014,101,"Cigarettes or tobacco",2,,0
3,18,1809,1,1272,180014,102,"Matches",2,,0
3,18,1809,1,1272,180014,103,"Newspaper and magazines",2,,0
3,18,1809,1,1272,180014,104,"Public transport (bus, rail, b",1,100,0
3,18,1809,1,1272,180015,101,"Cigarettes or tobacco",2,,0
3,18,1809,1,1272,180015,102,"Matches",1,40,0
3,18,1809,1,1272,180015,103,"Newspaper and magazines",2,,0
3,18,1809,1,1272,180015,104,"Public transport (bus, rail, b",1,800,0
3,18,1809,1,1272,180017,101,"Cigarettes or tobacco",2,,0
3,18,1809,1,1272,180017,102,"Matches",2,,0
3,18,1809,1,1272,180017,103,"Newspaper and magazines",2,,0
3,18,1809,1,1272,180017,104,"Public transport (bus, rail, b",2,,0
3,18,1809,1,1272,180018,101,"Cigarettes or tobacco",2,,0
3,18,1809,1,1272,180018,102,"Matches",2,,0
3,18,1809,1,1272,180018,103,"Newspaper and magazines",2,,0
3,18,1809,1,1272,180018,104,"Public transport (bus, rail, b",1,4000,0
3,18,1809,1,1272,180019,101,"Cigarettes or tobacco",2,,0
3,18,1809,1,1272,180019,102,"Matches",2,,0
3,18,1809,1,1272,180019,103,"Newspaper and magazines",2,,0
3,18,1809,1,1272,180019,104,"Public transport (bus, rail, b",2,,0
3,18,1809,1,1272,180020,101,"Cigarettes or tobacco",2,,0
3,18,1809,1,1272,180020,102,"Matches",2,,0
3,18,1809,1,1272,180020,103,"Newspaper and magazines",2,,0
3,18,1809,1,1272,180020,104,"Public transport (bus, rail, b",2,,0
3,18,1823,1,1822,180021,101,"Cigarettes or tobacco",2,,0
3,18,1823,1,1822,180021,102,"Matches",2,,0
3,18,1823,1,1822,180021,103,"Newspaper and magazines",2,,0
3,18,1823,1,1822,180021,104,"Public transport (bus, rail, b",2,,0
3,18,1823,1,1822,180022,101,"Cigarettes or tobacco",2,,0
3,18,1823,1,1822,180022,102,"Matches",1,20,0
3,18,1823,1,1822,180022,103,"Newspaper and magazines",2,,0
3,18,1823,1,1822,180022,104,"Public transport (bus, rail, b",1,200,0
3,18,1823,1,1822,180023,101,"Cigarettes or tobacco",2,,0
3,18,1823,1,1822,180023,102,"Matches",1,5,0
3,18,1823,1,1822,180023,103,"Newspaper and magazines",2,,0
3,18,1823,1,1822,180023,104,"Public transport (bus, rail, b",1,150,0
3,18,1823,1,1822,180024,101,"Cigarettes or tobacco",2,,0
3,18,1823,1,1822,180024,102,"Matches",1,10,0
3,18,1823,1,1822,180024,103,"Newspaper and magazines",2,,0
3,18,1823,1,1822,180024,104,"Public transport (bus, rail, b",1,800,0
3,18,1823,1,1822,180025,101,"Cigarettes or tobacco",2,,0
3,18,1823,1,1822,180025,102,"Matches",2,,0
3,18,1823,1,1822,180025,103,"Newspaper and magazines",2,,0
3,18,1823,1,1822,180025,104,"Public transport (bus, rail, b",2,,0
3,18,1823,1,1822,180026,101,"Cigarettes or tobacco",2,,0
3,18,1823,1,1822,180026,102,"Matches",1,30,0
3,18,1823,1,1822,180026,103,"Newspaper and magazines",2,,0
3,18,1823,1,1822,180026,104,"Public transport (bus, rail, b",2,,0
3,18,1823,1,1822,180027,101,"Cigarettes or tobacco",2,,0
3,18,1823,1,1822,180027,102,"Matches",1,30,0
3,18,1823,1,1822,180027,103,"Newspaper and magazines",2,,0
3,18,1823,1,1822,180027,104,"Public transport (bus, rail, b",1,650,0
3,18,1823,1,1822,180028,101,"Cigarettes or tobacco",2,,0
3,18,1823,1,1822,180028,102,"Matches",2,,0
3,18,1823,1,1822,180028,103,"Newspaper and magazines",2,,0
3,18,1823,1,1822,180028,104,"Public transport (bus, rail, b",1,1700,0
3,18,1823,1,1822,180029,101,"Cigarettes or tobacco",2,,0
3,18,1823,1,1822,180029,102,"Matches",2,,0
3,18,1823,1,1822,180029,103,"Newspaper and magazines",2,,0
3,18,1823,1,1822,180029,104,"Public transport (bus, rail, b",1,460,0
3,18,1823,1,1822,180030,101,"Cigarettes or tobacco",2,,0
3,18,1823,1,1822,180030,102,"Matches",1,20,0
3,18,1823,1,1822,180030,103,"Newspaper and magazines",2,,0
3,18,1823,1,1822,180030,104,"Public transport (bus, rail, b",2,,0
3,18,1803,2,840,180031,101,"Cigarettes or tobacco",2,,0
3,18,1803,2,840,180031,102,"Matches",2,,0
3,18,1803,2,840,180031,103,"Newspaper and magazines",2,,0
3,18,1803,2,840,180031,104,"Public transport (bus, rail, b",1,460,0
3,18,1803,2,840,180032,101,"Cigarettes or tobacco",2,,0
3,18,1803,2,840,180032,102,"Matches",1,10,0
3,18,1803,2,840,180032,103,"Newspaper and magazines",2,,0
3,18,1803,2,840,180032,104,"Public transport (bus, rail, b",2,,0
3,18,1803,2,840,180033,101,"Cigarettes or tobacco",2,,0
3,18,1803,2,840,180033,102,"Matches",1,20,0
3,18,1803,2,840,180033,103,"Newspaper and magazines",2,,0
3,18,1803,2,840,180033,104,"Public transport (bus, rail, b",2,,0
3,18,1803,2,840,180034,101,"Cigarettes or tobacco",2,,0
3,18,1803,2,840,180034,102,"Matches",1,10,0
3,18,1803,2,840,180034,103,"Newspaper and magazines",2,,0
3,18,1803,2,840,180034,104,"Public transport (bus, rail, b",2,,0
3,18,1803,2,840,180035,101,"Cigarettes or tobacco",2,,0
3,18,1803,2,840,180035,102,"Matches",1,10,0
3,18,1803,2,840,180035,103,"Newspaper and magazines",2,,0
3,18,1803,2,840,180035,104,"Public transport (bus, rail, b",1,1000,0
3,18,1803,2,840,180036,101,"Cigarettes or tobacco",2,,0
3,18,1803,2,840,180036,102,"Matches",1,50,0
3,18,1803,2,840,180036,103,"Newspaper and magazines",2,,0
3,18,1803,2,840,180036,104,"Public transport (bus, rail, b",1,600,0
3,18,1803,2,840,180037,101,"Cigarettes or tobacco",2,,0
3,18,1803,2,840,180037,102,"Matches",1,20,0
3,18,1803,2,840,180037,103,"Newspaper and magazines",2,,0
3,18,1803,2,840,180037,104,"Public transport (bus, rail, b",2,,0
3,18,1803,2,840,180038,101,"Cigarettes or tobacco",2,,0
3,18,1803,2,840,180038,102,"Matches",1,30,0
3,18,1803,2,840,180038,103,"Newspaper and magazines",2,,0
3,18,1803,2,840,180038,104,"Public transport (bus, rail, b",1,1500,0
3,18,1803,2,840,180039,101,"Cigarettes or tobacco",2,,0
3,18,1803,2,840,180039,102,"Matches",2,,0
3,18,1803,2,840,180039,103,"Newspaper and magazines",2,,0
3,18,1803,2,840,180039,104,"Public transport (bus, rail, b",1,1800,0
3,18,1803,2,840,180040,101,"Cigarettes or tobacco",2,,0
3,18,1803,2,840,180040,102,"Matches",1,10,0
3,18,1803,2,840,180040,103,"Newspaper and magazines",2,,0
3,18,1803,2,840,180040,104,"Public transport (bus, rail, b",1,1250,0
3,18,1816,1,378,180041,101,"Cigarettes or tobacco",2,,0
3,18,1816,1,378,180041,102,"Matches",1,10,0
3,18,1816,1,378,180041,103,"Newspaper and magazines",2,,0
3,18,1816,1,378,180041,104,"Public transport (bus, rail, b",1,300,0
3,18,1816,1,378,180042,101,"Cigarettes or tobacco",2,,0
3,18,1816,1,378,180042,102,"Matches",1,15,0
3,18,1816,1,378,180042,103,"Newspaper and magazines",2,,0
3,18,1816,1,378,180042,104,"Public transport (bus, rail, b",2,,0
3,18,1816,1,378,180043,101,"Cigarettes or tobacco",2,,0
3,18,1816,1,378,180043,102,"Matches",2,,0
3,18,1816,1,378,180043,103,"Newspaper and magazines",2,,0
3,18,1816,1,378,180043,104,"Public transport (bus, rail, b",2,,0
3,18,1816,1,378,180044,101,"Cigarettes or tobacco",,,0
3,18,1816,1,378,180044,102,"Matches",,,0
3,18,1816,1,378,180044,103,"Newspaper and magazines",,,0
3,18,1816,1,378,180044,104,"Public transport (bus, rail, b",,,0
3,18,1816,1,378,180045,101,"Cigarettes or tobacco",2,,0
3,18,1816,1,378,180045,102,"Matches",2,,0
3,18,1816,1,378,180045,103,"Newspaper and magazines",2,,0
3,18,1816,1,378,180045,104,"Public transport (bus, rail, b",1,300,0
3,18,1816,1,378,180046,101,"Cigarettes or tobacco",2,,0
3,18,1816,1,378,180046,102,"Matches",1,20,0
3,18,1816,1,378,180046,103,"Newspaper and magazines",2,,0
3,18,1816,1,378,180046,104,"Public transport (bus, rail, b",1,500,0
3,18,1816,1,378,180047,101,"Cigarettes or tobacco",2,,0
3,18,1816,1,378,180047,102,"Matches",1,20,0
3,18,1816,1,378,180047,103,"Newspaper and magazines",2,,0
3,18,1816,1,378,180047,104,"Public transport (bus, rail, b",1,350,0
3,18,1816,1,378,180049,101,"Cigarettes or tobacco",2,,0
3,18,1816,1,378,180049,102,"Matches",1,5,0
3,18,1816,1,378,180049,103,"Newspaper and magazines",2,,0
3,18,1816,1,378,180049,104,"Public transport (bus, rail, b",2,,0
3,18,1816,1,378,180050,101,"Cigarettes or tobacco",2,,0
3,18,1816,1,378,180050,102,"Matches",1,10,0
3,18,1816,1,378,180050,103,"Newspaper and magazines",2,,0
3,18,1816,1,378,180050,104,"Public transport (bus, rail, b",1,1500,0
3,18,1805,2,534,180051,101,"Cigarettes or tobacco",2,,0
3,18,1805,2,534,180051,102,"Matches",2,,0
3,18,1805,2,534,180051,103,"Newspaper and magazines",2,,0
3,18,1805,2,534,180051,104,"Public transport (bus, rail, b",2,,0
3,18,1805,2,534,180052,101,"Cigarettes or tobacco",2,,0
3,18,1805,2,534,180052,102,"Matches",1,20,0
3,18,1805,2,534,180052,103,"Newspaper and magazines",2,,0
3,18,1805,2,534,180052,104,"Public transport (bus, rail, b",1,200,0
3,18,1805,2,534,180053,101,"Cigarettes or tobacco",2,,0
3,18,1805,2,534,180053,102,"Matches",1,10,0
3,18,1805,2,534,180053,103,"Newspaper and magazines",2,,0
3,18,1805,2,534,180053,104,"Public transport (bus, rail, b",2,,0
3,18,1805,2,534,180054,101,"Cigarettes or tobacco",2,,0
3,18,1805,2,534,180054,102,"Matches",1,10,0
3,18,1805,2,534,180054,103,"Newspaper and magazines",2,,0
3,18,1805,2,534,180054,104,"Public transport (bus, rail, b",2,,0
3,18,1805,2,534,180055,101,"Cigarettes or tobacco",2,,0
3,18,1805,2,534,180055,102,"Matches",1,20,0
3,18,1805,2,534,180055,103,"Newspaper and magazines",2,,0
3,18,1805,2,534,180055,104,"Public transport (bus, rail, b",2,,0
3,18,1805,2,534,180056,101,"Cigarettes or tobacco",2,,0
3,18,1805,2,534,180056,102,"Matches",1,30,0
3,18,1805,2,534,180056,103,"Newspaper and magazines",2,,0
3,18,1805,2,534,180056,104,"Public transport (bus, rail, b",1,200,0
3,18,1805,2,534,180057,101,"Cigarettes or tobacco",2,,0
3,18,1805,2,534,180057,102,"Matches",2,,0
3,18,1805,2,534,180057,103,"Newspaper and magazines",2,,0
3,18,1805,2,534,180057,104,"Public transport (bus, rail, b",2,,0
3,18,1805,2,534,180058,101,"Cigarettes or tobacco",2,,0
3,18,1805,2,534,180058,102,"Matches",1,10,0
3,18,1805,2,534,180058,103,"Newspaper and magazines",2,,0
3,18,1805,2,534,180058,104,"Public transport (bus, rail, b",1,60,0
3,18,1805,2,534,180059,101,"Cigarettes or tobacco",2,,0
3,18,1805,2,534,180059,102,"Matches",2,,0
3,18,1805,2,534,180059,103,"Newspaper and magazines",2,,0
3,18,1805,2,534,180059,104,"Public transport (bus, rail, b",1,400,0
3,18,1805,2,534,180060,101,"Cigarettes or tobacco",2,,0
3,18,1805,2,534,180060,102,"Matches",1,10,0
3,18,1805,2,534,180060,103,"Newspaper and magazines",2,,0
3,18,1805,2,534,180060,104,"Public transport (bus, rail, b",1,400,0
3,18,1817,2,370,180061,101,"Cigarettes or tobacco",2,,0
3,18,1817,2,370,180061,102,"Matches",2,,0
3,18,1817,2,370,180061,103,"Newspaper and magazines",2,,0
3,18,1817,2,370,180061,104,"Public transport (bus, rail, b",1,3000,0
3,18,1817,2,370,180062,101,"Cigarettes or tobacco",1,150,0
3,18,1817,2,370,180062,102,"Matches",1,2,0
3,18,1817,2,370,180062,103,"Newspaper and magazines",2,,0
3,18,1817,2,370,180062,104,"Public transport (bus, rail, b",1,400,0
3,18,1817,2,370,180063,101,"Cigarettes or tobacco",2,,0
3,18,1817,2,370,180063,102,"Matches",1,10,0
3,18,1817,2,370,180063,103,"Newspaper and magazines",2,,0
3,18,1817,2,370,180063,104,"Public transport (bus, rail, b",2,,0
3,18,1817,2,370,180064,101,"Cigarettes or tobacco",2,,0
3,18,1817,2,370,180064,102,"Matches",1,10,0
3,18,1817,2,370,180064,103,"Newspaper and magazines",2,,0
3,18,1817,2,370,180064,104,"Public transport (bus, rail, b",1,120,0
3,18,1817,2,370,180065,101,"Cigarettes or tobacco",2,,0
3,18,1817,2,370,180065,102,"Matches",1,30,0
3,18,1817,2,370,180065,103,"Newspaper and magazines",2,,0
3,18,1817,2,370,180065,104,"Public transport (bus, rail, b",1,1000,0
3,18,1817,2,370,180066,101,"Cigarettes or tobacco",2,,0
3,18,1817,2,370,180066,102,"Matches",2,,0
3,18,1817,2,370,180066,103,"Newspaper and magazines",2,,0
3,18,1817,2,370,180066,104,"Public transport (bus, rail, b",2,,0
3,18,1817,2,370,180067,101,"Cigarettes or tobacco",2,,0
3,18,1817,2,370,180067,102,"Matches",2,,0
3,18,1817,2,370,180067,103,"Newspaper and magazines",2,,0
3,18,1817,2,370,180067,104,"Public transport (bus, rail, b",1,1370,0
3,18,1817,2,370,180068,101,"Cigarettes or tobacco",2,,0
3,18,1817,2,370,180068,102,"Matches",1,10,0
3,18,1817,2,370,180068,103,"Newspaper and magazines",2,,0
3,18,1817,2,370,180068,104,"Public transport (bus, rail, b",1,450,0
3,18,1817,2,370,180069,101,"Cigarettes or tobacco",2,,0
3,18,1817,2,370,180069,102,"Matches",1,15,0
3,18,1817,2,370,180069,103,"Newspaper and magazines",2,,0
3,18,1817,2,370,180069,104,"Public transport (bus, rail, b",2,,0
3,18,1817,2,370,180070,101,"Cigarettes or tobacco",2,,0
3,18,1817,2,370,180070,102,"Matches",2,,0
3,18,1817,2,370,180070,103,"Newspaper and magazines",2,,0
3,18,1817,2,370,180070,104,"Public transport (bus, rail, b",2,,0
3,18,1808,2,1726,180071,101,"Cigarettes or tobacco",2,,0
3,18,1808,2,1726,180071,102,"Matches",1,20,0
3,18,1808,2,1726,180071,103,"Newspaper and magazines",2,,0
3,18,1808,2,1726,180071,104,"Public transport (bus, rail, b",1,2800,0
3,18,1808,2,1726,180072,101,"Cigarettes or tobacco",2,,0
3,18,1808,2,1726,180072,102,"Matches",2,,0
3,18,1808,2,1726,180072,103,"Newspaper and magazines",2,,0
3,18,1808,2,1726,180072,104,"Public transport (bus, rail, b",1,1640,0
3,18,1808,2,1726,180073,101,"Cigarettes or tobacco",1,280,0
3,18,1808,2,1726,180073,102,"Matches",1,40,0
3,18,1808,2,1726,180073,103,"Newspaper and magazines",2,,0
3,18,1808,2,1726,180073,104,"Public transport (bus, rail, b",1,800,0
3,18,1808,2,1726,180074,101,"Cigarettes or tobacco",2,,0
3,18,1808,2,1726,180074,102,"Matches",2,,0
3,18,1808,2,1726,180074,103,"Newspaper and magazines",2,,0
3,18,1808,2,1726,180074,104,"Public transport (bus, rail, b",2,,0
3,18,1808,2,1726,180075,101,"Cigarettes or tobacco",1,1,0
3,18,1808,2,1726,180075,102,"Matches",1,1,0
3,18,1808,2,1726,180075,103,"Newspaper and magazines",2,,0
3,18,1808,2,1726,180075,104,"Public transport (bus, rail, b",1,1400,0
3,18,1808,2,1726,180076,101,"Cigarettes or tobacco",2,,0
3,18,1808,2,1726,180076,102,"Matches",2,,0
3,18,1808,2,1726,180076,103,"Newspaper and magazines",2,,0
3,18,1808,2,1726,180076,104,"Public transport (bus, rail, b",1,1000,0
3,18,1808,2,1726,180077,101,"Cigarettes or tobacco",2,,0
3,18,1808,2,1726,180077,102,"Matches",1,50,0
3,18,1808,2,1726,180077,103,"Newspaper and magazines",2,,0
3,18,1808,2,1726,180077,104,"Public transport (bus, rail, b",1,2000,0
3,18,1808,2,1726,180078,101,"Cigarettes or tobacco",2,,0
3,18,1808,2,1726,180078,102,"Matches",2,,0
3,18,1808,2,1726,180078,103,"Newspaper and magazines",2,,0
3,18,1808,2,1726,180078,104,"Public transport (bus, rail, b",1,500,0
