"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s11dq7","s11dq8"
4,1,104,2,0,10015,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,104,2,0,10015,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,104,2,0,10015,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,104,2,0,10015,504,"MOSQUITO NET",2,
4,1,104,2,0,10015,505,"MATTRESS",2,
4,1,104,2,0,10015,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,104,2,0,10015,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,104,2,0,10015,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,104,2,0,10015,509,"COUNCIL RATES",2,
4,1,104,2,0,10015,510,"HEALTH INSURANCE",2,
4,1,104,2,0,10015,511,"AUTO INSURANCE",2,
4,1,104,2,0,10015,512,"HOME INSURANCE",2,
4,1,104,2,0,10015,513,"LIFE INSURANCE",2,
4,1,104,2,0,10015,514,"FINES OR LEGAL FEES",2,
4,1,104,2,0,10015,515,"DOWRY COSTS",2,
4,1,104,2,0,10015,516,"MARRIAGE CEREMONY COSTS",2,
4,1,104,2,0,10015,517,"FUNERAL COSTS",1,500000
4,1,104,2,1364,10016,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,104,2,1364,10016,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,104,2,1364,10016,503,"MAT - SLEEPING OR FOR DRYING M",1,700
4,1,104,2,1364,10016,504,"MOSQUITO NET",2,
4,1,104,2,1364,10016,505,"MATTRESS",2,
4,1,104,2,1364,10016,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,104,2,1364,10016,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,104,2,1364,10016,508,"BUILDING ITEMS - CEMENT, BRICK",1,4000
4,1,104,2,1364,10016,509,"COUNCIL RATES",2,
4,1,104,2,1364,10016,510,"HEALTH INSURANCE",2,
4,1,104,2,1364,10016,511,"AUTO INSURANCE",2,
4,1,104,2,1364,10016,512,"HOME INSURANCE",2,
4,1,104,2,1364,10016,513,"LIFE INSURANCE",2,
4,1,104,2,1364,10016,514,"FINES OR LEGAL FEES",2,
4,1,104,2,1364,10016,515,"DOWRY COSTS",2,
4,1,104,2,1364,10016,516,"MARRIAGE CEREMONY COSTS",2,
4,1,104,2,1364,10016,517,"FUNERAL COSTS",2,
4,1,104,2,1364,10017,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,104,2,1364,10017,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,104,2,1364,10017,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,104,2,1364,10017,504,"MOSQUITO NET",2,
4,1,104,2,1364,10017,505,"MATTRESS",2,
4,1,104,2,1364,10017,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,104,2,1364,10017,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,104,2,1364,10017,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,104,2,1364,10017,509,"COUNCIL RATES",2,
4,1,104,2,1364,10017,510,"HEALTH INSURANCE",2,
4,1,104,2,1364,10017,511,"AUTO INSURANCE",2,
4,1,104,2,1364,10017,512,"HOME INSURANCE",2,
4,1,104,2,1364,10017,513,"LIFE INSURANCE",2,
4,1,104,2,1364,10017,514,"FINES OR LEGAL FEES",2,
4,1,104,2,1364,10017,515,"DOWRY COSTS",2,
4,1,104,2,1364,10017,516,"MARRIAGE CEREMONY COSTS",2,
4,1,104,2,1364,10017,517,"FUNERAL COSTS",2,
4,1,104,2,1364,10018,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,104,2,1364,10018,502,"LINEN - TOWELS, SHEETS, BLANKE",1,600
4,1,104,2,1364,10018,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,104,2,1364,10018,504,"MOSQUITO NET",2,
4,1,104,2,1364,10018,505,"MATTRESS",2,
4,1,104,2,1364,10018,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,104,2,1364,10018,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,104,2,1364,10018,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,104,2,1364,10018,509,"COUNCIL RATES",2,
4,1,104,2,1364,10018,510,"HEALTH INSURANCE",2,
4,1,104,2,1364,10018,511,"AUTO INSURANCE",2,
4,1,104,2,1364,10018,512,"HOME INSURANCE",2,
4,1,104,2,1364,10018,513,"LIFE INSURANCE",2,
4,1,104,2,1364,10018,514,"FINES OR LEGAL FEES",2,
4,1,104,2,1364,10018,515,"DOWRY COSTS",2,
4,1,104,2,1364,10018,516,"MARRIAGE CEREMONY COSTS",2,
4,1,104,2,1364,10018,517,"FUNERAL COSTS",2,
4,1,104,2,1364,10019,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,104,2,1364,10019,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,104,2,1364,10019,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,104,2,1364,10019,504,"MOSQUITO NET",2,
4,1,104,2,1364,10019,505,"MATTRESS",2,
4,1,104,2,1364,10019,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,104,2,1364,10019,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,104,2,1364,10019,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,104,2,1364,10019,509,"COUNCIL RATES",2,
4,1,104,2,1364,10019,510,"HEALTH INSURANCE",2,
4,1,104,2,1364,10019,511,"AUTO INSURANCE",2,
4,1,104,2,1364,10019,512,"HOME INSURANCE",2,
4,1,104,2,1364,10019,513,"LIFE INSURANCE",2,
4,1,104,2,1364,10019,514,"FINES OR LEGAL FEES",2,
4,1,104,2,1364,10019,515,"DOWRY COSTS",2,
4,1,104,2,1364,10019,516,"MARRIAGE CEREMONY COSTS",2,
4,1,104,2,1364,10019,517,"FUNERAL COSTS",2,
4,1,106,2,880,10021,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,106,2,880,10021,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,106,2,880,10021,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,106,2,880,10021,504,"MOSQUITO NET",2,
4,1,106,2,880,10021,505,"MATTRESS",2,
4,1,106,2,880,10021,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,106,2,880,10021,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,106,2,880,10021,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,106,2,880,10021,509,"COUNCIL RATES",2,
4,1,106,2,880,10021,510,"HEALTH INSURANCE",2,
4,1,106,2,880,10021,511,"AUTO INSURANCE",2,
4,1,106,2,880,10021,512,"HOME INSURANCE",2,
4,1,106,2,880,10021,513,"LIFE INSURANCE",2,
4,1,106,2,880,10021,514,"FINES OR LEGAL FEES",2,
4,1,106,2,880,10021,515,"DOWRY COSTS",2,
4,1,106,2,880,10021,516,"MARRIAGE CEREMONY COSTS",2,
4,1,106,2,880,10021,517,"FUNERAL COSTS",2,
4,1,106,2,880,10022,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,106,2,880,10022,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,106,2,880,10022,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,106,2,880,10022,504,"MOSQUITO NET",2,
4,1,106,2,880,10022,505,"MATTRESS",2,
4,1,106,2,880,10022,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,106,2,880,10022,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,106,2,880,10022,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,106,2,880,10022,509,"COUNCIL RATES",2,
4,1,106,2,880,10022,510,"HEALTH INSURANCE",2,
4,1,106,2,880,10022,511,"AUTO INSURANCE",2,
4,1,106,2,880,10022,512,"HOME INSURANCE",2,
4,1,106,2,880,10022,513,"LIFE INSURANCE",2,
4,1,106,2,880,10022,514,"FINES OR LEGAL FEES",2,
4,1,106,2,880,10022,515,"DOWRY COSTS",2,
4,1,106,2,880,10022,516,"MARRIAGE CEREMONY COSTS",2,
4,1,106,2,880,10022,517,"FUNERAL COSTS",2,
4,1,106,2,880,10023,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,106,2,880,10023,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,106,2,880,10023,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,106,2,880,10023,504,"MOSQUITO NET",2,
4,1,106,2,880,10023,505,"MATTRESS",2,
4,1,106,2,880,10023,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,106,2,880,10023,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,106,2,880,10023,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,106,2,880,10023,509,"COUNCIL RATES",2,
4,1,106,2,880,10023,510,"HEALTH INSURANCE",2,
4,1,106,2,880,10023,511,"AUTO INSURANCE",2,
4,1,106,2,880,10023,512,"HOME INSURANCE",2,
4,1,106,2,880,10023,513,"LIFE INSURANCE",2,
4,1,106,2,880,10023,514,"FINES OR LEGAL FEES",2,
4,1,106,2,880,10023,515,"DOWRY COSTS",2,
4,1,106,2,880,10023,516,"MARRIAGE CEREMONY COSTS",2,
4,1,106,2,880,10023,517,"FUNERAL COSTS",1,5000
4,1,106,2,880,10024,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,106,2,880,10024,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,106,2,880,10024,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,106,2,880,10024,504,"MOSQUITO NET",2,
4,1,106,2,880,10024,505,"MATTRESS",2,
4,1,106,2,880,10024,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,106,2,880,10024,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,106,2,880,10024,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,106,2,880,10024,509,"COUNCIL RATES",2,
4,1,106,2,880,10024,510,"HEALTH INSURANCE",2,
4,1,106,2,880,10024,511,"AUTO INSURANCE",2,
4,1,106,2,880,10024,512,"HOME INSURANCE",2,
4,1,106,2,880,10024,513,"LIFE INSURANCE",2,
4,1,106,2,880,10024,514,"FINES OR LEGAL FEES",2,
4,1,106,2,880,10024,515,"DOWRY COSTS",2,
4,1,106,2,880,10024,516,"MARRIAGE CEREMONY COSTS",2,
4,1,106,2,880,10024,517,"FUNERAL COSTS",1,50000
4,1,106,2,880,10025,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,106,2,880,10025,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,106,2,880,10025,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,106,2,880,10025,504,"MOSQUITO NET",2,
4,1,106,2,880,10025,505,"MATTRESS",2,
4,1,106,2,880,10025,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,106,2,880,10025,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,106,2,880,10025,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,106,2,880,10025,509,"COUNCIL RATES",2,
4,1,106,2,880,10025,510,"HEALTH INSURANCE",2,
4,1,106,2,880,10025,511,"AUTO INSURANCE",2,
4,1,106,2,880,10025,512,"HOME INSURANCE",2,
4,1,106,2,880,10025,513,"LIFE INSURANCE",2,
4,1,106,2,880,10025,514,"FINES OR LEGAL FEES",2,
4,1,106,2,880,10025,515,"DOWRY COSTS",2,
4,1,106,2,880,10025,516,"MARRIAGE CEREMONY COSTS",2,
4,1,106,2,880,10025,517,"FUNERAL COSTS",2,
4,1,106,2,880,10027,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,106,2,880,10027,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,106,2,880,10027,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,106,2,880,10027,504,"MOSQUITO NET",2,
4,1,106,2,880,10027,505,"MATTRESS",2,
4,1,106,2,880,10027,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,106,2,880,10027,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,106,2,880,10027,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,106,2,880,10027,509,"COUNCIL RATES",2,
4,1,106,2,880,10027,510,"HEALTH INSURANCE",2,
4,1,106,2,880,10027,511,"AUTO INSURANCE",2,
4,1,106,2,880,10027,512,"HOME INSURANCE",2,
4,1,106,2,880,10027,513,"LIFE INSURANCE",2,
4,1,106,2,880,10027,514,"FINES OR LEGAL FEES",2,
4,1,106,2,880,10027,515,"DOWRY COSTS",2,
4,1,106,2,880,10027,516,"MARRIAGE CEREMONY COSTS",2,
4,1,106,2,880,10027,517,"FUNERAL COSTS",2,
4,1,106,2,880,10028,501,"CARPETS, RUGS, DRAPES, CURTAIN",2,
4,1,106,2,880,10028,502,"LINEN - TOWELS, SHEETS, BLANKE",2,
4,1,106,2,880,10028,503,"MAT - SLEEPING OR FOR DRYING M",2,
4,1,106,2,880,10028,504,"MOSQUITO NET",2,
4,1,106,2,880,10028,505,"MATTRESS",2,
4,1,106,2,880,10028,506,"SPORTS & HOBBY EQUIPMENT, MUSI",2,
4,1,106,2,880,10028,507,"FILM, FILM PROCESSING, CAMERA",2,
4,1,106,2,880,10028,508,"BUILDING ITEMS - CEMENT, BRICK",2,
4,1,106,2,880,10028,509,"COUNCIL RATES",2,
4,1,106,2,880,10028,510,"HEALTH INSURANCE",2,
