"zone","state","lga","sector","ea","hhid","s6aq01","s6aq02","s6aq03","s6aq04","s6aq05","s6aq06","s6aq07","s6aq08","s6aq09","s6aq10","s6aq11","s6aq12","s6aq13","s6aq14","s6aq15","version"
3,19,1916,2,1516,190033,1,1,1,,2,,2,1,1,,1,2,1,1,1,2
3,19,1916,2,1516,190034,1,1,2,,2,,2,1,1,,1,2,2,2,2,2
3,19,1916,2,1516,190035,1,1,2,,2,,1,1,1,,1,2,1,3,2,1
3,19,1916,2,1516,190036,1,2,,2,2,,2,1,1,,1,2,1,3,2,1
3,19,1916,2,1516,190037,1,1,1,,2,,2,1,1,,1,2,1,2,1,1
3,19,1916,2,1516,190038,2,1,1,,2,,2,1,1,,1,2,2,2,2,1
3,19,1916,2,1516,190039,1,2,,2,2,,1,2,,2,1,1,1,1,1,2
3,19,1916,2,1516,190040,1,2,,2,2,,2,1,1,,2,1,2,2,2,1
3,19,1901,2,640,190041,1,2,,2,2,,2,1,1,,1,2,2,2,2,2
3,19,1901,2,640,190042,1,1,1,,2,,1,1,1,,1,2,1,2,3,2
3,19,1901,2,640,190043,1,1,1,,2,,2,1,1,,1,2,1,4,3,1
3,19,1901,2,640,190044,1,1,1,,2,,1,2,,2,2,2,1,1,1,2
3,19,1901,2,640,190045,1,1,1,,1,2,,1,1,,1,2,1,1,2,1
3,19,1901,2,640,190046,1,1,1,,2,,2,1,1,,1,2,1,1,1,1
3,19,1901,2,640,190047,1,1,2,,2,,2,1,1,,2,2,1,3,2,1
3,19,1901,2,640,190048,1,1,1,,1,2,,1,1,,1,2,1,2,3,2
3,19,1901,2,640,190049,1,1,2,,2,,2,1,1,,1,2,1,2,2,1
3,19,1901,2,640,190050,1,1,1,,1,1,,1,1,,1,1,3,3,3,2
3,19,1937,2,432,190051,1,1,1,,2,,2,1,2,,1,2,1,2,1,1
3,36,3611,2,0,190052,1,1,1,,1,1,,1,1,,1,2,1,2,1,1
3,19,1937,2,432,190053,1,1,1,,1,2,,1,2,,2,2,2,3,2,1
3,19,1937,2,432,190054,1,1,1,,2,,2,1,1,,1,2,1,3,2,2
3,19,1937,2,432,190055,1,1,2,,2,,1,1,1,,1,2,1,1,1,1
3,19,1937,2,432,190056,1,1,1,,1,1,,2,,1,2,1,2,2,2,2
3,19,1937,2,432,190057,1,1,1,,1,1,,1,1,,2,2,1,3,2,2
3,19,1937,2,432,190058,2,1,1,,2,,2,1,1,,1,2,2,4,2,2
3,19,1937,2,432,190059,1,1,2,,2,,2,1,1,,2,2,1,2,2,1
3,19,1937,2,432,190060,1,1,1,,2,,2,1,2,,2,2,2,2,1,1
3,19,1936,2,1994,190061,1,1,1,,2,,2,1,1,,2,2,1,1,1,1
3,19,1936,2,1994,190062,1,1,1,,1,1,,1,1,,1,2,1,2,1,1
2,15,1510,2,0,190063,1,1,1,,1,1,,1,1,,1,2,2,3,3,1
3,19,1936,2,1994,190064,1,1,1,,2,,2,2,,2,1,2,2,1,1,1
3,19,1936,2,1994,190065,1,1,1,,1,2,,1,1,,1,2,2,1,2,2
3,19,1936,2,1994,190066,1,1,1,,2,,2,1,1,,1,1,1,2,3,2
3,19,1936,2,1994,190067,1,1,1,,2,,2,1,1,,2,2,1,3,2,2
3,19,1936,2,1994,190068,1,1,1,,1,1,,1,1,,2,2,1,2,3,2
3,19,1936,2,1994,190069,1,1,1,,1,1,,1,2,,1,2,1,2,3,2
3,19,1936,2,1994,190070,1,1,1,,1,1,,1,2,,2,1,2,2,2,1
3,19,1902,2,52,190071,1,2,,2,2,,2,1,1,,1,2,1,2,3,2
3,19,1902,2,52,190072,1,1,2,,2,,1,1,1,,1,2,2,1,1,1
3,19,1902,2,52,190073,1,1,1,,2,,2,1,1,,1,2,2,3,1,1
3,19,1902,2,52,190074,1,1,1,,2,,2,1,2,,2,2,2,1,2,2
3,19,1902,2,52,190075,1,1,1,,2,,1,2,,2,2,2,2,3,2,2
3,19,1902,2,52,190076,1,1,1,,1,1,,1,1,,1,2,2,1,3,1
3,19,1902,2,52,190077,1,1,1,,1,1,,1,1,,1,2,2,2,1,1
3,19,1902,2,52,190078,1,1,1,,2,,2,2,,2,1,1,1,2,2,2
3,19,1902,2,52,190079,1,1,1,,2,,2,2,,1,1,2,2,1,1,2
3,19,1902,2,52,190080,1,1,2,,2,,2,1,1,,2,1,2,1,2,1
3,19,1914,2,934,190081,1,1,1,,2,,2,1,1,,1,2,1,2,1,1
3,19,1914,2,934,190082,1,1,2,,2,,2,1,1,,2,2,1,2,2,2
3,19,1914,2,934,190083,1,1,1,,1,1,,1,1,,1,2,1,1,1,2
3,19,1914,2,934,190084,1,1,1,,2,,2,1,1,,1,2,1,2,2,2
3,19,1914,2,934,190085,1,1,2,,2,,2,1,1,,1,2,2,2,2,1
3,19,1914,2,934,190086,1,1,1,,2,,2,2,,2,1,2,2,2,1,1
3,19,1914,2,934,190087,2,1,2,,1,2,,2,,2,1,1,2,1,2,2
3,19,1914,2,934,190088,1,1,1,,2,,2,1,1,,1,2,2,2,1,2
3,19,1914,2,934,190089,1,1,1,,2,,2,1,1,,1,2,1,2,3,1
3,19,1914,2,934,190090,1,1,2,,2,,2,1,2,,2,2,2,2,2,1
3,19,1941,2,518,190091,1,1,1,,1,2,,2,,2,1,1,2,1,1,2
3,19,1941,2,518,190093,1,1,2,,2,,2,1,1,,1,2,1,4,3,2
3,19,1941,2,518,190094,1,2,,2,2,,2,1,1,,1,2,2,2,2,1
3,19,1941,2,518,190095,1,1,1,,2,,2,1,1,,1,2,1,1,1,2
3,19,1941,2,518,190096,1,1,1,,1,1,,1,1,,1,1,2,3,3,2
3,19,1941,2,518,190097,1,1,1,,1,1,,1,1,,1,2,1,3,2,2
3,19,1941,2,518,190098,1,1,2,,2,,2,1,1,,1,2,1,3,2,1
3,19,1941,2,518,190099,1,1,1,,1,1,,1,1,,1,2,2,2,2,1
3,19,1941,2,518,190100,1,1,1,,1,1,,1,1,,1,2,1,2,1,1
3,19,1925,1,2858,190101,1,1,1,,2,,1,2,,1,1,2,2,2,1,2
3,19,1925,1,2858,190102,1,1,1,,2,,2,2,,1,2,1,1,2,1,2
3,19,1925,1,2858,190103,1,1,2,,2,,1,1,1,,1,2,2,1,1,1
3,19,1925,1,2858,190104,1,1,1,,2,,1,1,1,,2,2,4,1,1,2
3,19,1925,1,2858,190105,3,1,1,,2,,2,2,,1,1,2,1,1,1,1
3,19,1925,1,2858,190106,1,1,1,,2,,2,2,,1,1,2,1,1,1,2
3,19,1925,1,2858,190107,1,1,1,,1,1,,1,1,,1,2,2,3,3,2
3,19,1925,1,2858,190108,1,1,1,,1,1,,1,1,,1,2,1,2,2,1
3,19,1925,1,2858,190109,1,1,1,,2,,2,1,1,,1,1,2,2,1,1
3,19,1925,1,2858,190110,1,1,1,,2,,1,2,,2,1,1,1,2,1,1
3,19,1912,1,1510,190111,2,1,1,,1,1,,1,1,,2,2,1,3,1,2
3,19,1912,1,1510,190112,1,1,1,,1,1,,1,1,,1,2,2,2,2,2
3,19,1912,1,1510,190113,3,1,1,,2,,2,1,1,,1,1,2,2,1,1
3,19,1912,1,1510,190114,1,1,2,,2,,2,2,,1,1,2,1,1,1,2
3,19,1912,1,1510,190115,1,2,,2,2,,2,1,1,,1,2,3,3,1,1
3,19,1912,1,1510,190116,1,1,1,,2,,2,2,,2,1,2,1,1,1,1
3,19,1912,1,1510,190117,2,1,1,,2,,1,1,1,,1,2,1,3,1,1
3,19,1912,1,1510,190118,1,1,1,,2,,1,1,1,,1,1,2,2,1,2
3,19,1912,1,1510,190119,1,1,1,,1,1,,1,1,,1,2,2,2,2,2
3,19,1912,1,1510,190120,1,1,1,,2,,2,1,1,,1,1,1,3,1,1
3,19,1905,2,1290,190121,1,1,2,,2,,2,1,1,,1,2,1,1,1,2
3,19,1905,2,1290,190122,1,2,,2,2,,2,1,1,,1,2,3,2,1,1
3,19,1905,2,1290,190123,2,1,1,,2,,2,1,1,,1,2,1,2,1,2
3,19,1905,2,1290,190124,3,1,1,,2,,2,1,1,,1,2,2,2,1,1
3,19,1905,2,1290,190125,1,1,1,,1,1,,1,1,,1,2,2,1,1,1
3,19,1905,2,1290,190126,1,2,,1,2,,2,1,1,,1,2,1,1,1,2
3,19,1905,2,1290,190127,2,1,1,,1,2,,1,1,,1,2,1,2,1,2
3,19,1905,2,1290,190128,1,1,1,,2,,1,1,1,,2,1,1,2,3,1
3,19,1905,2,1290,190129,1,1,1,,2,,2,1,1,,1,2,2,2,2,2
3,19,1905,2,1290,190130,1,1,1,,2,,2,1,1,,1,2,2,2,1,1
3,19,1910,2,808,190131,1,1,1,,1,2,,1,1,,1,2,1,2,1,2
3,19,1910,2,808,190132,1,1,1,,1,1,,1,1,,1,2,1,1,1,1
3,19,1910,2,808,190133,1,1,1,,2,,2,1,2,,1,2,2,2,1,1
3,19,1910,2,808,190134,1,1,1,,2,,2,1,1,,1,2,1,1,1,1
3,19,1910,2,808,190135,1,1,2,,2,,2,1,1,,1,1,2,2,1,1
3,19,1910,2,808,190136,1,1,1,,2,,2,1,1,,1,1,2,4,1,2
3,19,1910,2,808,190137,2,1,1,,1,2,,1,1,,1,2,1,2,1,2
3,19,1910,2,808,190138,1,1,1,,2,,1,1,1,,1,2,3,3,1,2
3,19,1910,2,808,190139,1,1,1,,2,,2,1,1,,1,2,3,2,1,2
3,19,1910,2,808,190140,1,1,1,,2,,2,1,1,,1,2,4,2,4,1
3,19,1908,2,284,190141,1,2,,2,2,,2,2,,2,2,2,1,4,1,1
3,19,1908,2,284,190142,1,1,1,,2,,2,1,1,,1,2,1,1,1,1
3,19,1908,2,284,190143,1,2,,2,2,,2,2,,2,2,1,1,1,1,2
3,19,1908,2,284,190144,1,2,,2,2,,2,1,1,,1,2,1,1,1,2
3,19,1908,2,284,190145,1,1,1,,1,1,,1,1,,1,2,1,1,1,2
3,19,1908,2,284,190146,1,1,1,,1,1,,1,1,,1,2,1,3,1,1
3,19,1908,2,284,190147,1,1,1,,2,,2,2,,1,1,2,2,1,1,1
3,19,1908,2,284,190148,2,1,1,,2,,2,2,,1,1,2,1,3,1,2
3,19,1908,2,284,190149,1,2,,2,2,,2,1,1,,2,2,2,2,2,1
3,19,1908,2,284,190150,1,2,,2,2,,2,2,,1,1,2,1,1,1,2
3,19,1934,2,386,190151,1,2,,2,2,,2,1,1,,1,2,1,1,1,2
3,19,1934,2,386,190152,1,1,1,,2,,2,2,,1,1,2,3,2,1,2
3,19,1934,2,386,190153,1,1,1,,1,1,,1,1,,1,1,1,2,1,1
3,19,1934,2,386,190154,2,1,1,,1,1,,1,1,,1,1,1,3,1,1
3,19,1934,2,386,190155,2,1,1,,1,2,,1,1,,1,2,1,2,1,1
3,19,1934,2,386,190156,1,1,1,,1,2,,1,1,,1,2,1,1,1,1
3,19,1934,2,386,190157,1,1,1,,1,2,,1,1,,2,2,2,2,2,1
3,19,1934,2,386,190158,1,1,1,,1,1,,1,1,,2,2,2,2,2,2
3,19,1934,2,386,190159,1,2,,2,2,,2,2,,1,2,2,1,2,2,2
3,19,1934,2,386,190160,1,1,1,,2,,2,1,1,,1,2,3,2,2,2
3,19,1919,2,366,190161,1,1,1,,2,,2,1,1,,1,1,1,3,1,2
3,19,1919,2,366,190162,2,1,1,,1,1,,1,1,,1,1,1,3,1,1
3,19,1919,2,366,190163,1,2,,2,2,,1,1,1,,1,2,1,1,1,2
3,19,1919,2,366,190164,1,2,,1,2,,1,1,1,,1,2,2,3,2,1
3,19,1919,2,366,190165,1,1,1,,1,1,,1,1,,1,2,1,3,1,2
3,19,1919,2,366,190166,1,1,1,,1,1,,1,1,,1,2,1,4,1,2
3,19,1919,2,366,190167,1,1,2,,2,,2,1,1,,1,2,2,1,1,1
3,19,1919,2,366,190168,1,1,1,,1,1,,1,1,,1,2,1,3,1,2
3,19,1919,2,366,190169,1,1,2,,2,,2,2,,2,2,2,1,3,1,1
3,19,1919,2,366,190170,1,1,1,,2,,2,2,,1,1,2,1,1,1,1
3,19,1928,2,526,190171,1,1,1,,1,1,,1,1,,1,2,2,3,2,2
3,19,1928,2,526,190172,1,1,1,,1,1,,1,1,,1,1,3,1,1,1
3,19,1928,2,526,190173,1,1,1,,2,,2,2,,1,1,2,2,2,1,2
3,19,1928,2,526,190174,1,1,1,,2,,2,1,1,,1,2,1,2,1,1
3,19,1928,2,526,190175,1,1,1,,2,,2,1,2,,1,2,1,2,1,1
3,19,1928,2,526,190176,1,1,1,,2,,2,1,1,,1,2,2,3,1,1
3,19,1928,2,526,190177,1,1,1,,2,,2,1,1,,1,1,1,2,1,2
3,19,1928,2,0,190178,1,1,1,,2,,1,2,,1,1,2,2,3,1,2
3,19,1928,2,526,190179,1,1,1,,2,,2,1,1,,1,2,1,2,1,2
3,19,1928,2,526,190180,1,1,1,,2,,1,1,1,,2,2,1,2,4,1
3,19,1932,2,562,190181,1,1,1,,2,,1,1,1,,2,1,2,2,2,1
3,19,1932,2,562,190182,1,1,1,,1,1,,1,1,,1,1,2,2,1,1
3,19,1932,2,562,190183,1,1,1,,2,,2,1,1,,1,1,3,2,1,2
3,19,1932,2,562,190184,1,1,1,,2,,2,1,1,,1,2,1,2,1,2
3,19,1932,2,562,190185,1,1,1,,1,2,,1,1,,1,2,3,2,1,1
3,19,1932,2,562,190186,2,1,1,,1,1,,1,1,,1,2,1,2,1,2
3,19,1932,2,562,190187,1,1,1,,1,1,,1,1,,1,2,1,2,2,2
3,19,1932,2,562,190188,1,1,1,,2,,2,1,1,,1,2,1,2,1,1
3,19,1932,2,562,190189,1,1,1,,1,1,,1,1,,1,1,3,2,1,2
3,19,1932,2,562,190190,1,1,1,,1,1,,1,1,,1,2,1,3,1,1
3,19,1923,2,0,190191,1,1,2,,2,,2,2,,1,1,2,2,2,1,1
3,19,1923,2,284,190192,1,1,1,,1,2,,1,1,,1,1,2,2,2,1
3,19,1923,2,284,190193,1,1,1,,1,1,,1,1,,1,2,1,2,1,2
3,19,1923,2,284,190194,1,1,1,,2,,2,1,1,,2,2,2,1,1,1
3,19,1923,2,284,190195,2,1,1,,2,,2,1,1,,1,2,1,2,1,2
3,19,1923,2,284,190196,1,1,2,,2,,2,1,1,,1,2,1,1,1,2
3,19,1923,2,284,190197,3,1,1,,2,,2,1,1,,1,2,1,1,1,1
3,19,1923,2,284,190198,1,1,1,,2,,1,1,1,,1,2,1,2,2,2
3,19,1923,2,284,190199,1,1,1,,1,1,,1,1,,1,2,2,3,1,1
3,19,1923,2,284,190200,2,1,1,,2,,2,1,1,,1,1,1,2,1,2
3,20,2021,1,3300,200001,1,1,1,,2,,1,1,1,,1,2,1,2,1,2
3,20,2021,1,3300,200002,1,2,,2,2,,2,2,,2,2,2,1,2,1,2
3,20,2021,1,3300,200003,1,1,1,,2,,2,2,,1,1,2,1,2,1,1
3,20,2021,1,3300,200004,1,1,1,,1,1,,1,1,,1,2,2,2,2,2
3,20,2021,1,3300,200005,1,1,1,,2,,2,1,2,,1,2,1,2,1,1
3,20,2021,1,3300,200006,1,1,1,,1,1,,1,1,,1,1,2,2,2,1
3,20,2021,1,3300,200007,1,1,1,,1,1,,1,1,,1,2,1,2,2,2
3,20,2021,1,3300,200009,1,1,1,,1,1,,1,1,,1,2,1,2,1,2
3,20,2021,1,3300,200010,1,1,1,,1,1,,2,,2,1,2,1,2,1,1
3,20,2018,2,1134,200011,1,1,1,,2,,2,1,1,,1,2,1,3,2,2
3,20,2018,2,1134,200012,8,1,1,,1,2,,1,1,,1,2,1,4,2,1
3,20,2018,2,1134,200013,1,1,1,,1,1,,1,1,,1,2,2,2,2,2
3,20,2018,2,1134,200014,1,1,1,,1,1,,1,1,,1,2,2,2,2,2
3,20,2018,2,1134,200015,1,1,1,,1,1,,1,1,,1,2,2,2,2,1
3,20,2018,2,1134,200016,1,1,2,,1,1,,2,,1,1,2,1,2,1,1
3,20,2018,2,1134,200017,3,1,1,,2,,2,1,1,,2,2,2,2,1,1
3,20,2018,2,1134,200018,1,1,1,,1,2,,2,,2,1,2,1,3,1,2
3,20,2018,2,1134,200019,1,1,1,,2,,2,1,1,,1,2,1,4,1,1
3,20,2018,2,1134,200020,1,1,1,,2,,1,1,1,,1,2,3,1,1,2
3,20,2005,2,970,200021,1,1,1,,1,1,,1,1,,1,2,1,4,1,1
3,20,2005,2,970,200022,1,1,1,,1,1,,1,1,,1,2,4,3,2,2
3,20,2005,2,970,200023,1,1,1,,1,1,,1,1,,1,2,1,4,1,2
3,20,2005,2,970,200024,1,1,1,,1,1,,1,1,,2,2,2,2,2,1
3,20,2005,2,970,200025,1,1,1,,1,1,,1,1,,1,2,2,2,2,1
3,20,2005,2,970,200026,1,1,1,,1,1,,1,1,,1,2,2,2,2,2
3,20,2005,2,970,200027,1,1,1,,1,1,,1,1,,1,2,2,2,2,2
3,20,2005,2,970,200028,1,1,1,,1,1,,1,1,,1,2,1,2,1,1
3,20,2005,2,970,200029,1,1,1,,1,1,,1,1,,1,2,1,2,1,1
3,20,2005,2,970,200030,1,1,1,,1,1,,1,1,,1,2,1,2,1,2
3,20,2003,2,784,200031,1,2,,1,1,1,,1,1,,1,2,2,2,2,2
3,20,2003,2,784,200032,1,2,,1,1,1,,1,1,,2,1,2,2,2,2
3,20,2003,2,784,200033,1,1,1,,1,1,,2,,2,2,1,2,2,2,1
3,20,2003,2,784,200034,1,1,2,,2,,1,2,,1,2,2,1,2,1,2
3,20,2003,2,784,200035,1,1,1,,2,,1,1,1,,1,2,1,2,1,1
3,20,2003,2,784,200036,1,1,1,,2,,2,1,1,,1,2,1,1,2,1
3,20,2003,2,784,200037,1,2,,1,1,1,,1,1,,1,2,2,2,2,2
3,20,2003,2,784,200038,1,1,1,,1,1,,1,1,,1,2,1,3,1,1
3,20,2003,2,784,200039,1,1,1,,1,1,,1,1,,1,2,2,3,2,2
3,20,2003,2,784,200040,1,1,1,,1,1,,1,1,,2,2,2,2,2,1
3,20,2030,2,1050,200041,1,1,1,,1,1,,1,1,,1,2,2,4,2,1
3,20,2030,2,1050,200042,1,2,,2,2,,2,2,,2,1,2,1,2,1,1
3,20,2030,2,1050,200043,1,1,1,,1,1,,2,,2,2,2,2,2,2,2
3,20,2030,2,1050,200044,1,1,1,,1,1,,1,1,,2,2,2,2,2,2
3,20,2030,2,1050,200045,1,1,1,,1,1,,2,,2,2,2,2,4,2,2
3,20,2030,2,1050,200046,1,1,1,,1,1,,1,1,,1,2,2,2,2,1
3,20,2030,2,1050,200047,1,1,1,,2,,2,1,1,,1,2,2,2,2,2
3,20,2030,2,1050,200048,1,1,1,,1,1,,2,,2,2,2,1,4,2,2
3,20,2030,2,1050,200049,1,2,,2,2,,2,2,,1,1,2,1,2,1,1
3,20,2030,2,1050,200050,1,2,,2,2,,2,2,,1,1,2,1,1,1,1
3,20,2032,1,1390,200051,1,1,1,,2,,1,2,,1,1,2,2,2,2,1
3,20,2032,1,1390,200052,1,2,,1,1,1,,1,1,,1,2,2,2,2,2
3,20,2032,1,1390,200053,1,1,1,,1,1,,1,1,,1,2,2,2,2,2
3,20,2032,1,1390,200055,2,1,2,,2,,2,1,1,,1,2,1,4,1,1
3,20,2032,1,1390,200056,1,1,1,,1,1,,2,,2,1,2,1,2,1,2
3,20,2032,1,1390,200057,1,1,2,,2,,1,1,1,,2,2,1,2,1,2
3,20,2032,1,1390,200058,1,1,1,,2,,2,1,2,,1,2,1,2,1,1
3,20,2032,1,1390,200059,1,1,1,,1,1,,2,,1,1,2,1,2,1,1
3,20,2032,1,1390,200060,1,1,1,,1,1,,1,1,,1,2,2,2,2,1
3,20,2032,2,1772,200061,1,1,1,,1,1,,1,1,,1,2,2,3,2,1
3,20,2032,2,1772,200062,1,1,1,,1,1,,1,1,,1,2,1,3,2,2
3,20,2032,2,1772,200063,1,1,1,,1,1,,1,1,,1,2,1,4,1,2
3,20,2032,2,1772,200064,1,1,2,,1,1,,1,1,,2,2,2,2,2,1
3,20,2032,2,1772,200065,1,2,,1,1,1,,1,1,,1,2,2,2,2,1
3,20,2032,2,1772,200066,1,1,2,,2,,1,2,,1,2,2,1,1,1,2
3,20,2032,2,1772,200067,1,1,1,,2,,1,1,1,,2,2,2,2,2,1
3,20,2032,2,1772,200068,1,2,,2,2,,2,2,,2,2,2,1,2,1,2
3,20,2032,2,1772,200069,1,2,,2,2,,2,1,1,,2,2,1,3,2,1
3,20,2032,2,1772,200070,1,1,1,,1,1,,1,1,,2,2,1,2,1,2
3,20,2015,2,1746,200071,1,1,1,,1,1,,1,1,,1,2,1,4,1,2
3,20,2015,2,1746,200072,1,1,1,,1,1,,1,2,,1,2,2,2,2,2
3,20,2015,2,1746,200074,1,1,1,,1,1,,2,,2,2,2,2,4,2,1
3,20,2015,2,1746,200075,1,1,2,,2,,1,2,,1,1,2,1,2,1,2
3,20,2015,2,1746,200076,1,1,1,,1,1,,1,1,,1,2,1,4,3,2
3,20,2015,2,1746,200077,1,1,2,,2,,2,2,,1,1,2,1,2,1,1
3,20,2015,2,1746,200078,1,1,1,,2,,1,1,1,,2,1,2,1,2,1
3,20,2015,2,1746,200079,1,1,1,,1,2,,1,1,,2,1,2,2,2,1
3,20,2022,2,1130,200081,1,1,1,,1,1,,1,1,,2,2,1,2,1,2
3,20,2022,2,1130,200082,1,2,,2,2,,2,2,,2,2,2,1,2,1,1
3,20,2022,2,1130,200083,1,1,1,,1,1,,1,1,,1,2,1,1,2,1
3,20,2022,2,1130,200084,1,1,1,,1,1,,2,,1,1,2,2,2,2,2
3,20,2022,2,1130,200085,1,1,1,,2,,1,1,1,,1,2,2,2,2,2
3,20,2022,2,1130,200086,1,1,1,,1,1,,1,1,,1,2,2,2,2,2
3,20,2022,2,1130,200087,1,1,1,,1,1,,1,1,,1,2,2,4,2,1
3,20,2022,2,1130,200088,1,1,1,,1,1,,1,1,,1,2,1,4,2,2
3,20,2022,2,1130,200089,1,1,1,,1,1,,1,1,,1,2,2,3,2,1
3,20,2022,2,1130,200090,1,1,1,,1,1,,1,1,,1,1,2,2,2,1
3,20,2001,2,1354,200091,1,1,1,,1,1,,2,,1,1,2,1,2,1,1
3,20,2001,2,1354,200092,2,1,1,,1,1,,1,1,,2,1,2,3,1,1
3,20,2001,2,1354,200093,2,1,1,,1,1,,1,1,,2,1,3,2,1,2
3,20,2001,2,1354,200094,1,1,1,,2,,2,1,1,,1,2,1,3,1,2
3,20,2001,2,1354,200095,1,1,2,,1,1,,1,1,,1,1,1,1,2,1
3,20,2001,2,1354,200096,1,1,1,,1,1,,1,1,,1,2,2,3,1,2
3,20,2001,2,1354,200097,2,1,1,,1,1,,1,1,,2,2,2,2,1,2
3,20,2001,2,1354,200098,1,1,1,,2,,2,1,1,,1,2,2,3,1,2
3,20,2001,2,1354,200099,1,1,1,,2,,1,1,1,,2,1,1,1,2,1
3,20,2001,2,1354,200100,1,1,2,,2,,2,1,1,,1,1,1,1,2,1
3,20,2025,2,760,200101,1,1,1,,2,,2,1,1,,1,2,1,3,1,1
3,20,2025,2,760,200102,1,1,1,,2,,2,1,1,,1,2,1,3,1,1
3,20,2025,2,760,200103,1,1,1,,1,1,,1,1,,2,1,2,3,1,1
3,20,2025,2,760,200104,2,1,1,,1,1,,1,1,,2,2,2,3,1,2
3,20,2025,2,760,200105,1,1,2,,2,,2,1,1,,2,2,1,2,1,2
3,20,2025,2,760,200106,10,1,2,,2,,2,1,1,,1,2,1,3,1,2
3,20,2025,2,760,200107,4,1,1,,1,1,,1,1,,2,2,2,3,1,1
3,20,2025,2,760,200108,1,1,1,,2,,1,1,1,,2,2,1,3,1,2
3,20,2025,2,760,200109,1,1,1,,2,,2,1,2,,2,2,1,1,2,2
3,20,2025,2,760,200110,5,1,1,,2,,1,1,1,,1,2,1,3,2,1
3,20,2025,2,1304,200111,1,1,1,,1,1,,1,1,,2,2,1,3,1,1
3,20,2025,2,1304,200112,2,1,1,,2,,2,1,1,,1,2,2,3,1,1
3,20,2025,2,1304,200113,1,1,1,,2,,2,1,1,,1,2,1,2,2,1
3,20,2025,2,1304,200114,1,1,2,,2,,1,1,2,,1,2,1,2,2,2
3,20,2025,2,1304,200115,1,1,1,,1,1,,1,1,,1,1,3,1,1,2
3,20,2025,2,1304,200116,2,1,1,,1,1,,1,1,,2,1,2,3,1,2
3,20,2025,2,1304,200117,1,1,1,,1,1,,2,,1,1,2,1,3,1,2
3,20,2025,2,1304,200118,2,1,1,,2,,2,1,1,,2,1,2,3,1,1
3,20,2025,2,1304,200119,4,1,2,,2,,2,1,1,,1,2,2,1,2,2
3,20,2025,2,1304,200120,2,1,2,,2,,1,1,1,,1,1,1,1,1,1
3,20,2019,2,344,200121,3,1,1,,2,,2,1,1,,2,1,1,1,2,2
3,20,2019,2,344,200122,1,1,1,,1,1,,1,1,,1,2,2,3,1,1
3,20,2019,2,344,200123,1,1,1,,1,1,,1,1,,1,2,1,4,1,1
3,20,2019,2,344,200124,1,1,1,,2,,2,1,1,,1,2,1,3,1,1
3,20,2019,2,344,200125,1,1,1,,2,,2,2,,1,2,1,1,1,2,2
3,20,2019,2,344,200126,1,2,,1,2,,2,1,1,,2,1,1,1,2,2
3,20,2019,2,344,200127,1,1,1,,1,1,,1,1,,1,1,1,1,1,1
3,20,2019,2,344,200128,1,1,1,,2,,2,1,1,,1,2,1,3,1,2
3,20,2019,2,344,200129,1,1,1,,2,,2,2,,2,1,2,1,3,1,2
3,20,2019,2,344,200130,1,1,1,,2,,2,1,1,,1,2,2,3,1,1
3,20,2009,2,240,200131,1,1,1,,2,,2,1,1,,1,2,1,3,1,2
3,20,2009,2,240,200132,1,1,1,,2,,2,1,1,,1,2,1,3,1,1
3,20,2009,2,240,200133,4,1,1,,2,,2,1,1,,1,2,1,3,1,1
3,20,2009,2,240,200134,1,1,1,,2,,2,1,1,,1,2,1,3,2,2
3,20,2009,2,240,200135,1,1,1,,1,1,,1,1,,1,1,2,2,1,1
3,20,2009,2,240,200136,1,1,1,,1,1,,1,1,,1,1,1,3,1,2
3,20,2009,2,240,200137,1,1,2,,2,,2,1,1,,1,2,1,1,2,1
3,20,2009,2,240,200138,1,1,1,,2,,2,1,1,,1,1,1,2,2,2
3,20,2009,2,240,200139,1,1,1,,2,,2,1,1,,1,1,1,2,2,1
3,20,2009,2,240,200140,3,1,1,,1,1,,1,1,,1,2,2,2,4,2
3,20,2008,2,1474,200141,1,1,1,,2,,2,1,1,,1,2,1,3,1,1
3,20,2008,2,1474,200142,1,1,1,,2,,2,1,1,,1,2,2,3,1,2
3,20,2008,2,1474,200143,1,1,2,,2,,2,1,2,,2,2,1,2,2,2
3,20,2008,2,1474,200144,1,1,1,,2,,2,1,1,,1,2,1,3,1,2
3,20,2008,2,0,200145,1,1,1,,2,,2,1,1,,1,2,1,3,2,1
3,20,2008,2,1474,200146,1,1,1,,1,2,,1,1,,1,1,1,1,2,2
3,20,2008,2,1474,200147,14,1,1,,1,1,,1,1,,1,2,2,4,1,2
3,20,2008,2,1474,200148,1,1,1,,1,1,,1,1,,1,2,1,3,1,1
3,20,2008,2,1474,200149,1,1,1,,1,1,,2,,2,1,1,2,3,1,1
3,20,2008,2,1474,200150,1,2,,1,2,,2,1,1,,2,1,1,2,2,1
3,20,2013,2,1232,200151,1,1,1,,2,,2,2,,2,1,1,1,1,2,1
3,20,2013,2,1232,200152,1,1,2,,2,,1,2,,1,1,1,1,1,2,1
3,20,2013,2,1232,200153,1,1,1,,2,,2,1,1,,1,2,1,3,1,2
3,20,2013,2,1232,200154,1,1,1,,1,1,,1,1,,1,2,2,3,1,2
3,20,2013,2,1232,200155,1,1,1,,1,1,,1,1,,1,2,1,3,2,1
3,20,2013,2,1232,200156,1,1,1,,2,,2,1,1,,1,2,1,3,1,1
