"zone","state","lga","sector","ea","event_type","event_seq","event_cd","event_desc","c6q2","c6q3"
5,6,605,2,162,1,2,8,"Collaspe of brigde",2012,80
5,6,605,2,162,1,1,9,"Electricity supply",2015,100
5,6,605,2,162,2,1,14,"Network of roads",2012,70
5,6,606,2,1372,2,1,19,"renoviation of schools",2014,90
5,6,606,2,1372,,1,,"nothing as affected the people of this community",,
5,6,607,2,1892,1,1,9,"Electricity",2014,90
5,6,607,2,1892,1,2,10,"Potable water",2012,90
5,6,607,2,1892,2,1,16,"trading",2015,50
5,6,608,2,748,1,1,7,"Employment",2015,86
5,6,608,2,748,1,2,8,"Land dispute",2013,92
5,6,608,2,748,1,3,8,"Chieftaincy torsule",2010,80
5,6,608,2,748,2,1,12,"Land leasing",2016,57
5,6,608,1,3978,1,1,8,"Health facity",2014,100
5,6,608,1,3978,1,2,8,"Bad road",2001,100
5,6,608,1,3978,2,1,12,"Installation of the Headman in the community.",2013,100
1,7,701,2,606,1,1,2,"Flood",2014,90
1,7,701,2,606,2,2,15,"Reopening of the LGEA primary school",2016,80
1,7,701,2,606,2,1,14,"Construction of community Road",2015,100
1,7,702,2,632,1,3,6,"High cost of items and services",2016,100
1,7,702,2,632,1,2,10,"Crop poor yields",2014,70
1,7,702,2,632,1,1,10,"Herds men attack on community",2013,80
1,7,702,2,632,2,1,15,"ESTABLISHMENT OF PRIMARY SCHOOL",2015,100
1,7,705,2,4186,,1,,"No events that made people worse off.",,
1,7,705,2,4186,,1,,"No events that made people better off.",,
1,7,707,2,560,1,3,10,"fire outbreak",2016,40
1,7,707,2,560,1,1,10,"conflicts",2014,50
1,7,707,2,560,1,2,1,"drought",2015,100
1,7,707,2,560,,1,,"o",,
1,7,708,2,754,1,2,1,"lnadequate rain",2014,60
1,7,708,2,754,1,1,8,"low prices",2014,100
1,7,708,2,754,,1,,"No events that made people better off",,
1,7,709,2,1226,1,1,10,"conflict.",2014,60
1,7,709,2,1226,2,2,15,"School renovation",2013,90
1,7,709,2,1226,2,1,13,"construction of health centre",2013,100
1,7,710,2,2726,1,1,1,"Drought",15,80
1,7,710,2,2726,2,3,13,"equiping health centre",14,100
1,7,710,2,2726,2,1,15,"School renovation",2014,100
1,7,710,2,2726,2,2,19,"Boleholes",16,100
1,7,711,2,2532,1,1,10,"Conflict.",2014,60
1,7,711,2,2532,,1,,"No event that made people better off.",,
1,7,713,2,304,1,3,2,"Flood",2015,80
1,7,713,2,304,1,2,10,"Herdsmen attack",2014,50
1,7,713,2,304,1,1,2,"Flood",2013,100
1,7,713,2,304,2,1,17,"Electricity",2015,90
1,7,715,1,294,1,2,10,"Early stoppage of rain fall",2015,60
1,7,715,1,294,1,1,10,"poor Agricultural yields",2015,60
1,7,715,1,294,1,3,6,"Increase in the prizes of goods and services",2016,80
1,7,715,1,294,2,1,13,"Building of a clinic",2014,100
1,7,715,2,780,1,3,6,"Price fluctuations",2015,75
1,7,715,2,780,1,2,10,"Gullies",2015,100
1,7,715,2,780,1,1,10,"poor Agricultural yields",2015,25
1,7,715,2,780,2,1,15,"New nursery school",2015,100
1,7,717,2,1248,1,1,1,"crop failure",2014,45
1,7,717,2,1248,1,2,6,"scarcity of fertilizers",2015,65
