"zone","state","lga","sector","ea","hhid","hhno","qno1","qno2","s1q10","s1q11","tracked_obs"
4,11,1110,2,2752,110043,12,2,2,2,1,0
4,11,1110,2,2752,110044,9,2,2,2,1,0
4,11,1110,2,2752,110045,1,2,2,5,1,0
4,11,1110,2,2752,110046,3,2,2,4,1,0
4,11,1110,2,2752,110047,6,2,2,4,1,0
4,11,1110,2,2752,110048,7,2,2,3,1,0
4,11,1110,2,2752,110049,15,2,2,3,1,0
4,11,1110,2,2752,110050,10,1,2,3,1,0
4,11,1108,2,492,110051,1,2,2,2,1,0
4,11,1108,2,492,110053,5,2,2,2,1,0
4,11,1108,2,492,110055,8,2,2,5,1,0
4,11,1108,2,492,110057,7,2,2,4,1,0
4,11,1108,2,492,110059,4,2,2,3,1,0
4,11,1108,2,492,110060,13,2,2,3,1,0
4,11,1105,2,100,110061,12,2,2,2,1,0
4,11,1105,2,100,110062,17,2,2,5,1,0
4,11,1105,2,100,110063,2,2,2,2,1,0
4,11,1105,2,100,110064,20,2,2,5,1,0
4,11,1105,2,100,110065,8,2,2,2,1,0
4,11,1105,2,100,110066,6,2,2,3,1,0
4,11,1105,2,100,110067,1,2,2,4,1,0
4,11,1105,2,100,110068,13,3,3,4,1,0
4,11,1105,2,100,110069,16,2,2,3,1,0
4,11,1105,2,100,110070,14,2,2,4,1,0
4,11,1106,2,446,110071,17,2,2,5,1,0
4,11,1106,2,446,110072,27,2,2,2,1,0
4,11,1106,2,446,110073,36,2,2,5,1,0
4,11,1106,2,446,110074,46,2,2,2,1,0
4,11,1106,2,446,110075,4,2,2,5,1,0
4,11,1106,2,446,110076,39,2,2,3,1,0
4,11,1106,2,446,110078,11,2,2,4,1,0
4,11,1106,2,446,110079,30,2,2,4,1,0
4,11,1106,2,446,110080,20,1,2,3,1,0
4,11,1104,2,434,110081,6,2,2,5,1,0
4,11,1104,2,434,110082,24,2,2,2,1,0
4,11,1104,2,434,110083,9,2,2,3,1,0
4,11,1104,2,434,110084,21,2,2,5,1,0
4,11,1104,2,434,110085,4,2,2,5,1,0
4,11,1104,2,434,110086,8,2,2,3,1,0
4,11,1104,2,434,110087,1,2,2,3,1,0
4,11,1104,2,434,110088,13,2,2,4,1,0
4,11,1104,2,434,110089,18,2,2,2,1,0
4,11,1104,2,434,110090,23,2,2,4,1,0
4,11,1107,2,1034,110091,19,2,2,4,1,0
4,11,1107,2,1034,110092,1,2,2,3,1,0
4,11,1107,2,1034,110093,6,2,2,4,1,0
4,11,1107,2,1034,110094,15,2,2,4,1,0
4,11,1107,2,1034,110095,4,2,2,3,1,0
4,11,1107,2,1034,110096,22,2,2,2,1,0
4,11,1107,2,1034,110097,7,2,2,5,1,0
4,11,1107,2,1034,110098,14,2,2,2,1,0
4,11,1107,2,1034,110099,11,2,2,5,1,0
4,11,1107,2,1034,110100,3,2,2,5,1,0
4,11,1109,2,672,110101,2,2,2,5,1,0
4,11,1109,2,672,110102,38,2,2,2,1,0
4,11,1109,2,672,110103,65,2,2,2,1,0
4,11,1109,2,672,110105,52,2,2,5,1,0
4,11,1109,2,672,110106,29,2,2,3,1,0
4,11,1109,2,672,110107,47,2,2,3,1,0
4,11,1109,2,672,110108,20,2,2,4,1,0
4,11,1109,2,672,110109,11,2,2,4,1,0
4,11,1109,2,672,110110,61,2,2,3,1,0
4,11,1113,2,954,110111,20,2,2,3,1,0
4,11,1113,2,954,110112,18,2,2,5,1,0
4,11,1113,2,954,110113,20,2,2,3,1,0
4,11,1113,2,954,110114,25,2,2,5,1,0
4,11,1113,2,954,110115,1,2,2,4,1,0
4,11,1113,2,954,110116,1,2,2,4,1,0
4,11,1113,2,954,110117,27,2,2,4,1,0
4,11,1113,2,954,110118,16,2,2,2,1,0
4,11,1113,2,954,110119,22,2,2,5,1,0
4,11,1113,2,954,110120,23,2,2,2,1,0
4,11,1102,2,936,110121,3,2,2,2,1,0
4,11,1102,2,936,110122,11,2,2,5,1,0
4,11,1102,2,936,110123,6,2,2,2,1,0
4,11,1102,2,936,110124,16,2,2,3,1,0
4,11,1102,2,936,110125,5,2,2,3,1,0
4,11,1102,2,936,110126,1,2,2,3,1,0
4,11,1102,2,936,110127,7,2,2,4,1,0
4,11,1102,2,936,110128,13,2,2,4,1,0
4,11,1102,2,936,110129,12,2,2,5,1,0
4,11,1102,2,936,110130,4,2,2,5,1,0
4,11,1101,2,154,110131,11,2,2,5,1,0
4,11,1101,2,154,110132,3,2,2,5,1,0
4,11,1101,2,154,110133,8,2,2,5,1,0
4,11,1101,2,154,110134,14,2,2,2,1,0
4,11,1101,2,154,110135,4,2,2,2,1,0
4,11,1101,2,154,110136,8,2,2,3,1,0
4,11,1101,2,154,110137,10,2,2,3,1,0
4,11,1101,2,154,110138,12,2,2,4,1,0
4,11,1101,2,154,110139,5,2,2,4,1,0
4,11,1101,2,154,110140,13,2,2,4,1,0
5,12,1211,1,2856,120007,7,2,2,2,1,0
5,12,1211,1,2856,120010,10,2,2,1,1,0
5,12,1202,1,2710,120022,12,2,2,3,1,0
5,12,1208,2,526,120041,1,2,2,2,1,0
5,12,1208,2,526,120045,14,2,2,2,1,0
5,12,1208,2,526,120046,17,2,2,4,1,0
5,12,1208,2,526,120047,19,2,2,1,1,0
5,12,1208,2,526,120049,27,2,2,4,1,0
5,12,1216,2,618,120051,2,2,2,4,1,0
5,12,1216,2,618,120052,4,2,2,1,1,0
5,12,1216,2,618,120053,5,2,2,2,1,0
5,12,1216,2,618,120054,7,2,2,,,0
5,12,1216,2,618,120055,8,2,2,2,1,0
5,12,1216,2,618,120056,10,2,2,4,1,0
5,12,1216,2,618,120057,11,2,2,3,1,0
5,12,1216,2,618,120058,12,2,2,1,1,0
5,12,1216,2,618,120059,14,2,2,2,1,0
5,12,1216,2,618,120060,15,2,2,3,1,0
5,12,1210,2,462,120061,1,2,2,3,1,0
5,12,1210,2,462,120063,5,2,2,2,1,0
5,12,1210,2,462,120064,6,2,2,1,1,0
5,12,1210,2,462,120065,8,2,2,3,1,0
5,12,1210,2,462,120066,10,2,2,1,1,0
5,12,1210,2,462,120068,10,2,2,1,1,0
5,12,1210,2,462,120069,21,2,2,4,1,0
5,12,1210,2,462,120070,23,2,2,4,1,0
5,12,1204,2,736,120073,4,2,2,2,1,0
5,12,1204,2,736,120075,6,2,2,2,1,0
5,12,1204,2,736,120078,,2,2,3,1,0
5,12,1204,2,736,120079,3,2,2,4,1,0
5,12,1204,2,736,120080,12,2,2,2,1,0
5,12,1214,2,452,120091,1,2,2,2,1,0
5,12,1214,2,452,120093,6,2,2,4,1,0
5,12,1214,2,452,120094,4,2,2,2,1,0
5,12,1214,2,452,120098,8,2,2,1,1,0
5,12,1214,2,452,120099,9,2,2,3,1,0
5,12,1214,2,452,120100,10,2,2,1,1,0
6,13,1310,1,1300,130006,21,2,2,3,1,0
6,13,1310,1,1300,130007,26,2,2,2,1,0
6,13,1310,1,1300,130010,33,2,2,1,1,0
6,13,1314,1,6,130013,4,2,2,2,1,0
6,13,1314,1,6,130015,9,2,2,3,1,0
6,13,1314,1,6,130016,10,2,2,3,1,0
6,13,1314,1,6,130017,11,2,2,1,1,0
6,13,1314,1,6,130018,12,2,2,1,1,0
6,13,1314,1,0,130019,,2,2,,,1
6,13,1307,1,268,130021,1,2,2,2,1,0
6,13,1307,1,268,130025,15,2,2,1,1,0
6,13,1307,1,268,130028,22,2,2,2,1,0
6,13,1307,1,268,130029,26,2,2,3,1,0
6,13,1303,1,626,130032,4,2,2,1,1,0
6,13,1303,1,626,130034,8,2,2,2,1,0
6,13,1303,1,626,130036,10,2,2,2,1,0
6,13,1303,1,626,130038,12,2,2,1,1,0
6,13,1305,1,1232,130041,2,2,2,1,1,0
6,13,1305,1,1232,130042,13,2,2,3,1,0
6,13,1305,1,1232,130046,27,2,2,3,1,0
6,13,1305,1,1232,130048,36,2,2,2,1,0
6,13,1305,1,1232,130050,41,3,3,1,1,0
6,13,1309,2,674,130051,1,2,2,1,1,0
6,13,1309,2,674,130052,22,2,2,1,1,0
6,13,1309,2,0,130053,,1,2,2,1,1
6,13,1309,2,674,130054,4,2,2,3,1,0
6,13,1309,2,674,130055,5,2,2,2,1,0
6,13,1309,2,674,130056,6,2,2,2,1,0
6,13,1309,2,674,130057,8,2,2,3,1,0
6,13,1309,2,0,130059,,2,2,1,2,1
6,13,1309,2,674,130060,11,2,2,1,1,0
6,13,1305,2,10,130062,2,2,2,2,1,0
6,13,1305,2,10,130064,4,2,2,1,1,0
6,13,1305,2,10,130065,5,2,2,3,1,0
6,13,1301,1,1206,130073,6,2,2,1,1,0
6,13,1301,1,1206,130078,15,2,2,2,1,0
6,13,1301,1,0,130080,1,2,,2,1,0
4,14,1401,2,1116,140001,40,2,2,3,1,0
4,14,1401,2,1116,140002,5,2,2,3,1,0
4,14,1401,2,1116,140003,8,2,2,3,1,0
4,14,1401,2,1116,140004,12,2,2,4,1,0
4,14,1401,2,1116,140005,15,2,2,4,1,0
4,14,1401,2,1116,140006,19,2,2,2,1,0
4,14,1401,2,1116,140007,43,2,2,2,1,0
4,14,1401,2,1116,140008,26,2,2,5,1,0
4,14,1401,2,1116,140009,29,2,2,5,1,0
4,14,1407,2,68,140011,1,2,2,4,1,0
4,14,1407,2,68,140012,2,2,2,4,1,0
4,14,1407,2,68,140013,,2,2,4,1,0
4,14,1407,2,68,140016,7,2,2,2,1,0
4,14,1407,2,68,140017,8,2,2,5,1,0
4,14,1407,2,68,140018,9,2,2,5,1,0
4,14,1407,2,68,140019,11,2,2,3,1,0
4,14,1407,2,68,140020,12,2,2,3,1,0
4,14,1408,2,1996,140022,2,2,2,5,1,0
4,14,1408,2,1996,140023,4,2,2,4,1,0
4,14,1408,2,1996,140024,4,2,2,3,1,0
4,14,1408,2,1996,140026,5,2,2,5,1,0
4,14,1408,2,1996,140027,7,2,2,3,1,0
4,14,1413,1,2578,140031,1,2,2,2,1,0
4,14,1413,1,2578,140035,7,2,2,5,1,0
4,14,1413,1,2578,140036,8,2,2,5,1,0
4,14,1413,1,2578,140037,16,2,2,3,1,0
4,14,1413,1,2578,140038,11,2,2,3,1,0
4,14,1413,1,2578,140039,12,2,2,5,1,0
4,14,1413,1,2578,140040,19,2,2,2,1,0
4,14,1415,2,952,140041,1,2,2,4,1,0
4,14,1415,2,952,140042,3,2,2,4,1,0
4,14,1415,2,952,140043,4,2,2,4,1,0
4,14,1415,2,952,140044,6,2,2,6,1,0
4,14,1415,2,952,140045,7,2,2,2,1,0
4,14,1415,2,952,140046,9,2,2,2,1,0
4,14,1415,2,952,140047,10,2,2,5,1,0
4,14,1415,2,952,140048,5,2,2,5,1,0
4,14,1415,2,952,140049,13,2,2,3,1,0
4,14,1406,2,694,140061,42,2,2,5,1,0
4,14,1406,2,694,140062,5,2,2,5,1,0
4,14,1406,2,694,140063,8,2,2,4,1,0
4,14,1406,2,694,140064,11,2,2,4,1,0
4,14,1406,2,694,140065,14,2,2,4,1,0
4,14,1406,2,694,140066,17,2,2,2,1,0
4,14,1406,2,694,140067,20,2,2,2,1,0
4,14,1406,2,694,140068,23,2,2,2,1,0
4,14,1406,2,694,140070,36,2,2,3,1,0
4,14,1413,2,670,140071,1,2,2,2,1,0
4,14,1413,2,670,140072,2,2,2,4,1,0
4,14,1413,2,670,140073,3,2,2,2,1,0
4,14,1413,2,670,140074,4,2,2,4,1,0
4,14,1413,2,670,140075,6,2,2,1,,1
4,14,1413,2,670,140076,7,2,2,3,1,0
4,14,1413,2,670,140077,8,2,2,3,1,0
4,14,1413,2,670,140078,9,2,2,5,1,0
4,14,1413,2,670,140079,10,2,2,5,1,0
4,14,1413,2,670,140080,11,2,2,5,1,0
4,14,1410,2,236,140081,0,2,2,1,,1
4,14,1410,2,236,140082,21,2,2,4,1,0
4,14,1410,2,236,140083,23,2,2,4,1,0
4,14,1410,2,236,140084,7,2,2,3,1,0
4,14,1410,2,236,140085,9,2,2,3,1,0
4,14,1410,2,236,140086,25,2,2,5,1,0
4,14,1410,2,236,140087,13,2,2,5,1,0
4,14,1410,2,236,140090,19,2,2,2,1,0
4,14,1408,2,968,140101,1,2,2,2,1,0
4,14,1408,2,968,140102,2,2,2,4,1,0
4,14,1408,2,968,140103,4,2,2,2,1,0
4,14,1408,2,968,140104,5,2,2,3,1,0
4,14,1408,2,968,140105,6,2,2,3,1,0
4,14,1408,2,968,140106,7,2,2,5,1,0
4,14,1408,2,0,140108,0,2,2,3,1,1
4,14,1408,2,968,140109,11,2,2,4,1,0
4,14,1408,2,968,140110,10,2,2,3,1,0
4,14,1411,2,1066,140112,3,2,2,2,1,0
4,14,1411,2,1066,140113,6,2,2,4,1,0
4,14,1411,2,1066,140115,10,2,2,5,1,0
4,14,1411,2,1066,140116,12,2,2,3,1,0
4,14,1411,2,1066,140117,15,2,2,3,1,0
4,14,1411,2,1066,140118,17,2,2,4,1,0
4,14,1411,2,1066,140119,19,2,2,2,1,0
4,14,1411,2,1066,140120,21,2,2,2,1,0
4,14,1416,2,2314,140124,5,2,2,2,1,0
4,14,1416,2,2314,140125,15,2,2,4,1,0
4,14,1416,2,2314,140126,7,2,2,5,1,0
4,14,1416,2,2314,140127,5,2,2,5,1,0
4,14,1416,2,2314,140128,10,2,2,3,1,0
4,14,1416,2,2314,140129,11,2,2,5,1,0
4,14,1416,2,2314,140130,12,2,2,2,1,0
2,15,1506,1,398,150003,10,3,3,2,1,0
2,15,1506,1,398,150004,4,2,2,4,1,0
2,15,1508,2,1682,150011,10,2,2,4,1,0
2,15,1508,2,1682,150012,9,2,2,5,1,0
2,15,1508,2,1682,150013,4,2,2,2,1,0
2,15,1508,2,1682,150014,7,2,2,2,1,0
2,15,1508,2,1682,150015,11,2,2,5,1,0
2,15,1508,2,1682,150016,1,2,2,4,1,0
2,15,1508,2,1682,150017,3,2,2,5,1,0
2,15,1508,2,1682,150018,8,2,2,2,1,0
2,15,1508,2,1682,150019,5,2,2,4,1,0
2,15,1508,2,1682,150020,6,2,2,2,1,0
2,15,1511,2,1938,150021,6,2,2,5,1,0
2,15,1511,2,1938,150022,47,2,2,2,1,0
2,15,1511,2,1938,150023,2,2,2,4,1,0
2,15,1511,2,1938,150024,42,2,2,2,1,0
2,15,1511,2,1938,150025,11,2,2,4,1,0
2,15,1511,2,1938,150026,15,2,2,5,1,0
2,15,1511,2,1938,150027,38,2,2,2,1,0
2,15,1511,2,1938,150028,20,2,2,4,1,0
2,15,1511,2,1938,150029,33,2,2,5,1,0
2,15,1511,2,1938,150030,51,2,2,2,1,0
2,15,1502,2,590,150031,10,2,2,5,1,0
2,15,1502,2,590,150032,19,2,2,2,1,0
2,15,1502,2,590,150033,16,2,2,4,1,0
2,15,1502,2,590,150034,4,2,2,5,1,0
2,15,1502,2,590,150035,24,2,2,4,1,0
2,15,1502,2,590,150037,13,2,2,4,1,0
2,15,1502,2,590,150038,36,2,2,2,1,0
2,15,1502,2,590,150039,22,2,2,5,1,0
2,15,1502,2,590,150040,4,2,2,5,1,0
2,15,1510,2,616,150041,10,2,2,4,1,0
2,15,1510,2,616,150042,7,2,2,5,1,0
2,15,1510,2,616,150043,18,2,2,2,1,0
2,15,1510,2,616,150044,14,2,2,2,1,0
2,15,1510,2,616,150045,5,2,2,4,1,0
2,15,1510,2,616,150046,8,2,2,5,1,0
2,15,1510,2,616,150047,12,2,2,2,1,0
2,15,1510,2,616,150048,3,2,2,4,1,0
2,15,1510,2,616,150049,1,2,2,5,1,0
2,15,1510,2,616,150050,16,2,2,5,1,0
2,15,1507,2,458,150051,6,2,2,2,1,0
2,15,1507,2,458,150052,15,2,2,5,1,0
2,15,1507,2,458,150053,11,2,2,4,1,0
2,15,1507,2,458,150054,4,2,2,2,1,0
2,15,1507,2,458,150055,24,2,2,4,1,0
2,15,1507,2,458,150057,17,2,2,4,1,0
2,15,1507,2,458,150058,10,2,2,5,1,0
2,15,1507,2,458,150059,22,2,2,2,1,0
2,15,1507,2,458,150060,13,2,2,4,1,0
2,15,1503,2,634,150064,1,2,2,2,1,0
2,15,1503,2,634,150065,3,2,2,5,1,0
2,15,1503,2,634,150066,16,2,2,4,1,0
2,15,1503,2,634,150068,11,2,2,4,1,0
2,15,1503,2,634,150069,26,2,2,5,1,0
2,34,3407,1,0,150073,,2,2,3,1,1
4,16,1626,2,1546,160001,9,2,2,7,7,0
4,16,1626,2,1546,160003,14,2,2,3,7,0
4,16,1626,2,1546,160008,1,2,2,5,1,0
4,16,1610,2,1006,160011,7,2,2,4,1,0
4,16,1610,2,1006,160012,1,2,2,4,1,0
4,16,1610,2,1006,160013,5,2,2,4,1,0
4,16,1624,1,286,160014,4,2,2,4,1,0
4,16,1606,2,590,160016,18,2,2,4,1,0
4,16,1624,1,136,160017,6,2,2,4,1,0
4,16,1624,1,136,160018,21,2,2,4,1,0
4,16,1624,1,136,160019,1,2,2,4,1,0
4,16,1622,2,18,160020,4,2,2,4,1,0
4,16,1612,2,414,160021,15,2,2,4,1,0
4,16,1622,2,18,160022,1,2,2,4,1,0
4,16,1622,2,18,160023,2,2,2,4,1,0
4,16,1624,1,136,160024,26,2,2,5,1,0
4,16,1624,1,136,160025,29,2,2,5,1,0
4,16,1602,2,1576,160026,2,2,2,5,1,0
4,16,1624,1,286,160028,13,2,2,8,1,0
4,16,1624,1,286,160029,10,2,2,8,1,0
4,16,1624,1,286,160030,15,2,2,4,1,0
4,16,1622,2,18,160031,10,2,2,8,1,0
4,16,1624,1,136,160032,16,2,2,8,1,0
4,16,1624,1,136,160033,19,2,2,5,1,0
4,16,1622,2,18,160034,9,2,2,8,1,0
4,16,1624,1,136,160035,24,2,2,8,1,0
4,16,1624,1,136,160036,9,2,2,8,1,0
4,16,1622,2,18,160037,8,2,2,8,1,0
4,16,1606,2,590,160038,32,2,2,8,1,0
4,16,1606,2,590,160039,35,2,2,8,1,0
4,16,1606,2,590,160040,1,2,2,8,1,0
4,16,1624,1,136,160041,14,2,2,5,1,0
4,16,1622,2,18,160042,11,2,2,5,1,0
4,16,1622,2,18,160043,7,2,2,5,1,0
4,16,1622,2,18,160044,12,2,2,5,1,0
4,16,1612,2,414,160045,12,2,2,5,1,0
4,16,1612,2,414,160046,18,2,2,5,1,0
4,16,1612,2,414,160047,4,2,2,5,1,0
4,16,1602,2,1576,160048,9,2,2,5,1,0
4,16,1602,2,1576,160049,12,2,2,5,1,0
4,16,1602,2,1576,160050,14,2,2,5,1,0
4,16,1613,2,440,160051,19,2,2,6,7,0
4,16,1613,2,440,160052,17,2,2,6,7,0
4,16,1613,2,440,160053,9,2,2,6,7,0
4,16,1613,2,440,160054,5,2,2,3,7,0
4,16,1613,2,440,160055,11,2,2,3,7,0
4,16,1613,2,440,160056,3,2,2,3,7,0
4,16,1613,2,440,160057,21,2,2,7,7,0
4,16,1613,2,440,160058,7,2,2,7,7,0
4,16,1613,2,440,160059,1,2,2,6,7,0
4,16,1613,2,440,160060,13,2,2,3,7,0
4,16,1616,2,296,160062,4,2,2,3,7,0
4,16,1616,2,296,160063,3,2,2,3,7,0
4,16,1616,2,296,160064,1,2,2,6,7,0
4,16,1616,2,296,160066,7,2,2,6,7,0
4,16,1616,2,296,160069,5,2,2,7,7,0
4,16,1616,2,296,160070,8,2,2,7,7,0
4,16,1620,2,106,160071,3,2,2,3,7,0
4,16,1620,2,106,160072,15,2,2,3,7,0
4,16,1620,2,106,160073,18,2,2,3,7,0
4,16,1620,2,106,160074,16,2,2,3,7,0
4,16,1620,2,106,160075,7,2,2,7,7,0
4,16,1620,2,106,160076,1,2,2,7,7,0
4,16,1620,2,106,160077,9,2,2,6,7,0
4,16,1620,2,106,160078,22,2,2,6,7,0
4,16,1620,2,106,160079,4,2,2,6,7,0
4,16,1620,2,106,160080,10,2,2,6,7,0
4,16,1618,2,1060,160081,16,2,2,3,7,0
4,16,1618,2,1060,160082,1,2,2,3,7,0
4,16,1618,2,1060,160083,12,2,2,3,7,0
4,16,1618,2,1060,160084,19,2,2,3,7,0
4,16,1618,2,1060,160085,11,2,2,6,7,0
4,16,1618,2,1060,160086,7,2,2,6,7,0
4,16,1618,2,1060,160088,14,2,2,7,7,0
4,16,1618,2,1060,160089,4,2,2,7,7,0
4,16,1618,2,1060,160090,5,2,2,7,7,0
4,16,1601,2,954,160091,5,2,2,3,7,0
4,16,1601,2,954,160092,11,2,2,3,7,0
4,16,1601,2,954,160093,12,2,2,3,7,0
4,16,1601,2,954,160094,8,2,2,7,7,0
4,16,1601,2,954,160095,9,2,2,7,7,0
4,16,1601,2,954,160096,6,2,2,7,7,0
4,16,1601,2,954,160097,3,2,2,6,7,0
4,16,1601,2,954,160098,2,2,2,6,7,0
4,16,1601,2,954,160099,14,2,2,6,7,0
4,16,1601,2,954,160100,7,2,2,6,7,0
4,16,1606,2,590,160101,13,2,2,4,1,0
4,16,1624,1,286,160102,8,2,2,4,1,0
4,16,1606,2,590,160103,15,2,2,4,1,0
4,16,1610,2,1006,160104,6,2,2,8,1,0
4,16,1610,2,1006,160105,2,2,2,8,1,0
4,16,1624,1,286,160106,1,2,2,8,1,0
4,16,1606,2,590,160107,20,2,2,5,1,0
4,16,1606,2,590,160108,6,2,2,5,1,0
4,16,1606,2,590,160109,5,2,2,5,1,0
4,16,1624,1,286,160110,20,2,2,5,1,0
4,16,1603,2,158,160111,13,2,2,6,7,0
4,16,1624,1,286,160113,6,2,2,5,1,0
4,16,1610,2,1006,160114,3,2,2,5,1,0
4,16,1610,2,1006,160115,4,2,2,5,1,0
4,16,1610,2,1006,160117,9,2,2,8,1,0
4,16,1602,2,1576,160119,6,2,2,4,1,0
4,16,1602,2,1576,160120,13,2,2,4,1,0
4,16,1602,2,1576,160121,5,2,2,4,1,0
4,16,1608,2,1104,160122,7,2,2,4,1,0
4,16,1602,2,1576,160124,4,2,2,8,1,0
4,16,1602,2,1576,160125,10,2,2,8,1,0
4,16,1602,2,1576,160126,1,2,2,8,1,0
4,16,1612,2,414,160127,16,2,2,8,1,0
4,16,1612,2,414,160128,13,2,2,8,1,0
4,16,1622,2,18,160129,3,2,2,8,1,0
4,16,1612,2,414,160130,22,2,2,4,1,0
4,16,1612,2,414,160131,21,2,2,4,1,0
4,16,1624,1,286,160132,3,2,2,5,1,0
4,16,1624,1,286,160133,11,2,2,5,1,0
4,16,1605,2,180,160144,5,2,2,3,7,0
4,16,1605,2,180,160145,29,2,2,3,7,0
4,16,1605,2,180,160146,19,2,2,3,7,0
4,16,1605,2,180,160147,15,2,2,7,7,0
4,16,1605,2,180,160148,1,2,2,7,7,0
4,16,1605,2,180,160149,11,2,2,6,7,0
4,16,1605,2,180,160150,13,2,2,6,7,0
4,16,1605,2,180,160151,21,2,2,6,7,0
4,16,1605,2,180,160152,3,2,2,6,7,0
4,16,1605,2,180,160153,9,2,2,3,7,0
4,16,1603,2,158,160154,8,2,2,7,7,0
4,16,1603,2,158,160155,19,2,2,6,7,0
4,16,1609,2,738,160157,11,2,2,4,1,0
4,16,1609,2,738,160158,5,2,2,5,1,0
4,16,1609,2,738,160160,8,2,2,4,1,0
4,16,1608,2,1104,160161,15,2,2,5,1,0
4,16,1609,2,738,160162,4,2,2,8,1,0
4,16,1608,2,1104,160163,26,2,2,4,1,0
4,16,1608,2,1104,160164,3,2,2,5,1,0
4,16,1608,2,1104,160165,16,2,2,8,1,0
4,16,1608,2,1104,160166,13,2,2,4,1,0
4,16,1608,2,1104,160167,24,2,2,5,1,0
4,16,1609,2,738,160168,6,2,2,4,1,0
4,16,1609,2,738,160169,3,2,2,5,1,0
4,16,1609,2,738,160170,12,2,2,8,1,0
4,16,1608,2,1104,160171,28,2,2,8,1,0
4,16,1609,2,738,160172,7,2,2,5,1,0
4,16,1608,2,1104,160173,9,2,2,4,1,0
4,16,1612,2,108,160174,6,2,2,6,7,0
4,16,1612,2,108,160175,5,2,2,6,7,0
4,16,1603,2,158,160176,16,2,2,6,7,0
4,16,1603,2,158,160178,28,2,2,3,7,0
4,16,1603,2,158,160179,25,2,2,3,7,0
4,16,1603,2,158,160180,5,2,2,7,7,0
4,16,1612,2,108,160181,7,2,2,6,7,0
4,16,1612,2,108,160182,9,2,2,7,7,0
4,16,1612,2,108,160183,1,2,2,7,7,0
4,16,1603,2,158,160184,34,2,2,3,7,0
4,16,1603,2,158,160185,2,2,2,3,7,0
4,16,1612,2,108,160186,3,2,2,7,7,0
4,16,1612,2,108,160188,2,2,2,3,7,0
4,16,1612,2,108,160189,4,2,2,3,7,0
4,16,1612,2,108,160190,10,2,2,3,7,0
3,17,1706,2,284,170001,1,2,2,5,1,0
3,17,1706,2,284,170002,3,2,2,4,1,0
3,17,1706,2,284,170003,5,2,2,2,1,0
3,17,1706,2,284,170004,7,2,2,3,1,0
3,17,1706,2,284,170005,9,2,2,5,1,0
3,17,1706,2,284,170006,11,2,2,3,1,0
3,17,1706,2,284,170007,13,2,2,3,1,0
3,17,1706,2,284,170008,15,2,2,2,1,0
3,17,1706,2,284,170009,18,2,2,4,1,0
3,17,1706,2,284,170010,20,2,2,5,1,0
3,17,1719,2,1354,170011,1,2,2,4,1,0
3,17,1719,2,1354,170012,3,2,2,5,1,0
3,17,1719,2,1354,170013,6,2,2,2,1,0
3,17,1719,2,1354,170014,8,2,2,5,1,0
3,17,1719,2,1354,170015,10,2,2,5,1,0
3,17,1719,2,1354,170016,13,2,2,4,1,0
3,17,1719,2,1354,170017,15,2,2,3,1,0
3,17,1719,2,1354,170018,17,2,2,3,1,0
3,17,1719,2,1354,170020,22,2,2,2,1,0
3,17,1704,2,1080,170022,3,2,2,2,1,0
3,17,1704,2,1080,170023,7,2,2,3,1,0
3,17,1704,2,1080,170024,10,2,2,4,1,0
3,17,1704,2,1080,170026,16,2,2,2,1,0
3,17,1704,2,1080,170027,18,2,2,3,1,0
3,17,1704,2,1080,170028,21,2,2,4,1,0
3,17,1704,2,1080,170029,24,2,2,4,1,0
3,17,1704,2,1080,170030,27,2,2,2,1,0
3,17,1704,1,2074,170032,6,2,2,4,1,0
3,17,1722,2,96,170041,1,2,2,4,1,0
3,17,1722,2,96,170042,4,2,2,5,1,0
3,17,1722,2,96,170043,22,2,2,3,1,0
3,17,1722,2,96,170044,25,2,2,2,1,0
3,17,1722,2,96,170045,28,2,2,3,1,0
3,17,1722,2,96,170046,31,2,2,5,1,0
3,17,1722,2,96,170047,34,2,2,2,1,0
3,17,1722,2,96,170048,37,2,2,5,1,0
3,17,1722,2,96,170049,40,2,2,4,1,0
3,17,1715,2,2244,170051,1,2,2,5,1,0
3,17,1715,2,2244,170052,2,2,2,2,1,0
3,17,1715,2,2244,170053,4,2,2,3,1,0
3,17,1715,2,2244,170054,5,2,2,2,1,0
3,17,1715,2,2244,170055,6,2,2,3,1,0
3,17,1715,2,2244,170056,8,2,2,4,1,0
3,17,1715,2,2244,170057,9,2,2,4,1,0
3,17,1715,2,2244,170058,10,2,2,5,1,0
3,17,1715,2,2244,170059,12,2,2,2,1,0
3,17,1715,2,2244,170060,13,2,2,4,1,0
3,17,1710,2,546,170061,1,2,2,2,1,0
3,17,1710,2,546,170062,3,2,2,4,1,0
3,17,1710,2,546,170063,4,2,2,4,1,0
3,17,1710,2,546,170064,6,2,2,4,1,0
3,17,1710,2,546,170066,9,2,2,3,1,0
3,17,1710,2,546,170067,10,2,2,2,1,0
3,17,1710,2,546,170068,12,2,2,5,1,0
3,17,1710,2,546,170069,13,2,2,3,1,0
3,17,1710,2,546,170070,15,2,2,5,1,0
3,17,1713,1,226,170074,8,2,2,3,1,0
3,17,1713,1,226,170076,12,2,2,4,1,0
3,17,1713,1,226,170077,14,2,2,4,1,0
3,17,1713,1,226,170079,19,2,2,2,1,0
3,17,1716,2,1452,170081,1,2,2,5,1,0
3,17,1716,2,1452,170082,2,2,2,4,1,0
