"zone","state","lga","sector","ea","cluster_id","is_cd","c2q1","c2q3","c2q4","c2q4_os","c2q5","c2q6a","c2q6b","c2q7","c2q8"
3,17,1717,2,378,"1717-378",225,2,,,,,,,,
3,17,1721,1,1272,"1721-1272",201,1,2,1,,,0,30,1,5
3,17,1721,1,1272,"1721-1272",202,1,0,,,,,,2,5
3,17,1721,1,1272,"1721-1272",203,2,,,,,,,,
3,17,1721,1,1272,"1721-1272",204,1,3,1,,,1,12,2,5
3,17,1721,1,1272,"1721-1272",205,2,,,,,,,,
3,17,1721,1,1272,"1721-1272",206,1,0,,,,,,2,5
3,17,1721,1,1272,"1721-1272",207,1,3,4,,100,0,15,1,7
3,17,1721,1,1272,"1721-1272",208,1,0,,,,,,1,7
3,17,1721,1,1272,"1721-1272",209,1,0,,,,,,2,7
3,17,1721,1,1272,"1721-1272",210,1,0,,,,,,,7
3,17,1721,1,1272,"1721-1272",211,1,0,,,,,,,7
3,17,1721,1,1272,"1721-1272",212,1,0,,,,,,1,7
3,17,1721,1,1272,"1721-1272",213,1,0,,,,,,1,7
3,17,1721,1,1272,"1721-1272",215,1,0,,,,,,2,0
3,17,1721,1,1272,"1721-1272",216,1,0,,,,,,,7
3,17,1721,1,1272,"1721-1272",217,1,0,,,,,,,7
3,17,1721,1,1272,"1721-1272",219,1,0,,,,,,1,5
3,17,1721,1,1272,"1721-1272",220,1,2,4,,100,0,15,1,5
3,17,1721,1,1272,"1721-1272",221,1,0,,,,,,,7
3,17,1721,1,1272,"1721-1272",222,1,2,4,,70,0,10,,7
3,17,1721,1,1272,"1721-1272",223,1,0,,,,,,,7
3,17,1721,1,1272,"1721-1272",224,1,0,,,,,,,7
3,17,1721,1,1272,"1721-1272",225,1,0,,,,,,,7
3,17,1722,2,96,"1722-96",201,2,,,,,,,,
3,17,1722,2,96,"1722-96",202,1,0,,,,,,2,5
3,17,1722,2,96,"1722-96",203,2,,,,,,,,
3,17,1722,2,96,"1722-96",204,1,0,,,,,,2,5
3,17,1722,2,96,"1722-96",205,2,,,,,,,,
3,17,1722,2,96,"1722-96",206,1,5,7,,100,0,50,1,5
3,17,1722,2,96,"1722-96",207,1,40,4,,600,1,25,1,7
3,17,1722,2,96,"1722-96",208,2,,,,,,,,
3,17,1722,2,96,"1722-96",209,2,,,,,,,,
3,17,1722,2,96,"1722-96",210,2,,,,,,,,
3,17,1722,2,96,"1722-96",211,2,,,,,,,,
3,17,1722,2,96,"1722-96",212,2,,,,,,,,
3,17,1722,2,96,"1722-96",213,2,,,,,,,,
3,17,1722,2,96,"1722-96",215,2,,,,,,,,
3,17,1722,2,96,"1722-96",216,1,5,7,,100,0,50,,7
3,17,1722,2,96,"1722-96",217,1,5,7,,100,0,50,,7
3,17,1722,2,96,"1722-96",219,2,,,,,,,,
3,17,1722,2,96,"1722-96",220,2,,,,,,,,
3,17,1722,2,96,"1722-96",221,1,7,1,,,1,5,,7
3,17,1722,2,96,"1722-96",222,1,5,7,,100,0,50,,7
3,17,1722,2,96,"1722-96",223,1,0,,,,,,,7
3,17,1722,2,96,"1722-96",224,2,,,,,,,,
3,17,1722,2,96,"1722-96",225,2,,,,,,,,
3,17,1723,1,668,"1723-668",201,1,0,,,,,,2,5
3,17,1723,1,668,"1723-668",202,1,0,,,,,,2,5
3,17,1723,1,668,"1723-668",203,2,,,,,,,,
3,17,1723,1,668,"1723-668",204,1,0,,,,,,2,5
3,17,1723,1,668,"1723-668",205,2,,,,,,,,
3,17,1723,1,668,"1723-668",206,1,0,,,,,,1,5
3,17,1723,1,668,"1723-668",207,1,0,,,,,,1,7
3,17,1723,1,668,"1723-668",208,1,0,,,,,,1,7
3,17,1723,1,668,"1723-668",209,1,0,,,,,,1,5
3,17,1723,1,668,"1723-668",210,1,0,,,,,,,7
3,17,1723,1,668,"1723-668",211,1,0,,,,,,,7
3,17,1723,1,668,"1723-668",212,1,0,,,,,,1,7
3,17,1723,1,668,"1723-668",213,1,0,,,,,,1,7
3,17,1723,1,668,"1723-668",215,2,,,,,,,,
3,17,1723,1,668,"1723-668",216,1,0,,,,,,,7
3,17,1723,1,668,"1723-668",217,1,0,,,,,,,7
3,17,1723,1,668,"1723-668",219,1,0,,,,,,1,5
3,17,1723,1,668,"1723-668",220,1,0,,,,,,1,5
3,17,1723,1,668,"1723-668",221,1,0,,,,,,,7
3,17,1723,1,668,"1723-668",222,1,0,,,,,,,7
3,17,1723,1,668,"1723-668",223,1,0,,,,,,,7
3,17,1723,1,668,"1723-668",224,1,0,,,,,,,7
3,17,1723,1,668,"1723-668",225,1,0,,,,,,,7
3,17,1725,2,200,"1725-200",201,2,,,,,,,,
3,17,1725,2,200,"1725-200",202,1,3,1,,,0,48,2,5
3,17,1725,2,200,"1725-200",203,2,,,,,,,,
3,17,1725,2,200,"1725-200",204,2,,,,,,,,
3,17,1725,2,200,"1725-200",205,2,,,,,,,,
3,17,1725,2,200,"1725-200",206,1,5,4,,150,0,35,2,5
3,17,1725,2,200,"1725-200",207,2,,,,,,,,
3,17,1725,2,200,"1725-200",208,2,,,,,,,,
3,17,1725,2,200,"1725-200",209,2,,,,,,,,
3,17,1725,2,200,"1725-200",210,2,,,,,,,,
3,17,1725,2,200,"1725-200",211,2,,,,,,,,
3,17,1725,2,200,"1725-200",212,2,,,,,,,,
3,17,1725,2,200,"1725-200",213,2,,,,,,,,
3,17,1725,2,200,"1725-200",215,2,,,,,,,,
3,17,1725,2,200,"1725-200",216,2,,,,,,,,
3,17,1725,2,200,"1725-200",217,1,12,4,,250,0,46,,7
3,17,1725,2,200,"1725-200",219,2,,,,,,,,
3,17,1725,2,200,"1725-200",220,2,,,,,,,,
3,17,1725,2,200,"1725-200",221,2,,,,,,,,
3,17,1725,2,200,"1725-200",222,1,28,4,,300,0,50,,1
3,17,1725,2,200,"1725-200",223,1,0,,,,,,,7
3,17,1725,2,200,"1725-200",224,2,,,,,,,,
3,17,1725,2,200,"1725-200",225,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",201,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",202,1,0,,,,,,2,5
3,18,1802,2,1040,"1802-1040",203,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",204,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",205,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",206,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",207,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",208,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",209,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",210,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",211,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",212,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",213,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",215,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",216,1,0,,,,,,,7
3,18,1802,2,1040,"1802-1040",217,1,0,,,,,,,7
3,18,1802,2,1040,"1802-1040",219,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",220,2,,,,,,,,
3,18,1802,2,1040,"1802-1040",221,1,0,,,,,,,7
3,18,1802,2,1040,"1802-1040",222,1,2,5,,30,0,25,,1
3,18,1802,2,1040,"1802-1040",223,1,0,,,,,,,3
3,18,1802,2,1040,"1802-1040",224,1,0,,,,,,,2
3,18,1802,2,1040,"1802-1040",225,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",201,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",202,1,0,,,,,,1,5
3,18,1802,2,1554,"1802-1554",203,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",204,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",205,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",206,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",207,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",208,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",209,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",210,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",211,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",212,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",213,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",215,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",216,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",217,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",219,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",220,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",221,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",222,1,0,,,,,,,1
3,18,1802,2,1554,"1802-1554",223,1,0,,,,,,,7
3,18,1802,2,1554,"1802-1554",224,2,,,,,,,,
3,18,1802,2,1554,"1802-1554",225,2,,,,,,,,
3,18,1802,1,3204,"1802-3204",201,2,,,,,,,,
3,18,1802,1,3204,"1802-3204",202,1,0,,,,,,1,5
3,18,1802,1,3204,"1802-3204",203,1,0,,,,,,2,5
3,18,1802,1,3204,"1802-3204",204,1,0,,,,,,1,5
3,18,1802,1,3204,"1802-3204",205,2,,,,,,,,
3,18,1802,1,3204,"1802-3204",206,1,0,,,,,,2,7
3,18,1802,1,3204,"1802-3204",207,2,,,,,,,,
3,18,1802,1,3204,"1802-3204",208,1,0,,,,,,1,7
3,18,1802,1,3204,"1802-3204",209,1,0,,,,,,1,7
3,18,1802,1,3204,"1802-3204",210,1,0,,,,,,,7
3,18,1802,1,3204,"1802-3204",211,1,0,,,,,,,7
3,18,1802,1,3204,"1802-3204",212,1,0,,,,,,1,7
3,18,1802,1,3204,"1802-3204",213,1,0,,,,,,1,7
3,18,1802,1,3204,"1802-3204",215,2,,,,,,,,
3,18,1802,1,3204,"1802-3204",216,1,0,,,,,,,7
3,18,1802,1,3204,"1802-3204",217,1,0,,,,,,,7
3,18,1802,1,3204,"1802-3204",219,2,,,,,,,,
3,18,1802,1,3204,"1802-3204",220,2,,,,,,,,
3,18,1802,1,3204,"1802-3204",221,1,0,,,,,,,7
3,18,1802,1,3204,"1802-3204",222,2,,,,,,,,
3,18,1802,1,3204,"1802-3204",223,1,0,,,,,,,7
3,18,1802,1,3204,"1802-3204",224,2,,,,,,,,
3,18,1802,1,3204,"1802-3204",225,2,,,,,,,,
3,18,1803,2,840,"1803-840",201,1,0,,,,,,2,5
3,18,1803,2,840,"1803-840",202,1,0,,,,,,2,5
3,18,1803,2,840,"1803-840",203,2,,,,,,,,
3,18,1803,2,840,"1803-840",204,1,0,,,,,,2,5
3,18,1803,2,840,"1803-840",205,2,,,,,,,,
3,18,1803,2,840,"1803-840",206,1,0,,,,,,2,7
3,18,1803,2,840,"1803-840",207,1,0,,,,,,2,7
3,18,1803,2,840,"1803-840",208,2,,,,,,,,
3,18,1803,2,840,"1803-840",209,2,,,,,,,,
3,18,1803,2,840,"1803-840",210,2,,,,,,,,
3,18,1803,2,840,"1803-840",211,1,0,,,,,,,7
3,18,1803,2,840,"1803-840",212,2,,,,,,,,
3,18,1803,2,840,"1803-840",213,1,12,5,,70,0,30,1,7
3,18,1803,2,840,"1803-840",215,2,,,,,,,,
3,18,1803,2,840,"1803-840",216,1,0,,,,,,,7
3,18,1803,2,840,"1803-840",217,1,0,,,,,,,7
3,18,1803,2,840,"1803-840",219,1,35,5,,250,0,50,1,5
3,18,1803,2,840,"1803-840",220,2,,,,,,,,
3,18,1803,2,840,"1803-840",221,1,2,4,,100,0,30,,7
3,18,1803,2,840,"1803-840",222,1,12,5,,100,0,30,,1
3,18,1803,2,840,"1803-840",223,1,0,,,,,,,7
3,18,1803,2,840,"1803-840",224,1,12,4,,100,0,30,,1
3,18,1803,2,840,"1803-840",225,2,,,,,,,,
3,18,1804,1,2690,"1804-2690",201,1,0,,,,,,1,5
3,18,1804,1,2690,"1804-2690",202,1,0,,,,,,1,5
3,18,1804,1,2690,"1804-2690",203,2,,,,,,,,
3,18,1804,1,2690,"1804-2690",204,1,0,,,,,,1,5
3,18,1804,1,2690,"1804-2690",205,2,,,,,,,,
3,18,1804,1,2690,"1804-2690",206,1,0,,,,,,1,7
3,18,1804,1,2690,"1804-2690",207,1,0,,,,,,1,7
3,18,1804,1,2690,"1804-2690",208,1,0,,,,,,1,7
3,18,1804,1,2690,"1804-2690",209,1,0,,,,,,1,7
3,18,1804,1,2690,"1804-2690",210,1,0,,,,,,,7
3,18,1804,1,2690,"1804-2690",211,1,0,,,,,,,7
3,18,1804,1,2690,"1804-2690",212,1,0,,,,,,1,7
3,18,1804,1,2690,"1804-2690",213,1,0,,,,,,1,7
3,18,1804,1,2690,"1804-2690",215,2,,,,,,,,
3,18,1804,1,2690,"1804-2690",216,1,0,,,,,,,7
3,18,1804,1,2690,"1804-2690",217,1,0,,,,,,,7
3,18,1804,1,2690,"1804-2690",219,2,,,,,,,,
3,18,1804,1,2690,"1804-2690",220,2,,,,,,,,
3,18,1804,1,2690,"1804-2690",221,1,0,,,,,,,7
3,18,1804,1,2690,"1804-2690",222,1,0,,,,,,,7
3,18,1804,1,2690,"1804-2690",223,1,0,,,,,,,7
3,18,1804,1,2690,"1804-2690",224,1,0,,,,,,,7
3,18,1804,1,2690,"1804-2690",225,1,0,,,,,,,7
3,18,1805,2,674,"1805-674",201,1,0,,,,,,2,5
3,18,1805,2,674,"1805-674",202,1,0,,,,,,2,5
3,18,1805,2,674,"1805-674",203,2,,,,,,,,
3,18,1805,2,674,"1805-674",204,1,10,3,,0,1,10,2,5
3,18,1805,2,674,"1805-674",205,2,,,,,,,,
3,18,1805,2,674,"1805-674",206,1,0,,,,,,2,5
3,18,1805,2,674,"1805-674",207,1,10,4,,70,0,35,1,7
3,18,1805,2,674,"1805-674",208,2,,,,,,,,
3,18,1805,2,674,"1805-674",209,2,,,,,,,,
3,18,1805,2,674,"1805-674",210,2,,,,,,,,
3,18,1805,2,674,"1805-674",211,2,,,,,,,,
3,18,1805,2,674,"1805-674",212,2,,,,,,,,
3,18,1805,2,674,"1805-674",213,2,,,,,,,,
3,18,1805,2,674,"1805-674",215,2,,,,,,,,
3,18,1805,2,674,"1805-674",216,1,1,4,,50,0,35,,7
3,18,1805,2,674,"1805-674",217,1,1,4,,50,0,15,,7
3,18,1805,2,674,"1805-674",219,1,10,4,,70,0,35,1,5
3,18,1805,2,674,"1805-674",220,2,,,,,,,,
3,18,1805,2,674,"1805-674",221,1,10,4,,70,0,35,,7
3,18,1805,2,674,"1805-674",222,1,10,4,,70,0,35,,2
3,18,1805,2,674,"1805-674",223,1,0,,,,,,,1
3,18,1805,2,674,"1805-674",224,2,,,,,,,,
3,18,1805,2,674,"1805-674",225,2,,,,,,,,
3,18,1805,2,792,"1805-792",201,2,,,,,,,,
3,18,1805,2,792,"1805-792",202,1,0.5,1,,,0,25,2,5
3,18,1805,2,792,"1805-792",203,2,,,,,,,,
3,18,1805,2,792,"1805-792",204,1,0.5,1,,,0,40,2,5
3,18,1805,2,792,"1805-792",205,2,,,,,,,,
3,18,1805,2,792,"1805-792",206,1,0.25,1,,,0,20,2,7
3,18,1805,2,792,"1805-792",207,1,0.25,1,,,0,25,1,7
3,18,1805,2,792,"1805-792",208,1,0.2,1,,,0,25,1,5
3,18,1805,2,792,"1805-792",209,1,0.2,1,,,0,25,2,5
3,18,1805,2,792,"1805-792",210,2,,,,,,,,
3,18,1805,2,792,"1805-792",211,2,,,,,,,,
3,18,1805,2,792,"1805-792",212,2,,,,,,,,
3,18,1805,2,792,"1805-792",213,1,0.3,4,,50,0,30,1,6
3,18,1805,2,792,"1805-792",215,2,,,,,,,,
3,18,1805,2,792,"1805-792",216,1,0.5,1,,,0,30,,7
3,18,1805,2,792,"1805-792",217,1,0.5,1,,,0,30,,7
3,18,1805,2,792,"1805-792",219,1,0.5,1,,,0,25,2,5
3,18,1805,2,792,"1805-792",220,2,,,,,,,,
3,18,1805,2,792,"1805-792",221,1,0.5,4,,50,0,10,,7
3,18,1805,2,792,"1805-792",222,1,0.5,1,,,0,15,,2
3,18,1805,2,792,"1805-792",223,1,0.5,4,,50,0,25,,7
3,18,1805,2,792,"1805-792",224,2,,,,,,,,
3,18,1805,2,792,"1805-792",225,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",201,1,0,,,,,,2,5
3,18,1807,2,1754,"1807-1754",202,1,0,,,,,,2,5
3,18,1807,2,1754,"1807-1754",203,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",204,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",205,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",206,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",207,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",208,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",209,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",210,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",211,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",212,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",213,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",215,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",216,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",217,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",219,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",220,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",221,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",222,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",223,1,0,,,,,,,7
3,18,1807,2,1754,"1807-1754",224,2,,,,,,,,
3,18,1807,2,1754,"1807-1754",225,2,,,,,,,,
3,18,1809,1,1098,"1809-1098",201,1,0,,,,,,1,5
3,18,1809,1,1098,"1809-1098",202,1,0,,,,,,1,5
3,18,1809,1,1098,"1809-1098",203,2,,,,,,,,
3,18,1809,1,1098,"1809-1098",204,1,0,,,,,,1,5
3,18,1809,1,1098,"1809-1098",205,2,,,,,,,,
3,18,1809,1,1098,"1809-1098",206,1,0,,,,,,1,5
3,18,1809,1,1098,"1809-1098",207,1,2,5,,100,0,20,1,7
3,18,1809,1,1098,"1809-1098",208,1,0,,,,,,1,7
3,18,1809,1,1098,"1809-1098",209,1,0,,,,,,1,7
3,18,1809,1,1098,"1809-1098",210,2,,,,,,,,
3,18,1809,1,1098,"1809-1098",211,2,,,,,,,,
3,18,1809,1,1098,"1809-1098",212,1,2,5,,100,0,20,1,5
3,18,1809,1,1098,"1809-1098",213,1,0,,,,,,1,6
3,18,1809,1,1098,"1809-1098",215,2,,,,,,,,
3,18,1809,1,1098,"1809-1098",216,1,0,,,,,,,7
3,18,1809,1,1098,"1809-1098",217,1,0,,,,,,,7
3,18,1809,1,1098,"1809-1098",219,1,1,5,,80,0,15,1,5
3,18,1809,1,1098,"1809-1098",220,1,1,5,,80,0,15,1,5
3,18,1809,1,1098,"1809-1098",221,1,0,,,,,,,7
3,18,1809,1,1098,"1809-1098",222,1,0,,,,,,,6
3,18,1809,1,1098,"1809-1098",223,1,0,,,,,,,7
3,18,1809,1,1098,"1809-1098",224,2,,,,,,,,
3,18,1809,1,1098,"1809-1098",225,2,,,,,,,,
3,18,1809,1,1756,"1809-1756",201,1,0,,,,,,2,5
3,18,1809,1,1756,"1809-1756",202,1,0,,,,,,1,5
3,18,1809,1,1756,"1809-1756",203,2,,,,,,,,
3,18,1809,1,1756,"1809-1756",204,1,0,,,,,,1,5
3,18,1809,1,1756,"1809-1756",205,2,,,,,,,,
3,18,1809,1,1756,"1809-1756",206,1,0,,,,,,1,7
3,18,1809,1,1756,"1809-1756",207,2,,,,,,,,
3,18,1809,1,1756,"1809-1756",208,1,0,,,,,,1,7
3,18,1809,1,1756,"1809-1756",209,1,0,,,,,,1,7
3,18,1809,1,1756,"1809-1756",210,1,0,,,,,,,7
3,18,1809,1,1756,"1809-1756",211,1,0,,,,,,,7
3,18,1809,1,1756,"1809-1756",212,1,0,,,,,,1,7
3,18,1809,1,1756,"1809-1756",213,1,0,,,,,,1,7
3,18,1809,1,1756,"1809-1756",215,2,,,,,,,,
3,18,1809,1,1756,"1809-1756",216,1,0,,,,,,,7
3,18,1809,1,1756,"1809-1756",217,1,0,,,,,,,7
3,18,1809,1,1756,"1809-1756",219,2,,,,,,,,
3,18,1809,1,1756,"1809-1756",220,2,,,,,,,,
3,18,1809,1,1756,"1809-1756",221,1,0,,,,,,,7
3,18,1809,1,1756,"1809-1756",222,1,0,,,,,,,7
3,18,1809,1,1756,"1809-1756",223,1,0,,,,,,,7
3,18,1809,1,1756,"1809-1756",224,1,0,,,,,,,4
3,18,1809,1,1756,"1809-1756",225,2,,,,,,,,
3,18,1810,1,540,"1810-540",201,2,,,,,,,,
3,18,1810,1,540,"1810-540",202,2,,,,,,,,
3,18,1810,1,540,"1810-540",203,2,,,,,,,,
3,18,1810,1,540,"1810-540",204,2,,,,,,,,
3,18,1810,1,540,"1810-540",205,2,,,,,,,,
3,18,1810,1,540,"1810-540",206,1,0,,,,,,1,7
3,18,1810,1,540,"1810-540",207,2,,,,,,,,
3,18,1810,1,540,"1810-540",208,1,0,,,,,,1,7
3,18,1810,1,540,"1810-540",209,1,0,,,,,,1,7
3,18,1810,1,540,"1810-540",210,1,0,,,,,,,7
3,18,1810,1,540,"1810-540",211,2,,,,,,,,
3,18,1810,1,540,"1810-540",212,2,,,,,,,,
3,18,1810,1,540,"1810-540",213,1,0,,,,,,1,7
3,18,1810,1,540,"1810-540",215,2,,,,,,,,
3,18,1810,1,540,"1810-540",216,1,0,,,,,,,7
3,18,1810,1,540,"1810-540",217,1,0,,,,,,,7
3,18,1810,1,540,"1810-540",219,1,0,,,,,,1,5
3,18,1810,1,540,"1810-540",220,2,,,,,,,,
3,18,1810,1,540,"1810-540",221,1,0,,,,,,,7
3,18,1810,1,540,"1810-540",222,1,0,,,,,,,7
3,18,1810,1,540,"1810-540",223,1,0,,,,,,,7
3,18,1810,1,540,"1810-540",224,2,,,,,,,,
3,18,1810,1,540,"1810-540",225,2,,,,,,,,
3,18,1812,2,42,"1812-42",201,2,,,,,,,,
3,18,1812,2,42,"1812-42",202,1,0,,,,,,2,5
3,18,1812,2,42,"1812-42",203,2,,,,,,,,
3,18,1812,2,42,"1812-42",204,2,,,,,,,,
3,18,1812,2,42,"1812-42",205,2,,,,,,,,
3,18,1812,2,42,"1812-42",206,2,,,,,,,,
3,18,1812,2,42,"1812-42",207,2,,,,,,,,
3,18,1812,2,42,"1812-42",208,2,,,,,,,,
3,18,1812,2,42,"1812-42",209,2,,,,,,,,
3,18,1812,2,42,"1812-42",210,2,,,,,,,,
3,18,1812,2,42,"1812-42",211,2,,,,,,,,
3,18,1812,2,42,"1812-42",212,2,,,,,,,,
3,18,1812,2,42,"1812-42",213,2,,,,,,,,
3,18,1812,2,42,"1812-42",215,2,,,,,,,,
3,18,1812,2,42,"1812-42",216,2,,,,,,,,
3,18,1812,2,42,"1812-42",217,1,0,,,,,,,7
3,18,1812,2,42,"1812-42",219,2,,,,,,,,
3,18,1812,2,42,"1812-42",220,2,,,,,,,,
3,18,1812,2,42,"1812-42",221,2,,,,,,,,
3,18,1812,2,42,"1812-42",222,2,,,,,,,,
3,18,1812,2,42,"1812-42",223,1,0,,,,,,,4
3,18,1812,2,42,"1812-42",224,2,,,,,,,,
3,18,1812,2,42,"1812-42",225,2,,,,,,,,
3,18,1813,2,522,"1813-522",201,2,,,,,,,,
3,18,1813,2,522,"1813-522",202,1,0,,,,,,2,5
3,18,1813,2,522,"1813-522",203,2,,,,,,,,
3,18,1813,2,522,"1813-522",204,1,5,4,,300,1,20,2,5
3,18,1813,2,522,"1813-522",205,2,,,,,,,,
3,18,1813,2,522,"1813-522",206,1,5,4,,300,0,55,2,5
3,18,1813,2,522,"1813-522",207,1,15,4,,250,0,1,2,7
3,18,1813,2,522,"1813-522",208,2,,,,,,,,
3,18,1813,2,522,"1813-522",209,1,5,4,,300,0,55,2,5
3,18,1813,2,522,"1813-522",210,2,,,,,,,,
3,18,1813,2,522,"1813-522",211,1,0,,,,,,,7
3,18,1813,2,522,"1813-522",212,2,,,,,,,,
3,18,1813,2,522,"1813-522",213,1,10,4,,500,0,35,1,7
3,18,1813,2,522,"1813-522",215,2,,,,,,,,
3,18,1813,2,522,"1813-522",216,2,,,,,,,,
3,18,1813,2,522,"1813-522",217,1,2,1,,,0,45,,7
3,18,1813,2,522,"1813-522",219,1,10,4,,500,0,35,1,5
3,18,1813,2,522,"1813-522",220,2,,,,,,,,
3,18,1813,2,522,"1813-522",221,1,10,4,,500,0,35,,7
3,18,1813,2,522,"1813-522",222,1,10,4,,500,0,35,,1
3,18,1813,2,522,"1813-522",223,1,0,,,,,,,1
3,18,1813,2,522,"1813-522",224,2,,,,,,,,
3,18,1813,2,522,"1813-522",225,2,,,,,,,,
3,18,1816,1,378,"1816-378",201,1,0,,,,,,2,5
3,18,1816,1,378,"1816-378",202,1,0,,,,,,2,5
3,18,1816,1,378,"1816-378",203,2,,,,,,,,
3,18,1816,1,378,"1816-378",204,1,0,,,,,,2,5
3,18,1816,1,378,"1816-378",205,2,,,,,,,,
3,18,1816,1,378,"1816-378",206,1,0,,,,,,1,7
3,18,1816,1,378,"1816-378",207,1,0,,,,,,1,7
3,18,1816,1,378,"1816-378",208,1,0,,,,,,1,7
3,18,1816,1,378,"1816-378",209,1,0,,,,,,1,7
3,18,1816,1,378,"1816-378",210,2,,,,,,,,
3,18,1816,1,378,"1816-378",211,2,,,,,,,,
3,18,1816,1,378,"1816-378",212,1,0,,,,,,1,5
3,18,1816,1,378,"1816-378",213,1,0,,,,,,1,7
3,18,1816,1,378,"1816-378",215,2,,,,,,,,
3,18,1816,1,378,"1816-378",216,1,0,,,,,,,7
3,18,1816,1,378,"1816-378",217,1,0,,,,,,,7
3,18,1816,1,378,"1816-378",219,1,25,5,,200,0,35,1,5
3,18,1816,1,378,"1816-378",220,2,,,,,,,,
3,18,1816,1,378,"1816-378",221,1,0,,,,,,,7
3,18,1816,1,378,"1816-378",222,1,0,,,,,,,3
3,18,1816,1,378,"1816-378",223,1,0,,,,,,,7
3,18,1816,1,378,"1816-378",224,1,0,,,,,,,2
3,18,1816,1,378,"1816-378",225,1,25,5,,200,0,35,,6
3,18,1817,2,572,"1817-572",201,1,0,,,,,,2,5
3,18,1817,2,572,"1817-572",202,1,0,,,,,,2,5
3,18,1817,2,572,"1817-572",203,2,,,,,,,,
3,18,1817,2,572,"1817-572",204,2,,,,,,,,
3,18,1817,2,572,"1817-572",205,2,,,,,,,,
3,18,1817,2,572,"1817-572",206,2,,,,,,,,
3,18,1817,2,572,"1817-572",207,2,,,,,,,,
3,18,1817,2,572,"1817-572",208,2,,,,,,,,
3,18,1817,2,572,"1817-572",209,2,,,,,,,,
3,18,1817,2,572,"1817-572",210,2,,,,,,,,
3,18,1817,2,572,"1817-572",211,2,,,,,,,,
3,18,1817,2,572,"1817-572",212,2,,,,,,,,
3,18,1817,2,572,"1817-572",213,2,,,,,,,,
3,18,1817,2,572,"1817-572",215,2,,,,,,,,
3,18,1817,2,572,"1817-572",216,2,,,,,,,,
3,18,1817,2,572,"1817-572",217,2,,,,,,,,
3,18,1817,2,572,"1817-572",219,2,,,,,,,,
3,18,1817,2,572,"1817-572",220,2,,,,,,,,
3,18,1817,2,572,"1817-572",221,2,,,,,,,,
3,18,1817,2,572,"1817-572",222,2,,,,,,,,
3,18,1817,2,572,"1817-572",223,1,0,,,,,,,5
3,18,1817,2,572,"1817-572",224,2,,,,,,,,
3,18,1817,2,572,"1817-572",225,2,,,,,,,,
3,18,1817,2,726,"1817-726",201,2,,,,,,,,
3,18,1817,2,726,"1817-726",202,1,0,,,,,,2,5
