"zone","state","lga","sector","ea","hhid","plotid","doc_id","s11b1q10a","s11b1q10b_1","s11b1q10b_2","s11b1q10b_3","s11b1q10b_4","s11b1q10b_5","s11b1q10b_6"
2,15,1506,1,1328,159065,1,2,2,,,,,,
2,15,1506,1,244,159112,2,2,2,,,,,,
4,16,1626,2,1546,160006,2,3,1,1,,,,,
4,16,1626,2,1546,160008,1,5,2,,,,,,
4,16,1626,2,1546,160008,1,6,2,,,,,,
4,16,1626,2,1546,160008,2,5,1,1,,,,,
4,16,1620,2,0,160010,4,5,1,1,2,,,,
4,16,1620,2,0,160010,4,6,1,1,2,,,,
4,16,1620,2,0,160010,5,5,1,1,2,,,,
4,16,1601,2,2484,169012,1,3,2,,,,,,
4,16,1602,2,234,169022,1,3,1,1,,,,,
4,16,1602,2,234,169022,2,3,1,1,,,,,
4,16,1602,2,234,169022,3,3,1,1,,,,,
4,16,1602,2,234,169022,4,3,1,1,,,,,
4,16,1602,2,234,169022,5,3,1,1,,,,,
4,16,1602,2,234,169022,6,3,1,1,,,,,
4,16,1607,2,574,169026,1,3,1,3,,,,,
4,16,1607,2,574,169026,2,3,1,3,,,,,
4,16,1607,2,574,169036,4,3,1,1,,,,,
4,16,1608,2,1480,169041,2,3,1,1,,,,,
4,16,1608,2,1480,169044,3,3,1,2,,,,,
4,16,1615,2,220,169099,2,3,1,1,,,,,
4,16,1615,2,220,169104,1,3,1,1,,,,,
4,16,1627,2,126,169121,5,3,2,,,,,,
4,16,1625,2,210,169149,1,2,1,1,,,,,
4,16,1625,2,210,169153,1,3,1,1,,,,,
4,16,1625,2,210,169153,2,3,1,1,,,,,
4,16,1625,2,210,169156,1,3,1,1,,,,,
4,16,1610,2,776,169170,3,1,1,2,,,,,
4,16,1622,2,692,169179,1,3,1,1,,,,,
4,16,1625,2,210,169181,1,3,1,1,,,,,
3,17,1701,2,10,179011,4,2,1,1,,,,,
3,17,1701,2,10,179012,5,3,1,1,,,,,
3,17,1712,2,126,179033,1,3,1,1,,,,,
3,17,1716,2,1344,179058,2,3,1,1,,,,,
3,17,1716,2,1344,179060,2,3,1,1,,,,,
3,18,1803,2,840,180039,2,3,1,1,2,,,,
3,18,1816,1,378,180047,1,1,1,1,,,,,
3,18,1816,1,378,180047,1,7,1,1,,,,,
3,18,1816,1,378,180047,2,2,1,1,,,,,
3,18,1816,1,378,180050,2,3,1,1,,,,,
3,18,1802,2,1040,189011,1,2,1,1,,,,,
3,18,1802,2,1040,189011,2,2,1,1,,,,,
3,18,1802,2,1040,189012,1,1,1,1,,,,,
3,18,1802,2,1554,189019,1,1,1,1,,,,,
3,18,1802,2,1554,189020,1,2,1,1,,,,,
3,18,1802,1,3204,189029,1,2,2,,,,,,
3,18,1805,2,674,189039,1,1,1,1,,,,,
3,18,1809,1,1756,189085,2,3,2,,,,,,
3,18,1812,2,42,189110,2,1,2,,,,,,
3,18,1813,2,522,189126,1,1,1,1,,,,,
3,18,1817,2,572,189144,5,1,1,1,,,,,
3,18,1817,2,726,189150,1,6,1,1,,,,,
3,18,1817,2,880,189157,2,7,1,1,,,,,
3,18,1817,2,880,189158,2,2,2,,,,,,
3,18,1817,2,880,189159,1,2,1,1,,,,,
3,18,1817,2,880,189162,1,3,1,1,,,,,
3,18,1818,2,76,189169,4,1,1,1,,,,,
3,18,1818,2,76,189169,4,7,1,1,,,,,
3,18,1818,2,76,189171,1,3,1,1,,,,,
3,18,1818,2,76,189171,3,3,1,1,,,,,
3,18,1821,2,24,189199,3,1,1,1,,,,,
3,18,1821,2,24,189204,2,1,1,1,,,,,
3,19,1914,2,934,190081,5,1,1,1,,,,,
3,19,1910,2,808,190135,2,3,1,1,,,,,
3,19,1910,2,808,190139,4,1,2,,,,,,
3,19,1919,2,366,190170,2,1,1,1,,,,,
3,19,1923,2,284,190195,1,1,1,1,,,,,
3,19,1923,2,284,190200,1,1,1,1,,,,,
3,19,1924,2,356,199036,1,1,1,1,,,,,
3,19,1924,2,356,199036,2,1,1,1,,,,,
3,19,1924,2,356,199036,3,1,1,1,,,,,
3,19,1927,2,622,199044,2,1,1,1,,,,,
3,19,1927,2,622,199048,1,1,1,1,,,,,
3,19,1927,2,622,199048,3,1,1,1,,,,,
3,19,1929,2,108,199060,4,1,1,1,,,,,
3,19,1929,2,108,199060,9,1,1,1,,,,,
3,19,1933,2,330,199064,1,1,1,1,,,,,
3,19,1933,2,330,199064,7,1,1,1,,,,,
3,19,1940,2,648,199082,2,1,1,1,,,,,
3,19,1940,2,648,199082,4,1,1,1,,,,,
3,19,1940,2,648,199082,5,1,1,1,,,,,
3,19,1940,2,648,199083,2,1,1,1,,,,,
3,19,1909,2,1684,199097,3,1,1,1,,,,,
3,19,1909,2,1684,199097,4,1,1,1,,,,,
3,20,2018,2,1134,200013,1,3,2,,,,,,
3,20,2018,2,0,200017,1,3,1,6,,,,,
3,20,2018,2,0,200017,2,3,1,6,,,,,
3,20,2018,2,1134,200020,2,2,2,,,,,,
3,20,2015,2,1746,200072,1,3,2,,,,,,
3,20,2025,2,760,200103,1,3,1,1,,,,,
3,20,2025,2,760,200110,1,1,1,1,,,,,
3,20,2025,2,760,200110,2,1,1,1,,,,,
3,20,2025,2,760,200110,3,1,1,1,,,,,
3,20,2025,2,760,200110,4,1,1,1,,,,,
3,20,2028,2,498,200161,2,3,1,1,,,,,
3,20,2028,2,498,200161,3,3,1,1,,,,,
3,20,2028,2,498,200162,4,3,1,1,,,,,
1,26,2606,1,0,200164,1,3,1,1,,,,,
3,20,2028,2,498,200165,1,3,1,1,,,,,
3,20,2028,2,498,200168,2,1,1,1,,,,,
3,20,2021,1,0,200169,1,7,1,1,,,,,
3,20,2021,1,0,200169,2,3,1,1,,,,,
3,20,2021,1,0,200169,3,3,1,1,,,,,
3,20,2003,2,1390,209002,1,3,1,1,,,,,
3,20,2003,2,1390,209002,3,3,1,1,,,,,
3,20,2003,2,1390,209002,4,3,1,1,,,,,
3,20,2003,2,1390,209005,1,3,1,1,,,,,
3,20,2003,2,1390,209005,2,3,1,1,,,,,
3,20,2003,2,1390,209005,3,3,1,1,,,,,
3,20,2003,2,1390,209005,4,3,1,1,,,,,
3,20,2003,2,1390,209006,1,3,1,1,,,,,
3,20,2003,2,1390,209006,2,3,1,1,,,,,
3,20,2003,2,1390,209006,3,3,1,1,,,,,
3,20,2003,2,1390,209009,3,1,1,1,,,,,
3,20,2003,2,1390,209009,4,1,1,1,,,,,
3,20,2009,2,144,209015,3,3,1,1,,,,,
3,20,2009,2,144,209021,2,1,1,1,,,,,
3,20,2010,2,946,209027,1,3,2,,,,,,
3,20,2010,2,946,209031,1,1,1,1,,,,,
3,20,2010,2,946,209036,2,1,1,1,,,,,
3,20,2010,2,946,209036,3,1,1,1,,,,,
3,20,2016,1,408,209037,1,3,1,1,,,,,
3,20,2016,1,408,209038,1,3,1,1,,,,,
3,20,2016,1,408,209038,2,3,1,1,,,,,
3,20,2016,1,408,209042,1,3,1,1,,,,,
3,20,2016,1,408,209045,1,1,2,,,,,,
3,20,2016,1,408,209045,2,1,2,,,,,,
3,20,2016,1,408,209045,3,1,2,,,,,,
3,20,2016,2,2102,209049,1,3,1,1,,,,,
3,20,2016,2,2102,209049,2,3,1,1,,,,,
3,20,2016,2,2102,209049,3,3,1,1,,,,,
3,20,2016,2,2102,209049,4,3,1,1,,,,,
3,20,2016,2,2102,209050,1,3,1,1,,,,,
3,20,2016,2,2102,209050,2,3,1,1,,,,,
3,20,2016,2,2102,209050,3,3,1,1,,,,,
3,20,2016,2,2102,209051,1,3,1,1,,,,,
3,20,2016,2,2102,209051,2,3,1,1,,,,,
3,20,2016,2,2102,209051,3,3,1,1,,,,,
3,20,2021,1,2086,209062,2,2,1,1,,,,,
3,20,2021,1,2086,209069,2,3,1,1,,,,,
3,20,2021,1,2086,209071,3,3,1,1,,,,,
3,20,2025,2,2222,209087,1,3,1,1,,,,,
3,20,2025,2,2222,209087,2,3,1,1,,,,,
3,20,2025,2,2222,209087,3,3,1,1,,,,,
3,20,2025,2,2222,209088,1,3,1,1,,,,,
3,20,2025,2,2222,209088,3,3,1,1,,,,,
3,20,2025,2,2222,209088,4,3,1,1,,,,,
3,20,2025,2,2222,209088,8,1,2,,,,,,
3,20,2025,2,2222,209089,3,3,1,1,,,,,
3,20,2025,2,2222,209096,1,3,1,1,,,,,
3,20,2025,2,2222,209096,3,3,1,1,,,,,
3,20,2026,2,1216,209100,2,2,2,,,,,,
3,20,2026,2,1216,209103,1,3,1,1,,,,,
3,20,2026,2,1216,209103,2,3,1,1,,,,,
3,20,2032,2,50,209115,2,1,1,1,,,,,
3,20,2034,2,908,209125,2,2,1,1,,,,,
3,20,2034,2,908,209126,1,1,1,1,,,,,
3,20,2034,2,908,209126,2,1,1,1,,,,,
3,20,2034,2,908,209131,1,3,2,,,,,,
3,21,2106,2,2822,210006,1,1,1,1,,,,,
3,21,2106,2,2822,210006,2,1,1,1,,,,,
3,21,2105,2,1606,219021,1,3,1,1,,,,,
3,21,2111,2,260,219026,2,3,2,,,,,,
3,21,2111,2,260,219027,1,2,1,1,,,,,
3,21,2111,2,260,219027,2,2,1,1,2,,,,
3,21,2111,2,260,219027,2,3,2,,,,,,
3,21,2111,2,260,219032,2,2,1,1,,,,,
3,21,2112,2,442,219044,1,2,1,1,,,,,
3,21,2112,2,442,219045,1,1,1,1,,,,,
3,21,2112,2,442,219045,1,3,2,,,,,,
1,22,2211,2,594,220019,1,3,1,13,16,19,,,
1,22,2211,2,594,220020,1,3,1,1,2,4,,,
1,22,2211,2,594,220020,2,3,1,1,2,4,,,
1,22,2216,1,428,220026,1,6,2,,,,,,
1,22,2220,1,1296,220057,1,3,1,1,2,,,,
1,22,2220,1,1296,220057,2,3,1,1,2,3,,,
1,22,2203,2,2578,229007,1,3,2,,,,,,
1,22,2203,2,2578,229011,1,3,2,,,,,,
1,22,2208,2,194,229015,1,3,2,,,,,,
1,22,2213,1,100,229046,1,3,1,1,2,3,,,
1,22,2213,1,100,229046,2,3,1,1,2,3,,,
1,23,2307,1,2316,230018,1,3,1,1,,,,,
1,23,2307,1,2316,230018,1,6,1,1,,,,,
1,23,2304,2,322,230073,1,2,1,2,,,,,
1,23,2304,2,322,230073,1,5,2,,,,,,
1,23,2304,2,322,230073,1,6,2,,,,,,
1,23,2919,1,0,230074,1,3,1,1,,,,,
1,23,2919,1,0,230075,1,3,1,3,,,,,
1,23,2919,1,0,230075,1,6,1,3,,,,,
1,23,2304,2,432,239029,1,6,1,1,,,,,
1,23,2305,2,174,239043,2,2,1,1,,,,,
1,23,2305,2,174,239043,2,3,2,,,,,,
1,23,2305,2,174,239043,2,5,1,1,,,,,
1,23,2305,2,174,239043,2,6,1,1,,,,,
1,23,2306,1,78,239054,2,3,1,1,,,,,
1,23,2306,1,78,239054,2,6,1,1,,,,,
1,23,2308,1,5126,239077,1,1,1,1,2,,,,
1,23,2308,1,5126,239081,1,3,1,1,,,,,
1,23,2308,1,5126,239081,1,6,1,1,,,,,
1,23,2309,1,1224,239104,5,2,1,1,2,,,,
1,23,2310,2,30,239125,4,5,1,1,,,,,
1,23,2310,2,496,239140,1,3,1,1,,,,,
1,23,2313,1,382,239147,1,5,1,1,,,,,
1,23,2313,1,382,239147,1,7,1,1,,,,,
1,23,2313,1,382,239148,1,5,1,1,,,,,
1,23,2313,1,382,239150,1,3,2,,,,,,
1,23,2313,1,382,239152,1,3,1,1,,,,,
1,23,2313,1,382,239152,1,6,1,1,,,,,
1,23,2314,2,354,239161,3,2,1,1,2,,,,
1,23,2305,2,174,239199,2,5,1,1,,,,,
1,23,2305,2,174,239199,2,6,1,1,,,,,
6,24,2403,1,0,240056,1,2,1,1,2,,,,
6,24,2403,1,0,240056,1,3,1,1,2,,,,
6,24,2418,1,1770,240072,1,2,1,1,,,,,
6,24,2418,1,1770,240072,1,3,1,1,,,,,
6,24,2418,1,1770,240073,1,2,1,1,,,,,
6,24,2418,1,1770,240073,1,3,1,1,,,,,
6,24,2413,1,306,240122,1,2,1,1,,,,,
6,24,2413,1,306,240122,1,3,1,1,,,,,
6,24,2413,1,306,240122,1,5,1,1,,,,,
6,24,2413,1,306,240124,1,3,2,,,,,,
6,24,2413,1,306,240124,1,5,2,,,,,,
6,24,2413,1,306,240124,1,6,2,,,,,,
6,24,2401,1,396,249006,1,3,1,1,,,,,
6,24,2401,1,396,249010,1,7,1,1,,,,,
6,24,2401,1,1664,249026,1,3,1,1,,,,,
6,24,2401,1,1664,249029,1,2,1,1,2,,,,
6,24,2401,1,1664,249029,1,3,1,1,2,,,,
6,24,2401,1,1664,249035,1,2,1,1,,,,,
6,24,2403,1,1444,249038,1,2,2,,,,,,
6,24,2403,1,1444,249042,1,3,1,1,,,,,
6,24,2418,1,920,249147,1,2,1,1,,,,,
6,24,2418,1,920,249147,1,3,1,1,,,,,
6,24,2418,1,920,249147,2,3,1,1,,,,,
6,24,2418,1,1090,249157,1,3,1,1,,,,,
6,24,2418,1,1090,249157,2,3,1,1,,,,,
6,24,2418,1,1090,249157,3,3,1,1,,,,,
6,24,2418,1,1090,249159,1,2,1,1,,,,,
6,24,2418,1,1090,249159,1,3,1,1,,,,,
6,24,2418,1,1090,249161,1,2,1,1,,,,,
6,24,2418,1,1090,249161,1,3,1,1,,,,,
6,24,2418,1,1090,249161,1,5,1,1,,,,,
6,24,2418,1,1090,249161,1,6,1,1,,,,,
6,24,2418,1,1090,249163,1,3,1,1,,,,,
6,24,2418,1,1090,249166,1,2,1,1,,,,,
6,24,2418,1,1090,249166,1,3,1,1,,,,,
6,24,2418,1,1090,249166,1,5,1,1,,,,,
6,24,2418,1,1090,249167,1,5,1,1,,,,,
6,24,2418,1,1090,249167,1,6,1,1,,,,,
6,24,2418,1,1090,249167,2,5,1,1,,,,,
6,24,2418,1,1090,249167,2,6,1,1,,,,,
6,24,2401,1,396,249241,1,3,1,1,,,,,
6,24,2403,1,1444,249248,1,2,1,1,2,,,,
6,24,2403,1,1444,249248,1,3,1,1,2,,,,
6,24,2418,1,1090,249267,1,3,1,1,,,,,
1,25,2504,2,222,250017,5,2,1,1,,,,,
1,25,2504,2,222,250018,1,1,1,1,,,,,
1,25,2504,2,222,250018,6,2,1,1,,,,,
1,25,2504,2,222,250018,13,2,1,1,,,,,
1,25,2503,2,1350,259002,1,1,1,1,,,,,
1,25,2503,2,1350,259002,3,1,1,1,,,,,
1,26,2613,2,1462,260156,1,3,1,1,,,,,
1,26,2613,2,1462,260157,1,3,1,1,,,,,
1,26,2604,2,1652,269013,1,3,1,1,,,,,
1,26,2604,2,1652,269013,2,3,2,,,,,,
1,26,2604,2,1652,269014,2,3,1,1,2,,,,
1,26,2604,2,1652,269018,1,1,1,3,,,,,
1,26,2604,2,1652,269019,1,3,1,1,,,,,
1,26,2604,2,1652,269019,2,3,1,1,,,,,
1,26,2615,2,556,269059,1,3,1,1,,,,,
1,26,2624,2,118,269079,1,6,1,1,,,,,
6,27,2701,1,0,270010,1,5,1,1,,,,,
6,27,2701,1,0,270010,2,5,1,1,,,,,
6,27,2715,1,0,270029,1,3,2,,,,,,
6,27,2715,1,0,270029,1,5,2,,,,,,
6,27,2715,1,0,270029,2,3,2,,,,,,
6,27,2715,1,0,270029,2,6,2,,,,,,
6,27,2712,2,110,270045,1,3,1,1,,,,,
5,10,1010,1,0,270049,1,3,2,,,,,,
6,27,2711,1,710,270052,1,2,1,1,,,,,
6,27,2711,1,710,270052,1,3,1,1,,,,,
6,27,2711,1,710,270052,1,5,1,1,,,,,
6,27,2711,1,710,270053,1,3,1,1,,,,,
6,27,2703,2,0,270064,1,3,1,1,,,,,
6,27,2703,1,1076,270094,1,5,2,,,,,,
6,27,2703,1,1076,270095,1,2,1,2,,,,,
6,27,2703,1,1076,270095,1,3,1,2,,,,,
6,27,2703,1,1076,270095,1,5,1,2,,,,,
6,27,2703,1,1076,270095,1,6,1,2,,,,,
6,27,2705,2,568,279006,2,3,2,,,,,,
6,27,2705,2,568,279010,1,2,1,1,,,,,
6,27,2705,2,568,279010,3,2,1,1,,,,,
6,27,2706,2,362,279015,1,2,1,1,,,,,
6,27,2706,2,362,279015,1,3,2,,,,,,
6,27,2706,2,362,279015,2,2,1,1,2,,,,
6,27,2706,2,362,279015,2,3,1,1,2,,,,
6,27,2712,2,356,279054,1,2,1,1,,,,,
6,27,2712,2,356,279054,1,3,1,1,,,,,
6,27,2715,2,864,279072,2,3,2,,,,,,
6,27,2715,2,864,279072,3,3,2,,,,,,
6,27,2716,2,44,279082,1,3,2,,,,,,
6,27,2720,1,1048,279087,1,3,1,1,,,,,
6,27,2720,1,1836,279097,1,2,1,1,,,,,
6,27,2720,1,1836,279097,1,3,2,,,,,,
6,27,2720,1,1836,279098,1,2,1,1,,,,,
6,27,2720,1,1836,279098,1,3,1,1,,,,,
6,27,2720,1,1836,279098,1,5,1,1,,,,,
6,27,2720,1,1836,279100,1,2,1,1,,,,,
6,27,2703,1,0,280031,1,2,1,1,2,,,,
6,28,2806,1,0,280037,1,3,2,,,,,,
6,28,2806,1,0,280037,2,3,2,,,,,,
6,28,2806,1,0,280037,3,3,2,,,,,,
6,28,2814,1,1876,280084,1,1,1,4,7,,,,
6,28,2813,2,612,280112,1,1,1,1,,,,,
6,28,2813,2,612,280112,3,5,1,1,,,,,
6,28,2813,2,612,280113,1,3,1,1,,,,,
6,28,2813,2,612,280113,2,1,1,1,,,,,
6,28,2813,2,612,280113,3,1,1,1,,,,,
6,28,2813,2,612,280113,4,3,1,1,,,,,
6,28,2813,2,0,280114,1,2,2,,,,,,
6,28,2813,2,0,280114,4,3,2,,,,,,
6,28,2813,2,612,280117,2,3,1,1,,,,,
6,28,2813,2,612,280117,3,3,1,1,,,,,
6,28,2813,2,612,280117,4,1,1,1,,,,,
6,28,2805,2,498,289019,1,3,2,,,,,,
6,28,2808,2,1494,289025,3,3,1,1,,,,,
6,28,2808,2,1494,289028,1,1,1,1,,,,,
6,28,2808,2,1494,289032,1,3,1,1,,,,,
6,28,2808,2,1494,289032,2,3,1,1,,,,,
6,28,2808,2,1494,289032,3,3,1,1,,,,,
6,28,2811,2,390,289037,3,1,1,1,,,,,
6,28,2811,2,390,289042,6,3,2,,,,,,
6,28,2811,2,390,289043,4,1,1,1,,,,,
6,29,2930,1,530,290006,1,3,1,1,,,,,
6,29,2930,1,0,290009,2,3,1,1,,,,,
6,29,2930,1,0,290009,2,5,1,1,,,,,
6,29,2930,1,0,290035,1,3,1,1,,,,,
6,29,2930,1,1300,290038,1,3,1,3,,,,,
6,29,2909,2,220,290043,1,3,2,,,,,,
6,29,2909,2,220,290043,1,5,2,,,,,,
6,29,2905,1,1096,290073,1,2,1,3,,,,,
6,29,2905,1,1096,290073,1,3,1,3,,,,,
6,29,2905,1,1096,290073,1,5,1,3,,,,,
6,29,2905,1,1096,290073,1,6,1,3,,,,,
6,29,2905,1,1096,290078,1,3,1,1,,,,,
6,29,2910,1,350,290083,3,1,1,1,,,,,
6,29,2910,1,350,290083,3,3,1,1,,,,,
6,29,2910,1,350,290083,3,5,1,1,,,,,
6,29,2910,1,350,290084,1,3,1,1,,,,,
6,29,2910,1,350,290084,1,5,1,1,,,,,
6,29,2910,1,0,290086,1,1,1,1,,,,,
6,29,2910,1,0,290086,1,3,1,1,,,,,
6,29,2910,1,350,290087,1,2,1,1,,,,,
6,29,2910,1,350,290087,1,5,1,1,,,,,
6,29,2910,1,350,290088,1,3,1,1,,,,,
6,29,2910,1,350,290088,1,5,1,1,,,,,
6,29,2910,1,350,290088,2,3,1,1,,,,,
6,29,2910,1,350,290088,2,5,1,1,,,,,
6,29,2910,1,350,290090,3,3,1,3,,,,,
6,29,2910,1,350,290090,5,3,1,3,,,,,
6,29,2920,2,1628,290173,1,3,1,1,,,,,
6,29,2920,2,1628,290173,2,3,1,1,,,,,
6,29,2920,2,1628,290173,3,3,2,,,,,,
6,29,2920,2,1628,290173,4,3,1,1,,,,,
6,29,2920,2,1628,290179,6,2,1,1,,,,,
6,29,2920,2,1628,290179,6,3,1,1,,,,,
6,29,2920,2,1628,290179,6,6,1,1,,,,,
6,29,2915,1,622,299001,4,3,2,,,,,,
6,29,2915,1,622,299004,1,7,1,1,2,,,,
6,29,2915,1,622,299005,1,2,2,,,,,,
6,29,2915,1,622,299005,1,3,2,,,,,,
6,29,2915,1,622,299005,1,5,2,,,,,,
6,29,2915,1,622,299005,2,2,1,1,,,,,
6,29,2915,1,622,299005,2,3,1,1,,,,,
6,29,2915,1,622,299005,3,2,1,1,,,,,
6,29,2915,1,622,299005,3,3,1,1,,,,,
6,29,2915,1,622,299005,3,5,1,1,,,,,
6,29,2915,1,622,299005,4,2,1,1,,,,,
6,29,2915,1,622,299005,4,3,1,1,,,,,
6,29,2915,1,622,299005,4,5,1,1,,,,,
6,29,2915,1,622,299007,1,2,1,1,,,,,
6,29,2915,1,622,299007,1,3,1,1,,,,,
6,29,2915,1,622,299007,1,5,1,1,,,,,
6,29,2915,1,622,299007,1,6,1,1,,,,,
6,29,2915,1,622,299008,5,3,1,1,,,,,
6,29,2915,1,622,299008,5,6,1,1,,,,,
6,29,2915,1,622,299009,1,2,1,1,,,,,
6,29,2915,1,622,299009,1,3,1,1,,,,,
6,29,2915,1,622,299011,1,3,1,1,,,,,
6,29,2915,1,622,299011,1,6,1,1,,,,,
6,29,2915,1,622,299012,2,1,1,1,,,,,
6,29,2918,1,454,299014,5,3,1,1,,,,,
6,29,2918,1,454,299018,1,3,2,,,,,,
6,29,2918,1,454,299018,1,4,1,1,2,,,,
6,29,2918,1,454,299018,3,3,1,1,2,,,,
6,29,2918,1,454,299022,5,3,1,1,,,,,
6,29,2918,1,454,299022,5,5,1,1,,,,,
6,29,2928,1,322,299025,1,3,1,1,,,,,
6,29,2928,1,322,299028,2,3,1,1,,,,,
6,29,2928,1,322,299030,2,5,1,1,,,,,
6,29,2928,1,322,299030,2,6,1,1,,,,,
6,29,2928,1,322,299035,2,3,1,1,,,,,
6,29,2928,1,322,299035,3,3,2,,,,,,
6,29,2928,1,322,299036,2,3,1,1,,,,,
6,30,3007,1,1624,300011,1,3,2,,,,,,
6,30,3007,1,1624,300013,1,3,1,1,4,5,,,
6,30,3007,1,1624,300013,1,5,1,1,,,,,
6,30,3007,1,1624,300013,2,5,1,1,,,,,
6,30,3005,1,2942,300092,1,5,1,1,,,,,
6,30,3005,1,2942,300092,1,6,1,1,,,,,
6,30,3002,2,0,300136,1,3,1,1,,,,,
6,30,3002,2,0,300136,1,4,1,1,,,,,
6,30,3002,1,1264,300141,1,2,1,1,2,,,,
6,30,3002,1,0,300142,1,2,1,1,,,,,
6,30,3002,1,0,300142,1,3,1,1,,,,,
6,30,3002,1,0,300142,2,3,1,1,,,,,
6,30,3002,1,0,300142,2,5,1,1,,,,,
6,30,3002,1,0,300142,2,6,1,1,,,,,
6,30,3002,1,1264,300143,1,3,2,,,,,,
6,30,3002,1,0,300145,1,2,1,1,,,,,
6,30,3002,1,0,300145,1,3,1,1,,,,,
6,30,3002,1,1264,300146,2,5,1,1,,,,,
6,30,3002,1,0,300147,1,5,2,,,,,,
6,30,3023,2,622,300178,2,3,1,1,,,,,
6,30,3005,1,3648,309002,1,5,1,1,,,,,
6,30,3005,1,3648,309002,1,6,1,1,,,,,
6,30,3005,1,3648,309006,1,2,1,1,,,,,
6,30,3005,1,3648,309006,1,5,1,1,,,,,
6,30,3005,1,3648,309006,1,6,1,1,,,,,
6,30,3005,1,3648,309008,1,2,1,1,,,,,
6,30,3005,1,3648,309008,1,3,1,1,,,,,
6,30,3005,1,3648,309008,1,5,1,1,,,,,
6,30,3005,1,3648,309008,1,6,1,1,,,,,
6,30,3005,1,3648,309010,1,2,1,1,,,,,
6,30,3005,1,3648,309010,1,3,1,1,,,,,
6,30,3005,1,3648,309010,1,5,1,1,,,,,
6,30,3006,1,520,309022,2,5,1,1,,,,,
6,30,3020,2,1092,309083,1,3,1,1,,,,,
6,30,3020,2,1092,309083,1,5,1,1,,,,,
6,30,3020,2,1092,309083,1,6,1,1,,,,,
6,30,3021,2,628,309096,1,3,1,1,2,,,,
6,30,3026,1,72,309097,2,3,1,1,,,,,
6,30,3026,1,72,309097,2,5,1,1,,,,,
6,30,3026,1,72,309097,2,6,1,1,,,,,
6,30,3026,1,72,309108,1,3,1,1,,,,,
5,6,608,1,0,320009,1,2,1,1,,,,,
5,32,3213,2,282,329062,10,6,2,,,,,,
5,32,3213,2,1358,329076,1,3,1,1,,,,,
5,32,3213,2,1358,329076,1,5,1,1,,,,,
5,32,3213,2,1358,329076,1,6,1,1,,,,,
5,32,3213,2,1358,329076,2,2,1,1,,,,,
5,32,3213,2,1358,329076,2,3,1,1,,,,,
5,32,3213,2,1358,329076,2,5,1,1,,,,,
5,32,3213,2,1358,329076,3,2,1,1,,,,,
5,32,3213,2,1358,329076,3,3,1,1,,,,,
5,32,3213,2,1358,329076,3,5,1,1,,,,,
5,32,3213,2,1358,329076,4,2,1,1,,,,,
5,32,3213,2,1358,329076,4,3,1,1,,,,,
5,32,3213,2,1358,329076,4,5,1,1,,,,,
5,32,3213,2,1358,329078,1,1,1,1,2,,,,
5,32,3213,2,1358,329078,2,1,1,1,2,,,,
5,32,3213,2,1358,329078,2,3,1,1,2,,,,
5,32,3213,2,1358,329078,2,5,1,1,2,,,,
5,32,3213,2,1358,329078,5,1,1,1,2,,,,
5,32,3213,2,1358,329078,5,3,1,1,2,,,,
5,32,3213,2,1358,329078,5,5,1,1,2,,,,
5,32,3223,2,668,329093,2,3,1,1,2,,,,
3,33,3323,2,92,330032,1,2,2,,,,,,
3,33,3323,2,92,330034,1,1,1,1,,,,,
3,33,3323,2,92,330034,2,1,1,1,,,,,
3,33,3323,2,92,330037,1,2,1,1,2,5,,,
3,33,3323,2,92,330040,1,1,1,1,,,,,
3,33,3313,2,930,330052,1,2,1,18,,,,,
3,33,3313,2,930,330052,2,2,1,1,,,,,
3,33,3302,2,816,339010,2,1,1,1,,,,,
2,34,3405,2,456,340033,1,1,2,,,,,,
2,34,3405,2,456,340033,2,2,1,1,,,,,
2,34,3401,2,370,349008,1,3,2,,,,,,
2,34,3401,2,370,349009,1,3,2,,,,,,
2,34,3406,2,728,349046,1,2,2,,,,,,
2,34,3409,2,500,349068,1,3,1,1,,,,,
2,34,3409,2,500,349068,2,3,2,,,,,,
2,34,3409,2,500,349068,3,3,1,1,,,,,
2,34,3411,2,1034,349077,1,2,1,1,,,,,
2,34,3411,2,1034,349078,1,3,1,1,,,,,
2,35,3513,2,576,350061,1,3,2,,,,,,
2,35,3513,2,576,350064,1,3,1,1,4,5,6,7,8
2,35,3513,2,576,350064,2,3,1,3,4,5,,,
2,35,3513,2,576,350064,3,3,1,4,,,,,
2,35,3513,2,576,350065,1,3,1,1,8,,,,
2,35,3513,2,576,350065,2,3,1,1,8,,,,
2,35,3513,2,576,350065,3,3,1,1,8,,,,
2,35,3513,2,576,350068,3,3,1,1,3,,,,
2,35,3513,2,576,350070,1,3,2,,,,,,
2,35,3505,2,1726,359004,1,1,1,4,5,,,,
2,35,3505,2,1726,359004,2,1,1,1,4,5,,,
2,35,3505,2,1726,359004,3,1,1,1,4,5,,,
2,35,3505,2,1726,359011,2,1,1,1,,,,,
2,35,3507,2,596,359025,1,2,1,1,5,8,9,,
2,35,3507,2,596,359029,1,2,1,1,,,,,
2,35,3510,2,550,359037,1,3,1,1,6,,,,
2,35,3510,2,550,359037,2,3,1,1,,,,,
2,35,3510,2,550,359037,3,1,1,1,,,,,
2,35,3510,2,550,359037,3,3,1,1,,,,,
2,35,3512,2,478,359049,1,1,1,1,,,,,
2,35,3512,2,478,359049,1,3,1,1,,,,,
2,35,3512,2,478,359049,2,1,1,1,,,,,
