"zone","state","lga","ea","sector","hhid","ag1","ag2","ag3","ag4"
1,7,721,2400,2,79121,1,2,2,2
1,7,721,2400,2,79122,1,2,1,2
1,7,721,2400,2,79123,1,2,2,2
1,7,721,2400,2,79124,1,1,1,2
1,7,721,2400,2,79125,1,1,1,2
1,7,721,2400,2,79127,1,1,1,2
1,7,721,2400,2,79128,1,2,2,2
1,7,721,2400,2,79129,1,1,1,2
1,7,721,2400,2,79131,1,1,2,2
1,7,721,2400,2,79132,1,1,1,1
1,7,723,1088,2,79133,1,1,1,2
1,7,723,1088,2,79134,1,1,1,2
1,7,723,1088,2,79136,1,1,1,1
1,7,723,1088,2,79137,1,1,2,2
1,7,723,1088,2,79138,1,1,1,1
1,7,723,1088,2,79139,1,1,2,2
1,7,723,1088,2,79140,1,2,1,2
1,7,723,1088,2,79141,1,2,1,2
1,7,723,1088,2,79142,1,2,1,2
1,7,723,1088,2,79143,1,2,1,2
2,8,821,1448,1,80011,1,1,2,2
2,8,821,1448,1,80012,1,1,2,2
2,8,821,1448,1,80013,1,1,1,2
2,8,821,1448,1,80014,1,1,1,1
2,8,821,1448,1,80015,1,1,1,1
2,8,821,1448,1,80016,1,1,2,2
2,8,821,1448,1,80017,1,1,1,1
2,8,821,1448,1,80018,1,1,2,2
2,8,821,1448,1,80019,1,1,1,2
2,8,821,1448,1,80020,1,1,1,1
2,8,805,46,2,80091,1,1,1,2
2,8,805,46,2,80092,1,1,2,2
2,8,805,46,2,80093,2,2,2,2
2,8,805,46,2,80095,1,1,1,2
2,8,805,46,2,80097,1,1,2,2
2,8,805,46,2,80098,1,1,1,2
2,8,805,46,2,80099,2,1,1,2
2,8,805,46,2,80100,1,1,2,2
2,8,827,804,2,80101,1,1,2,2
2,8,827,804,2,80102,1,1,1,2
2,8,827,804,2,80103,1,1,1,2
2,8,827,804,2,80104,1,1,2,2
2,8,827,804,2,80105,1,1,1,2
2,8,827,804,2,80106,1,1,2,2
2,8,827,804,2,80107,1,1,1,2
2,8,827,804,2,80108,1,1,1,2
2,8,827,804,2,80109,1,1,1,2
2,8,827,804,2,80110,1,1,1,2
2,8,821,12,1,89001,2,1,2,1
2,8,821,12,1,89002,2,2,2,2
2,8,821,12,1,89003,2,1,1,2
2,8,821,12,1,89004,2,2,2,2
2,8,821,12,1,89005,1,1,1,2
2,8,821,12,1,89006,2,1,1,2
2,8,821,12,1,89007,1,1,2,2
2,8,821,12,1,89009,1,2,2,2
2,8,821,12,1,89010,2,2,2,2
2,8,821,12,1,89011,2,2,2,2
2,8,821,1628,1,89015,1,1,2,2
2,8,821,1628,1,89016,1,1,1,2
2,8,821,1628,1,89017,1,2,1,1
2,8,821,1628,1,89019,2,2,1,1
2,8,821,1628,1,89020,1,2,2,2
2,8,821,1628,1,89021,1,1,2,2
2,8,821,1628,1,89022,2,1,1,2
2,8,821,1628,1,89023,1,1,1,2
2,8,821,1628,1,89024,1,2,2,2
2,8,821,1628,1,89028,1,1,1,2
5,9,908,278,1,90001,2,2,2,2
5,9,908,278,1,90002,1,2,2,2
5,9,908,278,1,90003,2,2,2,2
5,9,908,278,1,90004,2,2,2,1
5,9,908,278,1,90005,2,2,2,2
5,9,908,0,1,90006,1,2,2,2
5,3,312,0,2,90007,1,1,1,2
5,9,908,278,1,90009,2,2,2,2
5,9,908,278,1,90010,2,2,2,2
5,9,915,1390,1,90021,1,1,2,2
5,9,915,1390,1,90022,1,1,1,2
5,9,915,0,2,90024,,,,
5,9,915,1390,1,90025,1,1,1,1
5,9,915,1390,1,90026,2,2,2,2
5,9,915,1390,1,90027,1,2,1,2
5,9,915,1390,1,90028,1,2,1,2
5,9,915,1390,1,90029,1,2,1,2
5,9,915,1390,1,90030,2,2,2,2
5,9,901,398,2,90041,1,2,2,2
5,9,901,0,2,90042,2,2,2,2
5,9,901,0,2,90043,1,1,1,2
5,9,901,398,2,90044,1,2,1,2
5,9,901,398,2,90045,1,2,2,2
5,9,901,398,2,90046,2,2,2,2
5,9,901,398,2,90047,1,2,1,2
5,9,901,398,2,90048,1,2,2,2
5,9,918,834,2,90091,1,2,1,1
5,9,918,834,2,90092,1,1,1,2
5,9,918,834,2,90093,1,1,2,2
5,9,918,834,2,90094,1,1,1,2
5,9,918,834,2,90095,1,1,1,2
5,9,918,834,2,90096,1,1,1,2
5,9,918,834,2,90097,1,2,1,2
5,9,918,0,2,90098,2,2,2,2
5,9,918,834,2,90099,1,2,1,2
5,9,918,834,2,90100,1,2,2,2
5,9,905,2128,2,99001,1,2,2,2
5,9,905,2128,2,99002,1,2,2,2
5,9,905,2128,2,99003,1,1,2,2
5,9,905,2128,2,99004,1,2,1,2
5,9,905,2128,2,99005,1,1,1,2
5,9,905,2128,2,99006,1,2,2,2
5,9,905,2128,2,99008,1,2,1,1
5,9,905,2128,2,99009,1,1,1,2
5,9,905,2128,2,99010,1,1,2,2
5,9,905,2128,2,99011,1,2,1,2
5,9,908,78,1,99013,1,2,2,2
5,9,908,78,1,99014,2,2,2,2
5,9,908,78,1,99015,2,2,2,2
5,9,908,78,1,99016,2,2,2,2
5,9,908,78,1,99017,2,2,2,2
5,9,908,78,1,99019,2,2,2,2
5,9,908,78,1,99020,2,2,2,2
5,9,908,78,1,99021,1,2,2,2
5,9,908,78,1,99023,1,2,2,2
5,9,909,506,1,99026,2,2,2,2
5,9,909,506,1,99027,2,2,2,1
5,9,909,506,1,99029,2,2,2,2
5,9,909,506,1,99030,2,2,2,2
5,9,909,506,1,99031,2,2,2,2
5,9,909,506,1,99032,2,2,2,2
5,9,909,506,1,99033,2,2,2,2
5,9,909,506,1,99034,2,2,2,2
5,9,909,506,1,99035,2,2,2,2
5,9,909,506,1,99036,2,2,2,2
5,9,910,370,2,99037,1,2,1,1
5,9,910,370,2,99038,1,2,1,2
5,9,910,370,2,99039,1,2,2,2
5,9,910,370,2,99040,1,2,2,2
5,9,910,370,2,99041,1,2,2,2
5,9,910,370,2,99043,1,1,1,1
5,9,910,370,2,99044,1,1,1,2
5,9,910,370,2,99045,1,2,1,2
5,9,910,370,2,99046,1,2,2,2
5,9,910,370,2,99048,1,2,1,2
5,9,910,730,2,99051,1,2,2,2
5,9,910,730,2,99052,1,2,2,2
5,9,910,730,2,99053,1,2,1,2
5,9,910,730,2,99054,1,1,2,2
5,9,910,730,2,99055,1,2,1,2
5,9,910,730,2,99056,1,2,2,2
5,9,910,730,2,99057,1,2,1,2
5,9,910,730,2,99058,1,1,1,2
5,9,910,730,2,99059,1,1,2,2
5,9,913,1510,2,99061,1,2,2,2
5,9,913,1510,2,99062,1,1,1,2
5,9,913,1510,2,99064,1,2,2,2
5,9,913,1510,2,99065,1,2,2,2
5,9,913,1510,2,99066,1,2,2,2
5,9,913,1510,2,99068,1,1,2,2
5,9,913,1510,2,99070,1,1,2,2
5,9,913,1510,2,99071,1,2,2,2
5,9,913,1510,2,99072,1,2,2,2
5,9,917,2282,2,99074,1,2,2,2
5,9,917,2282,2,99075,1,1,2,2
5,9,917,2282,2,99076,2,2,1,2
5,9,917,2282,2,99077,1,2,1,2
5,9,917,2282,2,99079,1,2,2,2
5,9,917,2282,2,99080,1,2,2,1
5,9,917,2282,2,99081,1,2,2,2
5,9,917,2282,2,99082,1,2,2,1
5,9,917,2282,2,99083,1,2,2,2
5,9,908,78,1,99088,1,2,2,2
5,9,910,730,2,99094,1,2,2,2
5,9,913,1510,2,99096,1,2,2,2
5,9,917,2282,2,99098,1,1,2,2
5,10,1008,1314,2,100031,1,1,2,2
5,10,1008,1314,2,100032,1,2,2,2
5,10,1008,1314,2,100033,1,2,2,2
5,10,1008,1314,2,100034,1,1,2,2
5,10,1008,1314,2,100035,1,1,2,2
5,10,1008,1314,2,100036,1,2,2,2
5,10,1008,1314,2,100037,1,2,1,2
5,10,1008,1314,2,100038,1,2,2,2
5,10,1008,1314,2,100039,1,2,2,2
5,10,1008,1314,2,100040,1,2,2,2
5,10,1018,634,1,100111,2,2,2,2
5,10,1018,634,1,100113,2,2,2,2
5,10,1018,634,1,100115,2,2,2,2
5,10,1018,634,1,100117,2,1,1,2
5,10,1018,634,1,100118,2,2,2,2
5,10,1018,634,1,100119,2,2,2,2
5,10,1018,634,1,100120,1,1,2,2
5,10,1025,1774,2,100131,2,1,2,2
5,10,1025,1774,2,100132,2,2,2,2
5,10,1025,1774,2,100133,2,1,2,2
5,10,1025,1774,2,100134,2,1,2,2
5,10,1025,1774,2,100135,2,2,2,2
5,10,1025,1774,2,100136,2,2,2,2
5,10,1025,1774,2,100138,2,2,2,2
5,10,1002,114,1,109002,1,1,2,2
5,10,1002,114,1,109005,1,2,2,2
5,10,1002,114,1,109006,1,2,2,2
5,10,1002,114,1,109007,1,1,2,2
5,10,1002,114,1,109008,2,2,2,2
5,10,1002,114,1,109009,1,2,2,2
5,10,1002,114,1,109011,1,1,2,2
5,10,1002,114,1,109012,1,1,2,2
5,10,1006,474,2,109013,1,2,2,2
5,10,1006,474,2,109014,1,1,2,2
5,10,1006,474,2,109016,2,2,2,2
5,10,1006,474,2,109017,1,2,2,2
5,10,1006,474,2,109018,1,2,2,2
5,10,1006,474,2,109019,1,2,2,2
5,10,1006,474,2,109020,1,2,2,2
5,10,1006,474,2,109021,1,2,2,2
5,10,1006,474,2,109022,1,2,2,2
5,10,1006,474,2,109023,1,2,2,2
5,10,1006,1708,2,109025,2,2,2,2
5,10,1006,1708,2,109026,1,2,2,2
5,10,1006,1708,2,109028,2,2,2,2
5,10,1006,1708,2,109029,2,2,2,2
5,10,1006,1708,2,109030,1,2,2,2
5,10,1006,1708,2,109031,2,1,2,2
5,10,1006,1708,2,109032,1,1,2,2
5,10,1006,1708,2,109033,2,2,2,2
5,10,1006,1708,2,109034,2,2,2,2
5,10,1006,1708,2,109035,2,2,2,2
5,10,1007,1026,1,109037,1,1,2,2
5,10,1007,1026,1,109038,1,1,2,2
5,10,1007,1026,1,109040,1,2,2,2
5,10,1007,1026,1,109041,2,2,2,2
5,10,1007,1026,1,109042,1,2,2,2
5,10,1007,1026,1,109043,1,2,2,2
5,10,1007,1026,1,109045,1,2,2,2
5,10,1007,1026,1,109046,1,2,2,2
5,10,1007,1026,1,109047,1,1,2,2
5,10,1012,428,2,109048,1,2,2,2
5,10,1012,428,2,109049,1,1,2,2
5,10,1012,428,2,109052,1,2,1,2
5,10,1012,428,2,109053,1,2,1,2
5,10,1012,428,2,109054,1,2,2,2
5,10,1012,428,2,109055,1,2,2,2
5,10,1012,428,2,109056,1,2,2,2
5,10,1012,428,2,109057,1,2,2,2
5,10,1012,428,2,109058,1,1,2,2
5,10,1012,428,2,109059,1,2,2,2
5,10,1012,1106,2,109060,1,2,2,2
5,10,1012,1106,2,109061,1,1,1,2
5,10,1012,1106,2,109062,1,2,2,2
5,10,1012,1106,2,109064,2,1,2,2
5,10,1012,1106,2,109065,1,2,2,2
5,10,1012,1106,2,109066,1,2,2,2
5,10,1012,1106,2,109067,1,2,2,2
5,10,1012,1106,2,109068,1,2,2,2
5,10,1012,1106,2,109069,1,2,2,2
5,10,1012,1106,2,109071,1,2,2,2
5,10,1013,88,2,109073,1,2,2,2
5,10,1013,88,2,109074,2,2,2,2
5,10,1013,88,2,109076,1,1,2,2
5,10,1013,88,2,109077,1,1,2,2
5,10,1013,88,2,109078,1,1,2,2
5,10,1013,88,2,109080,1,1,2,2
5,10,1013,88,2,109081,1,1,2,2
5,10,1013,88,2,109082,1,1,2,2
5,10,1013,88,2,109083,1,1,2,2
5,10,1013,410,2,109085,1,1,2,2
5,10,1013,410,2,109086,1,1,1,1
5,10,1013,410,2,109087,1,2,2,2
5,10,1013,410,2,109088,1,2,2,2
5,10,1013,410,2,109089,2,2,2,2
5,10,1013,410,2,109091,1,1,2,2
5,10,1013,410,2,109092,1,2,2,2
5,10,1013,410,2,109093,1,1,2,2
5,10,1013,410,2,109095,1,1,1,2
5,10,1013,948,2,109096,2,2,2,2
5,10,1013,948,2,109099,2,2,2,2
5,10,1013,948,2,109100,2,2,2,2
5,10,1013,948,2,109101,2,2,2,2
5,10,1013,948,2,109103,2,2,2,2
5,10,1013,948,2,109104,2,2,2,2
5,10,1013,948,2,109106,2,2,2,2
5,10,1013,948,2,109107,2,2,2,2
5,10,1013,1054,2,109108,1,1,2,2
5,10,1013,1054,2,109110,1,1,2,2
5,10,1013,1054,2,109111,2,2,2,2
5,10,1013,1054,2,109112,2,2,2,2
5,10,1013,1054,2,109114,2,2,2,2
5,10,1013,1054,2,109115,1,2,2,2
5,10,1013,1054,2,109117,2,2,2,2
5,10,1013,1054,2,109118,1,1,2,2
5,10,1013,1054,2,109119,1,2,1,2
5,10,1022,30,1,109121,2,2,2,2
5,10,1022,30,1,109122,1,2,2,2
5,10,1022,30,1,109123,1,1,2,2
5,10,1022,30,1,109124,2,2,2,2
5,10,1022,30,1,109126,2,2,2,2
5,10,1022,30,1,109127,2,1,2,2
5,10,1022,30,1,109128,1,2,2,2
5,10,1022,30,1,109129,2,1,2,2
5,10,1022,30,1,109130,2,2,2,2
5,10,1022,30,1,109131,2,2,2,2
5,10,1022,386,1,109132,2,2,2,2
5,10,1022,386,1,109133,2,2,2,2
5,10,1022,386,1,109134,2,2,2,2
5,10,1022,386,1,109135,2,2,2,2
5,10,1022,386,1,109136,2,2,2,2
5,10,1022,386,1,109137,2,2,2,2
5,10,1022,386,1,109139,2,2,2,2
5,10,1022,386,1,109141,2,2,2,2
5,10,1022,386,1,109142,2,2,2,2
5,10,1023,346,2,109145,2,2,2,2
5,10,1023,346,2,109147,2,2,2,2
5,10,1023,346,2,109148,2,2,2,2
5,10,1023,346,2,109149,2,2,2,2
5,10,1023,346,2,109150,2,2,2,2
5,10,1023,346,2,109151,2,2,2,2
5,10,1023,346,2,109152,2,2,2,2
5,10,1023,346,2,109153,2,2,2,2
5,10,1023,346,2,109154,2,2,2,2
5,10,1023,346,2,109155,2,2,2,2
5,10,1002,114,1,109156,1,2,1,2
5,10,1002,114,1,109157,1,1,2,2
5,10,1013,88,2,109166,2,2,2,2
5,10,1013,410,2,109169,1,1,2,2
5,10,1013,948,2,109170,2,1,2,2
5,10,1013,948,2,109171,2,2,2,2
5,10,1013,1054,2,109173,2,1,2,2
5,10,1022,386,1,109176,2,1,2,2
4,11,1104,2028,1,110001,2,2,2,2
4,11,1104,2028,1,110002,2,2,2,2
4,11,1104,2028,1,110003,2,2,2,2
4,11,1104,2028,1,110004,2,2,2,2
4,11,1104,2028,1,110005,2,2,2,2
4,11,1104,2028,1,110006,2,2,2,2
4,11,1104,2028,1,110007,2,2,2,2
4,11,1104,2028,1,110008,2,2,2,2
4,11,1104,2028,1,110009,2,2,1,2
4,11,1104,2028,1,110010,2,2,2,2
4,11,1112,78,2,110021,1,1,1,1
4,11,1112,78,2,110022,1,2,1,2
4,11,1112,78,2,110023,1,1,2,2
4,11,1112,78,2,110024,2,1,1,1
4,11,1112,78,2,110025,1,2,1,2
4,11,1112,78,2,110026,1,2,2,2
4,11,1112,78,2,110027,1,2,1,2
4,11,1112,78,2,110028,1,1,2,2
4,11,1112,78,2,110029,1,1,1,2
4,11,1112,78,2,110030,1,1,1,2
4,11,1104,434,2,110081,1,2,1,1
4,11,1104,434,2,110082,1,2,1,2
4,11,1104,434,2,110083,1,2,1,2
4,11,1104,434,2,110084,2,1,2,2
4,11,1104,434,2,110085,1,1,1,1
4,11,1104,434,2,110086,1,1,1,2
4,11,1104,434,2,110087,1,1,1,1
4,11,1104,434,2,110088,1,1,2,2
4,11,1104,434,2,110089,1,1,1,2
4,11,1104,434,2,110090,1,1,1,2
4,11,1113,954,2,110111,1,2,1,2
4,11,1113,954,2,110112,1,2,1,2
4,11,1113,954,2,110113,1,2,1,2
4,11,1113,954,2,110114,1,2,1,2
4,11,1113,954,2,110115,1,2,1,2
4,11,1113,954,2,110116,1,2,1,2
4,11,1113,954,2,110117,1,1,1,1
4,11,1113,954,2,110118,1,1,1,2
4,11,1113,954,2,110119,1,2,2,2
4,11,1113,954,2,110120,1,1,2,2
4,11,1102,936,2,110121,1,2,2,1
4,11,1102,936,2,110122,1,2,2,2
4,11,1102,936,2,110123,1,1,1,1
4,11,1102,936,2,110124,1,1,1,2
4,11,1102,936,2,110125,1,2,2,2
4,11,1102,936,2,110126,1,1,2,2
4,11,1102,936,2,110127,1,2,2,2
4,11,1102,936,2,110128,1,2,2,2
4,11,1102,936,2,110129,1,1,1,2
4,11,1102,936,2,110130,1,1,1,2
4,11,1101,154,2,110131,1,2,1,2
4,11,1101,154,2,110132,1,2,2,2
4,11,1101,154,2,110133,1,2,1,1
4,11,1101,154,2,110134,1,2,2,2
4,11,1101,154,2,110135,1,2,2,2
4,11,1101,154,2,110136,1,1,1,1
4,11,1101,154,2,110137,1,2,1,2
4,11,1101,154,2,110138,1,2,1,2
4,11,1101,154,2,110139,1,1,1,1
4,11,1101,154,2,110140,1,2,1,2
4,11,1104,914,2,119001,1,2,1,1
4,11,1104,914,2,119002,1,1,1,2
4,11,1104,914,2,119003,1,1,2,2
4,11,1104,914,2,119005,1,1,1,1
4,11,1104,914,2,119006,1,2,1,2
4,11,1104,914,2,119008,1,2,1,2
4,11,1104,914,2,119009,1,2,2,2
4,11,1104,914,2,119010,1,1,1,2
4,11,1104,914,2,119011,1,1,1,2
4,11,1104,914,2,119012,1,1,1,2
4,11,1104,1610,2,119013,1,2,1,1
4,11,1104,1610,2,119014,1,2,2,1
4,11,1104,1610,2,119015,1,1,1,1
4,11,1104,1610,2,119016,1,2,1,2
4,11,1104,1610,2,119017,1,1,2,2
4,11,1104,1610,2,119019,1,1,1,1
4,11,1104,1610,2,119020,1,2,2,2
4,11,1104,1610,2,119021,1,2,1,2
4,11,1104,1610,2,119022,1,2,1,2
4,11,1104,1610,2,119023,1,2,2,2
4,11,1105,1092,2,119025,1,2,1,2
4,11,1105,1092,2,119026,1,2,2,2
4,11,1105,1092,2,119027,1,2,2,2
4,11,1105,1092,2,119028,1,2,1,2
4,11,1105,1092,2,119029,1,2,2,2
4,11,1105,1092,2,119030,1,2,1,2
4,11,1105,1092,2,119031,1,2,2,2
4,11,1105,1092,2,119032,1,1,1,2
4,11,1105,1092,2,119033,1,1,1,2
4,11,1105,1092,2,119034,1,1,1,2
4,11,1106,1366,2,119035,1,2,1,1
4,11,1106,1366,2,119036,1,2,1,1
4,11,1106,1366,2,119037,1,2,1,1
4,11,1106,1366,2,119038,1,2,1,1
4,11,1106,1366,2,119040,1,1,2,2
4,11,1106,1366,2,119041,1,1,1,1
4,11,1106,1366,2,119043,1,2,2,2
4,11,1106,1366,2,119044,1,2,2,2
4,11,1106,1366,2,119045,1,2,1,2
4,11,1106,1366,2,119046,1,2,1,2
4,11,1109,1556,2,119047,1,2,1,1
4,11,1109,1556,2,119048,1,1,1,2
4,11,1109,1556,2,119049,1,1,1,2
4,11,1109,1556,2,119050,1,2,1,2
4,11,1109,1556,2,119052,1,2,1,2
4,11,1109,1556,2,119053,1,2,1,1
4,11,1109,1556,2,119054,1,1,1,1
4,11,1109,1556,2,119055,1,1,1,2
4,11,1109,1556,2,119057,1,2,2,2
4,11,1109,1556,2,119058,1,1,2,2
5,12,1211,2856,1,120001,1,1,1,2
5,12,1211,2856,1,120002,2,1,2,2
5,12,1211,2856,1,120003,2,2,2,2
5,12,1211,2856,1,120004,1,2,2,2
5,12,1211,2856,1,120005,1,2,2,2
5,12,1211,2856,1,120006,2,1,2,2
5,12,1211,2856,1,120007,2,1,2,2
5,12,1211,0,1,120008,2,2,2,2
5,12,1211,2856,1,120010,1,1,1,2
5,12,1208,526,2,120041,1,2,1,1
5,12,1208,526,2,120042,1,2,1,1
5,12,1208,526,2,120043,1,2,1,1
5,12,1208,526,2,120044,1,1,2,2
5,12,1208,526,2,120045,1,1,1,2
5,12,1208,526,2,120046,1,2,1,2
5,12,1208,526,2,120047,1,1,1,2
5,12,1208,526,2,120048,1,1,1,1
5,12,1208,526,2,120049,1,1,2,2
5,12,1208,526,2,120050,1,1,2,2
5,12,1216,618,2,120051,1,2,2,2
5,12,1216,618,2,120052,1,2,2,2
5,12,1216,618,2,120053,1,2,2,2
5,12,1216,618,2,120054,1,2,1,2
5,12,1216,618,2,120055,1,1,2,2
5,12,1216,618,2,120056,1,2,1,2
5,12,1216,618,2,120057,1,1,2,2
5,12,1216,618,2,120058,1,2,2,2
5,12,1216,618,2,120059,1,2,2,2
5,12,1216,0,2,120060,1,2,1,2
5,12,1214,452,2,120091,1,1,2,2
5,10,1019,0,1,120092,2,2,2,2
5,12,1214,452,2,120093,1,1,2,2
5,12,1214,452,2,120094,1,2,2,2
5,12,,0,,120098,,,,
5,12,1214,452,2,120099,1,2,2,2
5,12,1214,452,2,120100,1,2,2,2
5,12,1201,320,2,129001,2,1,2,2
5,12,1201,320,2,129002,2,1,2,2
5,12,1201,320,2,129003,1,1,1,2
5,12,1201,320,2,129005,2,2,2,2
5,12,1201,320,2,129006,1,1,1,1
5,12,1201,320,2,129007,2,2,2,2
5,12,1201,320,2,129009,2,1,2,2
5,12,1201,320,2,129010,1,1,2,2
5,12,1201,320,2,129011,2,1,2,2
5,12,1201,320,2,129012,2,2,2,2
5,12,1203,334,1,129013,2,2,2,2
5,12,1203,334,1,129014,1,2,2,2
5,12,1203,334,1,129015,2,2,2,2
5,12,1203,334,1,129016,2,2,2,2
5,12,1203,334,1,129017,1,1,2,2
5,12,1203,334,1,129020,2,1,2,2
5,12,1203,334,1,129021,1,2,1,1
5,12,1203,334,1,129022,2,2,2,2
5,12,1203,334,1,129023,1,1,2,2
5,12,1203,334,1,129024,2,2,2,2
5,12,1207,144,1,129025,1,1,1,2
5,12,1207,144,1,129026,1,1,1,2
5,12,1207,144,1,129027,1,1,2,2
5,12,1207,144,1,129028,1,1,2,2
5,12,1207,144,1,129029,1,1,2,2
5,12,1207,144,1,129030,1,1,2,2
5,12,1207,144,1,129031,1,1,2,2
5,12,1207,144,1,129032,1,1,1,1
5,12,1207,144,1,129033,1,2,2,2
5,12,1207,144,1,129034,1,2,1,1
5,12,1208,76,2,129038,1,2,2,2
5,12,1208,76,2,129039,1,1,2,2
5,12,1208,76,2,129040,1,1,2,2
5,12,1208,76,2,129041,2,1,2,2
5,12,1208,76,2,129042,1,1,2,2
5,12,1208,76,2,129043,1,2,2,2
5,12,1208,76,2,129044,1,2,1,1
5,12,1208,76,2,129046,1,2,1,1
5,12,1208,76,2,129047,1,2,2,2
5,12,1208,76,2,129048,1,2,1,1
5,12,1208,630,2,129050,1,1,2,2
5,12,1208,630,2,129051,2,1,1,2
5,12,1208,630,2,129052,1,1,2,2
5,12,1208,630,2,129053,1,1,2,2
5,12,1208,630,2,129054,1,1,1,1
5,12,1208,630,2,129055,1,2,2,2
5,12,1208,630,2,129056,1,2,1,2
5,12,1208,630,2,129057,1,2,2,2
5,12,1208,630,2,129059,2,2,2,2
5,12,1208,630,2,129060,1,2,2,2
5,12,1209,226,1,129061,2,1,2,2
5,12,1209,226,1,129062,2,2,2,2
5,12,1209,226,1,129063,2,2,2,2
5,12,1209,226,1,129064,1,2,2,2
5,12,1209,226,1,129067,2,2,1,2
5,12,1209,226,1,129068,1,2,1,2
5,12,1209,226,1,129069,2,2,2,2
5,12,1209,226,1,129070,2,2,2,2
5,12,1209,226,1,129072,1,2,1,1
5,12,1209,566,1,129073,1,1,2,2
5,12,1209,566,1,129074,2,2,2,2
5,12,1209,566,1,129076,2,2,2,2
5,12,1209,566,1,129077,2,1,2,2
5,12,1209,566,1,129079,1,2,2,2
5,12,1209,566,1,129080,1,2,1,1
5,12,1209,566,1,129081,2,2,2,2
5,12,1209,566,1,129083,1,2,2,2
5,12,1209,566,1,129084,2,2,2,2
5,12,1211,446,1,129086,2,2,2,2
5,12,1211,446,1,129087,2,2,2,2
5,12,1211,446,1,129088,2,1,2,2
5,12,1211,446,1,129089,2,2,2,2
5,12,1211,446,1,129090,2,2,2,2
5,12,1211,446,1,129091,2,2,2,2
5,12,1211,446,1,129092,2,2,2,2
5,12,1211,446,1,129094,1,1,1,2
5,12,1211,446,1,129095,2,2,2,2
5,12,1211,446,1,129096,2,1,1,2
5,12,1211,1250,1,129098,2,1,2,2
5,12,1211,1250,1,129099,1,2,2,2
5,12,1211,1250,1,129101,2,1,2,2
5,12,1211,1250,1,129104,2,2,2,2
5,12,1211,1250,1,129105,2,2,2,2
5,12,1211,1250,1,129106,1,2,2,2
5,12,1211,1250,1,129107,2,2,2,2
5,12,1211,1250,1,129108,2,1,2,2
5,12,1212,2598,1,129109,2,1,2,2
5,12,1212,2598,1,129110,2,1,2,2
5,12,1212,2598,1,129111,2,2,2,2
5,12,1212,2598,1,129112,2,1,2,2
5,12,1212,2598,1,129113,2,2,2,2
5,12,1212,2598,1,129114,2,2,2,2
5,12,1212,2598,1,129116,2,2,2,2
5,12,1212,2598,1,129117,1,2,2,2
5,12,1212,2598,1,129120,2,2,2,2
5,12,1215,810,2,129122,1,1,2,2
5,12,1215,810,2,129123,2,2,2,2
5,12,1215,810,2,129124,2,1,2,2
5,12,1215,810,2,129125,2,2,2,2
5,12,1215,810,2,129127,1,2,2,2
5,12,1215,810,2,129128,1,2,2,2
5,12,1215,810,2,129129,2,2,2,2
5,12,1215,810,2,129130,2,2,2,2
5,12,1215,810,2,129131,1,1,2,2
5,12,1215,810,2,129132,2,2,2,2
5,12,1216,694,1,129134,2,2,2,2
5,12,1216,694,1,129135,2,2,2,2
5,12,1216,694,1,129136,1,1,2,2
5,12,1216,694,1,129137,1,2,1,2
5,12,1216,694,1,129139,2,2,2,2
5,12,1216,694,1,129140,2,2,2,2
5,12,1216,694,1,129141,1,2,2,2
5,12,1216,694,1,129142,1,1,2,2
5,12,1216,694,1,129143,1,1,2,2
5,12,1218,196,1,129145,1,2,1,2
5,12,1218,196,1,129146,1,1,2,2
5,12,1218,196,1,129147,1,1,2,2
5,12,1218,196,1,129148,2,2,2,2
5,12,1218,196,1,129152,2,1,2,2
5,12,1218,196,1,129153,2,2,2,2
5,12,1218,196,1,129154,1,1,2,2
5,12,1218,196,1,129155,2,2,2,2
5,12,1218,196,1,129156,1,2,1,2
5,12,1209,226,1,129168,1,2,2,2
5,12,1209,566,1,129170,2,2,2,2
5,12,1211,1250,1,129173,2,2,2,2
5,12,1211,1250,1,129174,2,2,2,2
5,12,1212,2598,1,129176,2,1,2,2
5,12,1216,694,1,129180,1,1,2,2
5,12,1218,196,1,129182,1,1,1,2
6,13,1307,268,1,130021,1,2,1,2
6,13,1307,0,1,130023,2,1,1,2
6,13,1307,268,1,130025,1,1,1,2
6,13,1307,0,1,130026,1,1,1,2
6,13,1307,268,1,130027,1,2,2,2
6,13,1307,268,1,130029,1,1,2,2
6,13,1307,0,1,130030,2,2,1,2
6,13,1303,626,1,130032,1,2,1,2
6,13,1303,626,1,130033,2,1,2,2
6,13,1303,626,1,130034,1,2,1,1
6,13,1303,0,1,130035,2,2,1,2
6,13,1303,626,1,130036,2,2,2,2
6,13,1303,626,1,130038,2,1,1,2
6,13,1303,626,1,130039,2,2,1,2
6,13,1303,626,1,130040,2,2,1,2
6,13,1309,674,2,130051,1,2,2,2
6,13,1309,674,2,130052,1,2,1,2
6,13,1309,0,2,130053,1,1,2,2
6,13,1309,674,2,130054,1,2,2,2
6,13,1309,674,2,130055,1,1,1,2
6,13,1309,674,2,130056,1,1,2,2
6,13,1309,674,2,130057,1,1,2,2
6,13,1309,0,1,130059,1,1,2,2
6,13,1309,674,2,130060,1,2,2,2
6,13,1301,688,1,139002,2,2,2,2
6,13,1301,688,1,139003,2,2,2,2
6,13,1301,688,1,139004,2,2,2,2
6,13,1301,688,1,139005,2,2,2,2
6,13,1301,688,1,139007,2,2,2,2
6,13,1301,688,1,139008,2,2,2,2
