"zone","state","lga","sector","ea","hhid","item_cd","s11dq7","s11dq8"
4,1,105,2,0,10009,509,2,
4,1,105,2,0,10009,510,2,
4,1,105,2,0,10009,511,2,
4,1,105,2,0,10009,512,2,
4,1,105,2,0,10009,513,2,
4,1,105,2,0,10009,514,2,
4,1,105,2,0,10009,515,2,
4,1,105,2,0,10009,516,2,
4,1,105,2,0,10009,517,2,
4,1,115,1,670,10010,501,2,
4,1,115,1,670,10010,502,2,
4,1,115,1,670,10010,503,2,
4,1,115,1,670,10010,504,2,
4,1,115,1,670,10010,505,2,
4,1,115,1,670,10010,506,2,
4,1,115,1,670,10010,507,2,
4,1,115,1,670,10010,508,2,
4,1,115,1,670,10010,509,2,
4,1,115,1,670,10010,510,2,
4,1,115,1,670,10010,511,2,
4,1,115,1,670,10010,512,2,
4,1,115,1,670,10010,513,2,
4,1,115,1,670,10010,514,2,
4,1,115,1,670,10010,515,2,
4,1,115,1,670,10010,516,2,
4,1,115,1,670,10010,517,2,
4,1,111,1,1146,10031,501,2,
4,1,111,1,1146,10031,502,2,
4,1,111,1,1146,10031,503,2,
4,1,111,1,1146,10031,504,2,
4,1,111,1,1146,10031,505,2,
4,1,111,1,1146,10031,506,2,
4,1,111,1,1146,10031,507,2,
4,1,111,1,1146,10031,508,2,
4,1,111,1,1146,10031,509,2,
4,1,111,1,1146,10031,510,2,
4,1,111,1,1146,10031,511,2,
4,1,111,1,1146,10031,512,2,
4,1,111,1,1146,10031,513,2,
4,1,111,1,1146,10031,514,2,
4,1,111,1,1146,10031,515,2,
4,1,111,1,1146,10031,516,2,
4,1,111,1,1146,10031,517,2,
4,1,111,1,1146,10032,501,2,
4,1,111,1,1146,10032,502,2,
4,1,111,1,1146,10032,503,2,
4,1,111,1,1146,10032,504,2,
4,1,111,1,1146,10032,505,2,
4,1,111,1,1146,10032,506,2,
4,1,111,1,1146,10032,507,2,
4,1,111,1,1146,10032,508,2,
4,1,111,1,1146,10032,509,2,
4,1,111,1,1146,10032,510,2,
4,1,111,1,1146,10032,511,2,
4,1,111,1,1146,10032,512,2,
4,1,111,1,1146,10032,513,2,
4,1,111,1,1146,10032,514,2,
4,1,111,1,1146,10032,515,2,
4,1,111,1,1146,10032,516,2,
4,1,111,1,1146,10032,517,2,
4,1,111,1,1146,10033,501,2,
4,1,111,1,1146,10033,502,2,
4,1,111,1,1146,10033,503,2,
4,1,111,1,1146,10033,504,2,
4,1,111,1,1146,10033,505,2,
4,1,111,1,1146,10033,506,2,
4,1,111,1,1146,10033,507,2,
4,1,111,1,1146,10033,508,2,
4,1,111,1,1146,10033,509,1,3000
4,1,111,1,1146,10033,510,2,
4,1,111,1,1146,10033,511,2,
4,1,111,1,1146,10033,512,2,
4,1,111,1,1146,10033,513,2,
4,1,111,1,1146,10033,514,2,
4,1,111,1,1146,10033,515,2,
4,1,111,1,1146,10033,516,2,
4,1,111,1,1146,10033,517,2,
4,1,111,1,1146,10034,501,2,
4,1,111,1,1146,10034,502,2,
4,1,111,1,1146,10034,503,2,
4,1,111,1,1146,10034,504,2,
4,1,111,1,1146,10034,505,1,35000
4,1,111,1,1146,10034,506,2,
4,1,111,1,1146,10034,507,2,
4,1,111,1,1146,10034,508,2,
4,1,111,1,1146,10034,509,2,
4,1,111,1,1146,10034,510,2,
4,1,111,1,1146,10034,511,2,
4,1,111,1,1146,10034,512,2,
4,1,111,1,1146,10034,513,2,
4,1,111,1,1146,10034,514,2,
4,1,111,1,1146,10034,515,2,
4,1,111,1,1146,10034,516,2,
4,1,111,1,1146,10034,517,,
4,1,111,1,1146,10035,501,2,
4,1,111,1,1146,10035,502,2,
4,1,111,1,1146,10035,503,2,
4,1,111,1,1146,10035,504,2,
4,1,111,1,1146,10035,505,2,
4,1,111,1,1146,10035,506,2,
4,1,111,1,1146,10035,507,2,
4,1,111,1,1146,10035,508,2,
4,1,111,1,1146,10035,509,2,
4,1,111,1,1146,10035,510,2,
4,1,111,1,1146,10035,511,2,
4,1,111,1,1146,10035,512,2,
4,1,111,1,1146,10035,513,2,
4,1,111,1,1146,10035,514,2,
4,1,111,1,1146,10035,515,2,
4,1,111,1,1146,10035,516,2,
4,1,111,1,1146,10035,517,2,
4,1,111,1,1146,10036,501,2,
4,1,111,1,1146,10036,502,2,
4,1,111,1,1146,10036,503,2,
4,1,111,1,1146,10036,504,2,
4,1,111,1,1146,10036,505,2,
4,1,111,1,1146,10036,506,2,
4,1,111,1,1146,10036,507,2,
4,1,111,1,1146,10036,508,2,
4,1,111,1,1146,10036,509,2,
4,1,111,1,1146,10036,510,2,
4,1,111,1,1146,10036,511,2,
4,1,111,1,1146,10036,512,2,
4,1,111,1,1146,10036,513,2,
4,1,111,1,1146,10036,514,2,
4,1,111,1,1146,10036,515,2,
4,1,111,1,1146,10036,516,1,250000
4,1,111,1,1146,10036,517,2,
4,1,111,1,1146,10037,501,2,
4,1,111,1,1146,10037,502,2,
4,1,111,1,1146,10037,503,2,
4,1,111,1,1146,10037,504,2,
4,1,111,1,1146,10037,505,2,
4,1,111,1,1146,10037,506,2,
4,1,111,1,1146,10037,507,2,
4,1,111,1,1146,10037,508,2,
4,1,111,1,1146,10037,509,2,
4,1,111,1,1146,10037,510,2,
4,1,111,1,1146,10037,511,2,
4,1,111,1,1146,10037,512,2,
4,1,111,1,1146,10037,513,2,
4,1,111,1,1146,10037,514,2,
4,1,111,1,1146,10037,515,2,
4,1,111,1,1146,10037,516,2,
4,1,111,1,1146,10037,517,2,
4,1,111,1,1146,10038,501,2,
4,1,111,1,1146,10038,502,2,
4,1,111,1,1146,10038,503,2,
4,1,111,1,1146,10038,504,2,
4,1,111,1,1146,10038,505,2,
4,1,111,1,1146,10038,506,2,
4,1,111,1,1146,10038,507,2,
4,1,111,1,1146,10038,508,2,
4,1,111,1,1146,10038,509,2,
4,1,111,1,1146,10038,510,2,
4,1,111,1,1146,10038,511,2,
4,1,111,1,1146,10038,512,2,
4,1,111,1,1146,10038,513,2,
4,1,111,1,1146,10038,514,2,
4,1,111,1,1146,10038,515,2,
4,1,111,1,1146,10038,516,2,
4,1,111,1,1146,10038,517,2,
4,1,111,1,1146,10040,501,2,
4,1,111,1,1146,10040,502,2,
4,1,111,1,1146,10040,503,2,
4,1,111,1,1146,10040,504,2,
4,1,111,1,1146,10040,505,2,
4,1,111,1,1146,10040,506,2,
4,1,111,1,1146,10040,507,1,300
4,1,111,1,1146,10040,508,2,
4,1,111,1,1146,10040,509,2,
4,1,111,1,1146,10040,510,2,
4,1,111,1,1146,10040,511,2,
4,1,111,1,1146,10040,512,2,
4,1,111,1,1146,10040,513,2,
4,1,111,1,1146,10040,514,2,
4,1,111,1,1146,10040,515,2,
4,1,111,1,1146,10040,516,2,
4,1,111,1,1146,10040,517,2,
4,1,102,1,1690,10051,501,2,
4,1,102,1,1690,10051,502,2,
4,1,102,1,1690,10051,503,2,
4,1,102,1,1690,10051,504,2,
4,1,102,1,1690,10051,505,2,
4,1,102,1,1690,10051,506,2,
4,1,102,1,1690,10051,507,2,
4,1,102,1,1690,10051,508,2,
4,1,102,1,1690,10051,509,2,
4,1,102,1,1690,10051,510,2,
4,1,102,1,1690,10051,511,2,
4,1,102,1,1690,10051,512,2,
4,1,102,1,1690,10051,513,2,
4,1,102,1,1690,10051,514,2,
4,1,102,1,1690,10051,515,2,
4,1,102,1,1690,10051,516,2,
4,1,102,1,1690,10051,517,2,
4,1,102,1,1690,10053,501,2,
4,1,102,1,1690,10053,502,2,
4,1,102,1,1690,10053,503,2,
4,1,102,1,1690,10053,504,2,
4,1,102,1,1690,10053,505,2,
4,1,102,1,1690,10053,506,2,
4,1,102,1,1690,10053,507,2,
4,1,102,1,1690,10053,508,2,
4,1,102,1,1690,10053,509,2,
4,1,102,1,1690,10053,510,2,
4,1,102,1,1690,10053,511,2,
4,1,102,1,1690,10053,512,2,
4,1,102,1,1690,10053,513,2,
4,1,102,1,1690,10053,514,2,
4,1,102,1,1690,10053,515,2,
4,1,102,1,1690,10053,516,2,
4,1,102,1,1690,10053,517,2,
4,1,102,1,1690,10054,501,2,
4,1,102,1,1690,10054,502,2,
4,1,102,1,1690,10054,503,2,
4,1,102,1,1690,10054,504,2,
4,1,102,1,1690,10054,505,2,
4,1,102,1,1690,10054,506,2,
4,1,102,1,1690,10054,507,2,
4,1,102,1,1690,10054,508,2,
4,1,102,1,1690,10054,509,2,
4,1,102,1,1690,10054,510,2,
4,1,102,1,1690,10054,511,2,
4,1,102,1,1690,10054,512,2,
4,1,102,1,1690,10054,513,2,
4,1,102,1,1690,10054,514,2,
4,1,102,1,1690,10054,515,2,
4,1,102,1,1690,10054,516,2,
4,1,102,1,1690,10054,517,2,
4,1,102,1,0,10055,501,2,
4,1,102,1,0,10055,502,2,
4,1,102,1,0,10055,503,2,
4,1,102,1,0,10055,504,2,
4,1,102,1,0,10055,505,2,
4,1,102,1,0,10055,506,2,
4,1,102,1,0,10055,507,2,
4,1,102,1,0,10055,508,2,
4,1,102,1,0,10055,509,2,
4,1,102,1,0,10055,510,2,
4,1,102,1,0,10055,511,2,
4,1,102,1,0,10055,512,2,
4,1,102,1,0,10055,513,2,
4,1,102,1,0,10055,514,2,
4,1,102,1,0,10055,515,2,
4,1,102,1,0,10055,516,2,
4,1,102,1,0,10055,517,2,
4,1,102,1,1690,10056,501,2,
4,1,102,1,1690,10056,502,2,
4,1,102,1,1690,10056,503,2,
4,1,102,1,1690,10056,504,2,
4,1,102,1,1690,10056,505,2,
4,1,102,1,1690,10056,506,2,
4,1,102,1,1690,10056,507,2,
4,1,102,1,1690,10056,508,2,
4,1,102,1,1690,10056,509,2,
4,1,102,1,1690,10056,510,2,
4,1,102,1,1690,10056,511,2,
4,1,102,1,1690,10056,512,2,
4,1,102,1,1690,10056,513,2,
4,1,102,1,1690,10056,514,2,
4,1,102,1,1690,10056,515,2,
4,1,102,1,1690,10056,516,2,
4,1,102,1,1690,10056,517,2,
4,1,102,1,1690,10057,501,2,
4,1,102,1,1690,10057,502,2,
4,1,102,1,1690,10057,503,2,
4,1,102,1,1690,10057,504,2,
4,1,102,1,1690,10057,505,2,
4,1,102,1,1690,10057,506,2,
4,1,102,1,1690,10057,507,2,
4,1,102,1,1690,10057,508,2,
4,1,102,1,1690,10057,509,2,
4,1,102,1,1690,10057,510,2,
4,1,102,1,1690,10057,511,2,
4,1,102,1,1690,10057,512,2,
4,1,102,1,1690,10057,513,2,
4,1,102,1,1690,10057,514,2,
4,1,102,1,1690,10057,515,2,
4,1,102,1,1690,10057,516,2,
4,1,102,1,1690,10057,517,2,
4,1,102,1,1690,10058,501,2,
4,1,102,1,1690,10058,502,2,
4,1,102,1,1690,10058,503,2,
4,1,102,1,1690,10058,504,2,
4,1,102,1,1690,10058,505,2,
4,1,102,1,1690,10058,506,2,
4,1,102,1,1690,10058,507,2,
4,1,102,1,1690,10058,508,2,
4,1,102,1,1690,10058,509,2,
4,1,102,1,1690,10058,510,2,
4,1,102,1,1690,10058,511,2,
4,1,102,1,1690,10058,512,2,
4,1,102,1,1690,10058,513,2,
4,1,102,1,1690,10058,514,2,
4,1,102,1,1690,10058,515,2,
4,1,102,1,1690,10058,516,2,
4,1,102,1,1690,10058,517,2,
4,1,102,1,1690,10059,501,2,
4,1,102,1,1690,10059,502,2,
4,1,102,1,1690,10059,503,2,
4,1,102,1,1690,10059,504,2,
4,1,102,1,1690,10059,505,2,
4,1,102,1,1690,10059,506,2,
4,1,102,1,1690,10059,507,2,
4,1,102,1,1690,10059,508,2,
4,1,102,1,1690,10059,509,2,
4,1,102,1,1690,10059,510,2,
4,1,102,1,1690,10059,511,2,
4,1,102,1,1690,10059,512,2,
4,1,102,1,1690,10059,513,2,
4,1,102,1,1690,10059,514,2,
4,1,102,1,1690,10059,515,2,
4,1,102,1,1690,10059,516,2,
4,1,102,1,1690,10059,517,2,
4,1,102,1,1690,10060,501,2,
4,1,102,1,1690,10060,502,2,
4,1,102,1,1690,10060,503,2,
4,1,102,1,1690,10060,504,2,
4,1,102,1,1690,10060,505,2,
4,1,102,1,1690,10060,506,2,
4,1,102,1,1690,10060,507,2,
4,1,102,1,1690,10060,508,2,
4,1,102,1,1690,10060,509,2,
4,1,102,1,1690,10060,510,2,
4,1,102,1,1690,10060,511,2,
4,1,102,1,1690,10060,512,2,
4,1,102,1,1690,10060,513,2,
4,1,102,1,1690,10060,514,2,
4,1,102,1,1690,10060,515,2,
4,1,102,1,1690,10060,516,1,70000
4,1,102,1,1690,10060,517,2,
4,1,107,2,1044,10061,501,2,
4,1,107,2,1044,10061,502,2,
4,1,107,2,1044,10061,503,2,
4,1,107,2,1044,10061,504,2,
4,1,107,2,1044,10061,505,2,
4,1,107,2,1044,10061,506,2,
4,1,107,2,1044,10061,507,2,
4,1,107,2,1044,10061,508,1,10000
4,1,107,2,1044,10061,509,2,
4,1,107,2,1044,10061,510,2,
4,1,107,2,1044,10061,511,2,
4,1,107,2,1044,10061,512,2,
4,1,107,2,1044,10061,513,2,
4,1,107,2,1044,10061,514,2,
4,1,107,2,1044,10061,515,2,
4,1,107,2,1044,10061,516,2,
4,1,107,2,1044,10061,517,2,
4,1,107,2,1044,10062,501,2,
4,1,107,2,1044,10062,502,2,
4,1,107,2,1044,10062,503,2,
4,1,107,2,1044,10062,504,2,
4,1,107,2,1044,10062,505,2,
4,1,107,2,1044,10062,506,2,
4,1,107,2,1044,10062,507,2,
4,1,107,2,1044,10062,508,2,
4,1,107,2,1044,10062,509,2,
4,1,107,2,1044,10062,510,2,
4,1,107,2,1044,10062,511,2,
4,1,107,2,1044,10062,512,2,
4,1,107,2,1044,10062,513,2,
4,1,107,2,1044,10062,514,2,
4,1,107,2,1044,10062,515,2,
4,1,107,2,1044,10062,516,2,
4,1,107,2,1044,10062,517,2,
4,1,107,2,1044,10063,501,2,
4,1,107,2,1044,10063,502,2,
4,1,107,2,1044,10063,503,1,800
4,1,107,2,1044,10063,504,2,
4,1,107,2,1044,10063,505,2,
4,1,107,2,1044,10063,506,2,
4,1,107,2,1044,10063,507,2,
4,1,107,2,1044,10063,508,2,
4,1,107,2,1044,10063,509,2,
4,1,107,2,1044,10063,510,2,
4,1,107,2,1044,10063,511,2,
4,1,107,2,1044,10063,512,2,
4,1,107,2,1044,10063,513,2,
4,1,107,2,1044,10063,514,2,
4,1,107,2,1044,10063,515,2,
4,1,107,2,1044,10063,516,2,
4,1,107,2,1044,10063,517,1,50000
4,1,107,2,1044,10064,501,2,
4,1,107,2,1044,10064,502,2,
4,1,107,2,1044,10064,503,2,
4,1,107,2,1044,10064,504,2,
4,1,107,2,1044,10064,505,2,
4,1,107,2,1044,10064,506,2,
4,1,107,2,1044,10064,507,2,
4,1,107,2,1044,10064,508,2,
4,1,107,2,1044,10064,509,2,
4,1,107,2,1044,10064,510,2,
4,1,107,2,1044,10064,511,2,
4,1,107,2,1044,10064,512,2,
4,1,107,2,1044,10064,513,2,
4,1,107,2,1044,10064,514,2,
4,1,107,2,1044,10064,515,2,
4,1,107,2,1044,10064,516,2,
4,1,107,2,1044,10064,517,1,545000
4,1,102,1,0,10065,501,2,
4,1,102,1,0,10065,502,2,
4,1,102,1,0,10065,503,2,
4,1,102,1,0,10065,504,2,
4,1,102,1,0,10065,505,2,
4,1,102,1,0,10065,506,2,
4,1,102,1,0,10065,507,2,
4,1,102,1,0,10065,508,2,
4,1,102,1,0,10065,509,2,
4,1,102,1,0,10065,510,2,
4,1,102,1,0,10065,511,2,
4,1,102,1,0,10065,512,2,
4,1,102,1,0,10065,513,2,
4,1,102,1,0,10065,514,2,
4,1,102,1,0,10065,515,2,
4,1,102,1,0,10065,516,2,
4,1,102,1,0,10065,517,2,
4,1,107,2,1044,10066,501,2,
4,1,107,2,1044,10066,502,2,
4,1,107,2,1044,10066,503,2,
4,1,107,2,1044,10066,504,2,
4,1,107,2,1044,10066,505,2,
4,1,107,2,1044,10066,506,2,
4,1,107,2,1044,10066,507,2,
4,1,107,2,1044,10066,508,2,
4,1,107,2,1044,10066,509,2,
4,1,107,2,1044,10066,510,2,
4,1,107,2,1044,10066,511,2,
4,1,107,2,1044,10066,512,2,
4,1,107,2,1044,10066,513,2,
4,1,107,2,1044,10066,514,2,
4,1,107,2,1044,10066,515,2,
4,1,107,2,1044,10066,516,2,
4,1,107,2,1044,10066,517,2,
4,1,107,2,1044,10067,501,2,
4,1,107,2,1044,10067,502,2,
4,1,107,2,1044,10067,503,1,900
4,1,107,2,1044,10067,504,2,
4,1,107,2,1044,10067,505,2,
4,1,107,2,1044,10067,506,2,
4,1,107,2,1044,10067,507,2,
4,1,107,2,1044,10067,508,2,
4,1,107,2,1044,10067,509,2,
4,1,107,2,1044,10067,510,2,
4,1,107,2,1044,10067,511,2,
4,1,107,2,1044,10067,512,2,
4,1,107,2,1044,10067,513,2,
4,1,107,2,1044,10067,514,2,
4,1,107,2,1044,10067,515,2,
4,1,107,2,1044,10067,516,2,
4,1,107,2,1044,10067,517,2,
4,1,107,2,1044,10068,501,2,
4,1,107,2,1044,10068,502,2,
4,1,107,2,1044,10068,503,2,
4,1,107,2,1044,10068,504,2,
4,1,107,2,1044,10068,505,2,
4,1,107,2,1044,10068,506,2,
4,1,107,2,1044,10068,507,2,
4,1,107,2,1044,10068,508,2,
4,1,107,2,1044,10068,509,2,
4,1,107,2,1044,10068,510,2,
4,1,107,2,1044,10068,511,2,
4,1,107,2,1044,10068,512,2,
4,1,107,2,1044,10068,513,2,
4,1,107,2,1044,10068,514,2,
4,1,107,2,1044,10068,515,2,
4,1,107,2,1044,10068,516,2,
4,1,107,2,1044,10068,517,2,
4,1,107,2,1044,10069,501,2,
4,1,107,2,1044,10069,502,1,600
4,1,107,2,1044,10069,503,2,
4,1,107,2,1044,10069,504,1,600
4,1,107,2,1044,10069,505,1,10000
4,1,107,2,1044,10069,506,2,
4,1,107,2,1044,10069,507,2,
4,1,107,2,1044,10069,508,2,
4,1,107,2,1044,10069,509,2,
4,1,107,2,1044,10069,510,2,
4,1,107,2,1044,10069,511,2,
4,1,107,2,1044,10069,512,2,
4,1,107,2,1044,10069,513,2,
4,1,107,2,1044,10069,514,2,
4,1,107,2,1044,10069,515,2,
4,1,107,2,1044,10069,516,2,
4,1,107,2,1044,10069,517,2,
4,1,107,2,0,10070,501,2,
4,1,107,2,0,10070,502,2,
4,1,107,2,0,10070,503,2,
4,1,107,2,0,10070,504,2,
4,1,107,2,0,10070,505,2,
4,1,107,2,0,10070,506,2,
4,1,107,2,0,10070,507,2,
4,1,107,2,0,10070,508,2,
4,1,107,2,0,10070,509,2,
4,1,107,2,0,10070,510,2,
4,1,107,2,0,10070,511,2,
4,1,107,2,0,10070,512,2,
4,1,107,2,0,10070,513,2,
4,1,107,2,0,10070,514,2,
4,1,107,2,0,10070,515,2,
4,1,107,2,0,10070,516,2,
4,1,107,2,0,10070,517,2,
4,1,117,2,560,10071,501,2,
4,1,117,2,560,10071,502,2,
4,1,117,2,560,10071,503,2,
4,1,117,2,560,10071,504,2,
4,1,117,2,560,10071,505,2,
4,1,117,2,560,10071,506,2,
4,1,117,2,560,10071,507,2,
4,1,117,2,560,10071,508,2,
4,1,117,2,560,10071,509,2,
4,1,117,2,560,10071,510,2,
4,1,117,2,560,10071,511,2,
4,1,117,2,560,10071,512,2,
4,1,117,2,560,10071,513,2,
4,1,117,2,560,10071,514,2,
4,1,117,2,560,10071,515,2,
4,1,117,2,560,10071,516,2,
4,1,117,2,560,10071,517,1,250000
4,1,117,2,560,10072,501,2,
4,1,117,2,560,10072,502,2,
4,1,117,2,560,10072,503,2,
4,1,117,2,560,10072,504,2,
4,1,117,2,560,10072,505,2,
4,1,117,2,560,10072,506,2,
4,1,117,2,560,10072,507,2,
4,1,117,2,560,10072,508,2,
4,1,117,2,560,10072,509,2,
4,1,117,2,560,10072,510,2,
4,1,117,2,560,10072,511,2,
4,1,117,2,560,10072,512,2,
4,1,117,2,560,10072,513,2,
4,1,117,2,560,10072,514,2,
4,1,117,2,560,10072,515,2,
4,1,117,2,560,10072,516,2,
4,1,117,2,560,10072,517,2,
4,1,117,2,560,10073,501,2,
4,1,117,2,560,10073,502,2,
4,1,117,2,560,10073,503,2,
4,1,117,2,560,10073,504,2,
4,1,117,2,560,10073,505,2,
4,1,117,2,560,10073,506,2,
4,1,117,2,560,10073,507,2,
4,1,117,2,560,10073,508,2,
4,1,117,2,560,10073,509,2,
4,1,117,2,560,10073,510,2,
4,1,117,2,560,10073,511,2,
4,1,117,2,560,10073,512,2,
4,1,117,2,560,10073,513,2,
4,1,117,2,560,10073,514,2,
4,1,117,2,560,10073,515,2,
4,1,117,2,560,10073,516,2,
4,1,117,2,560,10073,517,2,
4,1,117,2,560,10074,501,2,
4,1,117,2,560,10074,502,2,
4,1,117,2,560,10074,503,2,
4,1,117,2,560,10074,504,2,
4,1,117,2,560,10074,505,2,
4,1,117,2,560,10074,506,2,
4,1,117,2,560,10074,507,2,
4,1,117,2,560,10074,508,2,
4,1,117,2,560,10074,509,2,
4,1,117,2,560,10074,510,2,
4,1,117,2,560,10074,511,2,
4,1,117,2,560,10074,512,2,
4,1,117,2,560,10074,513,2,
4,1,117,2,560,10074,514,2,
4,1,117,2,560,10074,515,2,
4,1,117,2,560,10074,516,2,
4,1,117,2,560,10074,517,2,
4,1,117,2,560,10075,501,2,
4,1,117,2,560,10075,502,2,
4,1,117,2,560,10075,503,2,
4,1,117,2,560,10075,504,2,
4,1,117,2,560,10075,505,2,
4,1,117,2,560,10075,506,2,
4,1,117,2,560,10075,507,2,
4,1,117,2,560,10075,508,2,
4,1,117,2,560,10075,509,2,
4,1,117,2,560,10075,510,2,
4,1,117,2,560,10075,511,2,
4,1,117,2,560,10075,512,2,
4,1,117,2,560,10075,513,2,
4,1,117,2,560,10075,514,2,
4,1,117,2,560,10075,515,2,
4,1,117,2,560,10075,516,2,
4,1,117,2,560,10075,517,2,
4,1,117,2,560,10076,501,2,
4,1,117,2,560,10076,502,2,
4,1,117,2,560,10076,503,2,
4,1,117,2,560,10076,504,2,
4,1,117,2,560,10076,505,2,
4,1,117,2,560,10076,506,2,
4,1,117,2,560,10076,507,2,
4,1,117,2,560,10076,508,2,
4,1,117,2,560,10076,509,2,
4,1,117,2,560,10076,510,2,
4,1,117,2,560,10076,511,2,
4,1,117,2,560,10076,512,2,
4,1,117,2,560,10076,513,2,
4,1,117,2,560,10076,514,2,
4,1,117,2,560,10076,515,2,
4,1,117,2,560,10076,516,2,
4,1,117,2,560,10076,517,2,
4,1,117,2,560,10077,501,2,
4,1,117,2,560,10077,502,2,
4,1,117,2,560,10077,503,2,
4,1,117,2,560,10077,504,2,
4,1,117,2,560,10077,505,2,
4,1,117,2,560,10077,506,2,
4,1,117,2,560,10077,507,2,
4,1,117,2,560,10077,508,2,
4,1,117,2,560,10077,509,2,
4,1,117,2,560,10077,510,2,
4,1,117,2,560,10077,511,2,
4,1,117,2,560,10077,512,2,
4,1,117,2,560,10077,513,2,
4,1,117,2,560,10077,514,2,
4,1,117,2,560,10077,515,2,
4,1,117,2,560,10077,516,2,
4,1,117,2,560,10077,517,2,
4,1,117,2,560,10078,501,2,
4,1,117,2,560,10078,502,2,
4,1,117,2,560,10078,503,2,
4,1,117,2,560,10078,504,2,
4,1,117,2,560,10078,505,2,
4,1,117,2,560,10078,506,2,
4,1,117,2,560,10078,507,2,
4,1,117,2,560,10078,508,2,
4,1,117,2,560,10078,509,2,
4,1,117,2,560,10078,510,2,
4,1,117,2,560,10078,511,2,
4,1,117,2,560,10078,512,2,
4,1,117,2,560,10078,513,2,
4,1,117,2,560,10078,514,2,
4,1,117,2,560,10078,515,2,
4,1,117,2,560,10078,516,1,250000
4,1,117,2,560,10078,517,1,180000
